order_id,user_id,order_time,product_id,quantity
56,1523,2024-02-09 12:10:26,317,1
57,2125,2024-07-03 19:51:42,78,1
58,449,2024-05-08 03:13:19,84,1
59,1529,2025-11-15 18:01:50,136,1
60,117,2025-03-03 03:55:09,241,3
61,191,2025-02-06 11:38:46,277,1
62,648,2024-01-14 01:57:14,52,1
63,272,2025-05-28 22:29:26,58,3
64,2199,2025-04-17 07:38:51,226,2
65,1276,2024-07-21 14:57:16,244,1
66,2212,2024-03-02 22:42:45,188,1
67,2019,2024-11-16 20:36:12,384,1
68,2109,2025-12-09 20:09:14,67,2
69,389,2025-09-11 12:56:39,368,1
70,927,2024-05-01 08:42:19,129,1
71,1893,2025-08-15 17:33:36,343,5
72,1093,2025-03-04 21:20:27,390,1
73,595,2025-07-21 19:54:02,297,2
74,1578,2025-08-08 05:12:11,324,1
75,140,2024-05-09 08:20:00,122,1
76,1982,2025-04-15 08:55:52,177,4
77,1662,2024-07-07 23:29:39,232,1
78,1802,2025-06-01 19:41:49,61,1
79,1382,2024-09-01 23:11:16,173,1
80,1997,2024-11-19 16:42:06,396,2
81,1403,2025-02-25 15:04:50,391,1
82,105,2024-06-13 07:14:29,279,2
83,493,2024-10-02 19:08:55,282,1
84,1854,2024-03-18 16:05:55,224,4
85,748,2024-05-24 20:56:32,204,1
86,909,2025-09-05 01:46:47,398,1
87,2462,2024-12-26 08:55:33,400,1
88,2184,2024-10-26 16:44:33,186,1
89,651,2024-04-16 19:40:40,52,3
90,927,2024-03-09 19:34:39,385,1
91,829,2024-12-05 05:25:18,143,1
92,2138,2025-03-14 21:29:20,216,1
93,1229,2024-01-28 06:45:35,1,2
94,856,2025-07-13 18:04:03,376,2
95,575,2024-12-25 14:10:48,74,4
96,994,2024-03-24 20:41:26,201,1
97,793,2024-12-10 20:04:14,128,4
98,1132,2024-04-03 21:07:46,72,2
99,622,2025-03-06 13:43:17,106,2
100,45,2025-08-13 07:19:33,327,1
101,2452,2025-10-02 09:28:19,242,2
102,2217,2025-07-07 18:09:04,381,3
103,1399,2025-04-08 22:02:24,140,2
104,1047,2025-01-07 18:27:37,58,1
105,1996,2024-09-21 10:33:06,389,1
106,2472,2024-02-01 21:15:55,307,2
107,2026,2025-01-13 22:26:03,360,2
108,1148,2024-06-12 19:57:16,371,2
109,1347,2025-07-26 19:16:22,215,1
110,415,2025-07-17 20:15:37,366,1
111,2422,2024-09-29 19:06:49,223,2
112,1999,2025-02-24 17:36:24,288,2
113,1568,2025-06-13 17:37:53,22,2
114,404,2025-06-27 07:48:15,295,1
115,2474,2025-05-12 20:45:47,216,1
116,1804,2024-03-10 17:33:02,236,3
117,1769,2024-04-05 21:13:36,343,1
118,1348,2024-12-06 10:26:51,51,1
119,1871,2024-06-15 11:43:22,130,1
120,1019,2025-09-05 13:03:20,142,1
121,1078,2024-07-21 20:13:35,394,2
122,2242,2025-09-18 10:25:48,332,1
123,705,2024-10-18 21:21:22,256,2
124,933,2024-05-14 20:06:58,163,2
125,1664,2025-05-21 18:40:11,161,2
126,829,2025-07-17 21:31:22,136,1
127,1794,2025-02-16 20:10:20,186,1
128,778,2024-03-25 10:32:44,298,2
129,1214,2024-01-06 17:11:25,388,2
130,312,2025-04-12 07:45:38,102,3
131,1658,2025-05-06 08:21:34,135,1
132,545,2024-08-13 07:47:52,198,3
133,1204,2024-09-15 17:05:20,315,5
134,1813,2024-04-20 09:09:42,21,5
135,108,2025-04-10 09:44:14,254,1
136,926,2024-06-30 18:13:09,226,1
137,999,2025-09-02 21:30:53,11,1
138,2279,2024-10-29 23:12:26,283,1
139,2125,2024-09-18 12:36:56,298,3
140,1586,2024-07-15 09:50:23,383,2
141,1080,2025-04-30 11:57:59,221,3
142,1312,2025-06-23 11:44:08,277,1
143,1012,2024-10-22 17:06:58,276,2
144,2079,2025-07-13 14:20:06,363,2
145,2475,2024-12-10 19:45:44,117,2
146,2270,2024-09-21 14:36:53,115,1
147,1794,2025-01-31 17:04:10,255,1
148,1837,2024-06-30 18:57:22,287,1
149,606,2024-08-06 19:04:46,33,1
150,1033,2024-09-02 02:38:31,373,1
151,547,2025-05-18 09:28:19,203,1
152,1248,2025-06-09 09:51:56,170,1
153,1668,2025-09-02 20:43:37,74,1
154,28,2025-04-15 05:48:22,313,1
155,291,2025-06-17 05:26:46,315,1
156,798,2024-11-14 23:49:48,128,5
157,743,2025-05-14 18:31:46,16,1
158,365,2024-04-25 22:36:44,49,3
159,1587,2024-06-02 12:30:08,209,2
160,750,2024-10-13 10:11:45,50,1
161,1033,2024-08-29 06:16:25,256,1
162,1439,2025-01-28 18:21:28,332,2
163,2146,2025-05-12 02:38:03,132,5
164,243,2025-05-19 11:10:00,350,4
165,2168,2024-04-24 00:24:19,7,1
166,2327,2025-11-19 11:04:11,289,1
167,2041,2024-01-04 16:22:06,94,3
168,634,2024-03-06 11:11:57,308,1
169,728,2024-04-13 08:52:28,260,1
170,159,2025-10-23 21:50:07,276,2
171,1277,2024-11-06 07:43:11,150,1
172,686,2024-02-15 15:38:09,52,5
173,1382,2024-06-07 22:35:53,233,1
174,1835,2024-02-27 18:04:21,60,1
175,580,2024-01-27 22:31:12,123,2
176,171,2024-10-01 05:58:30,184,2
177,2422,2025-12-03 20:05:42,51,2
178,2160,2025-03-14 17:34:33,289,1
179,2238,2025-01-06 08:20:08,330,1
180,812,2025-05-23 22:27:25,150,1
181,338,2025-03-02 02:06:20,252,1
182,2498,2025-11-06 10:50:49,200,1
183,226,2025-08-08 20:12:05,271,1
184,2407,2025-04-02 21:34:11,383,2
185,197,2024-11-09 03:19:24,274,1
186,2203,2024-05-24 20:43:55,27,1
187,2083,2025-04-14 20:32:23,269,2
188,184,2025-07-27 07:11:57,110,1
189,1312,2024-07-23 19:31:13,38,1
190,64,2024-01-24 21:13:57,24,2
191,1190,2025-03-04 21:42:52,3,3
192,1355,2025-01-03 23:52:14,91,1
193,1647,2024-06-14 08:38:15,23,2
194,1058,2024-05-01 19:45:55,217,3
195,1269,2024-01-26 22:41:47,105,3
196,1677,2024-06-19 01:52:26,354,1
197,777,2024-01-01 14:38:00,399,2
198,1620,2024-04-22 19:28:08,22,2
199,914,2025-12-12 18:07:10,37,3
200,2002,2025-07-10 08:20:10,35,3
201,1051,2024-09-09 19:44:25,349,1
202,1174,2024-10-09 21:16:06,146,2
203,1618,2025-02-22 22:35:54,104,1
204,521,2025-01-04 23:30:30,266,1
205,937,2025-06-10 20:11:05,20,2
206,277,2024-02-18 13:23:28,124,2
207,1811,2024-03-05 20:42:59,306,1
208,775,2024-07-22 08:20:02,394,1
209,626,2025-08-15 21:16:58,175,1
210,1893,2025-10-15 21:03:25,103,1
211,1196,2024-09-05 05:11:40,259,1
212,1798,2025-11-18 21:04:53,13,1
213,2165,2024-07-16 16:09:35,148,4
214,233,2025-03-08 19:26:33,58,1
215,696,2024-05-18 22:23:02,371,1
216,426,2025-10-25 09:24:00,351,1
217,1588,2025-02-14 17:54:14,394,2
218,145,2024-07-05 16:01:41,289,2
219,1952,2024-10-17 18:18:43,293,2
220,1842,2024-03-17 09:31:39,384,1
221,1864,2024-02-21 21:09:29,246,1
222,1476,2024-07-29 08:40:46,115,1
223,1592,2025-11-07 21:23:47,132,1
224,1229,2025-07-27 05:26:45,74,3
225,930,2025-11-14 07:40:22,206,1
226,1663,2025-09-17 21:29:46,216,1
227,1592,2025-08-03 11:20:42,238,1
228,2171,2025-02-14 09:45:12,106,1
229,1489,2025-05-10 17:48:50,238,1
230,1258,2025-11-20 12:30:06,110,1
231,1853,2025-02-06 21:49:55,154,2
232,209,2025-07-03 09:35:56,103,1
233,1575,2025-06-24 13:28:01,265,2
234,1581,2025-11-17 18:17:47,291,2
235,639,2024-11-23 12:50:51,329,1
236,1685,2024-11-24 14:55:47,163,1
237,1994,2025-02-22 18:48:39,162,1
238,145,2024-01-20 07:04:05,347,1
239,217,2024-03-24 21:20:59,170,3
240,832,2024-02-18 08:13:19,381,2
241,1487,2025-03-28 21:37:57,320,2
242,1946,2025-12-10 19:18:19,174,1
243,2302,2025-04-28 21:09:10,82,1
244,2181,2024-06-13 12:35:35,317,2
245,1152,2024-08-13 20:15:07,354,2
246,601,2025-11-13 07:02:08,228,3
247,1937,2025-01-03 14:49:01,195,1
248,1485,2024-01-07 17:11:28,226,3
249,2015,2025-08-17 17:56:21,344,5
250,1516,2024-06-26 08:39:19,36,2
251,613,2024-03-07 23:50:42,57,1
252,1314,2025-04-26 19:50:05,150,1
253,2027,2025-08-09 18:37:26,9,5
254,1496,2024-02-24 09:17:33,130,3
255,97,2025-10-27 10:10:03,251,2
256,1256,2024-12-06 13:27:21,135,1
257,1877,2024-09-09 06:35:02,338,1
258,44,2025-09-30 17:19:24,377,1
259,1926,2024-07-11 11:44:43,195,1
260,1537,2025-11-07 11:32:54,172,5
261,1739,2025-05-02 19:08:22,209,2
262,2263,2025-10-11 15:17:05,99,3
263,348,2024-12-22 21:55:32,342,3
264,95,2024-05-22 20:06:15,66,1
265,1530,2025-06-09 08:51:15,34,2
266,309,2025-09-15 19:47:51,5,1
267,289,2024-05-27 17:55:29,80,2
268,1356,2024-05-24 07:07:03,341,2
269,818,2024-06-27 22:11:05,382,2
270,376,2025-03-17 13:43:14,2,1
271,326,2024-04-21 10:33:12,199,1
272,809,2024-03-17 23:38:45,363,1
273,1180,2025-10-19 19:55:55,375,1
274,758,2025-04-27 00:11:12,260,1
275,2221,2025-04-18 23:44:07,295,2
276,311,2025-03-14 08:20:48,97,5
277,666,2025-06-29 18:37:18,203,2
278,2076,2025-01-21 09:27:16,328,2
279,987,2024-01-31 00:56:43,272,1
280,661,2024-12-10 05:31:22,34,3
281,248,2025-03-19 19:27:05,318,2
282,1827,2024-12-17 23:43:05,7,1
283,1481,2025-12-04 19:43:04,358,1
284,1307,2025-10-02 11:51:30,231,1
285,1230,2025-09-12 14:34:47,391,1
286,2406,2024-12-16 04:22:26,88,1
287,1891,2025-12-03 21:54:25,167,1
288,1903,2025-10-16 08:47:48,232,1
289,101,2024-07-19 20:24:55,72,2
290,1637,2024-06-07 01:50:52,188,2
291,708,2025-02-15 17:11:13,78,1
292,1603,2024-02-08 08:21:12,242,1
293,1607,2025-07-24 10:54:35,82,1
294,779,2024-12-07 18:31:27,250,1
295,655,2025-01-21 22:03:22,250,4
296,275,2024-12-24 19:38:18,166,1
297,2125,2024-10-08 20:26:31,254,1
298,1262,2025-05-05 08:40:19,324,2
299,1758,2024-05-04 08:08:33,314,1
300,1530,2025-11-28 21:23:36,353,4
301,259,2025-05-13 13:26:15,10,1
302,1337,2024-11-24 09:55:57,353,1
303,1951,2025-05-07 16:36:50,144,1
304,797,2024-01-09 22:50:40,66,1
305,938,2024-05-30 17:15:52,363,2
306,2002,2025-02-18 14:01:20,289,1
307,392,2024-08-20 19:39:20,197,1
308,2011,2025-03-13 17:57:46,237,1
309,1842,2024-07-04 20:50:49,200,1
310,587,2025-01-26 20:03:30,187,1
311,13,2024-06-18 11:39:30,168,1
312,1118,2024-12-02 14:20:38,164,3
313,820,2025-03-13 08:59:38,331,2
314,1211,2024-09-18 05:56:12,376,1
315,2065,2024-12-22 09:24:27,145,2
316,45,2024-05-30 09:09:18,153,1
317,1727,2025-05-15 11:49:58,41,5
318,1830,2024-09-22 12:10:38,321,1
319,1287,2025-09-01 22:29:17,56,1
320,2485,2024-07-18 09:37:08,233,1
321,70,2024-05-08 05:20:35,64,1
322,581,2024-04-03 20:24:35,162,1
323,1779,2025-02-15 11:11:20,331,2
324,142,2024-06-12 09:36:48,330,1
325,2096,2024-03-12 19:45:08,29,1
326,279,2024-07-11 08:33:10,72,3
327,963,2024-06-17 19:22:21,48,1
328,1408,2024-11-04 06:25:34,385,1
329,1706,2024-09-28 20:44:09,329,1
330,367,2024-04-14 13:07:48,107,3
331,1069,2025-11-15 09:41:43,117,1
332,215,2024-04-16 20:14:30,330,1
333,898,2025-07-29 09:09:55,389,1
334,1309,2024-05-06 11:40:42,166,1
335,2090,2024-12-22 10:01:42,392,2
336,1700,2025-12-11 06:12:37,282,1
337,941,2025-08-29 14:22:44,299,1
338,1508,2025-01-04 21:10:25,261,1
339,2197,2025-05-29 21:47:39,4,1
340,2279,2025-07-14 15:10:53,192,1
341,2489,2024-08-02 10:20:57,132,1
342,489,2025-02-05 09:01:28,334,2
343,2097,2025-02-09 12:11:07,395,1
344,438,2024-10-11 22:13:12,381,2
345,1224,2025-05-08 19:56:37,354,2
346,1479,2024-02-12 05:40:14,238,1
347,1034,2025-08-04 15:19:00,112,1
348,742,2024-12-06 08:46:24,171,2
349,1876,2025-03-25 17:10:58,201,1
350,2298,2024-11-17 10:42:54,306,3
351,319,2024-08-26 07:00:54,316,1
352,205,2024-09-14 22:59:00,6,1
353,1563,2025-02-04 17:10:06,374,1
354,882,2025-10-27 08:27:47,331,3
355,312,2024-07-03 12:01:19,144,2
356,492,2024-01-15 08:29:59,155,3
357,839,2024-03-27 21:47:43,62,2
358,1952,2025-09-11 01:05:46,90,1
359,2375,2025-11-18 16:17:01,356,2
360,1965,2024-05-22 19:09:13,33,1
361,1546,2025-02-15 04:27:53,16,1
362,717,2025-04-08 17:02:42,7,1
363,1151,2024-05-04 10:30:12,364,2
364,100,2025-07-11 09:55:12,344,1
365,1835,2024-09-10 23:02:55,1,1
366,1784,2025-04-25 22:31:50,287,1
367,194,2024-12-14 11:38:23,147,1
368,1936,2025-06-09 08:42:57,279,1
369,2257,2025-09-27 08:47:40,277,1
370,713,2024-09-29 12:29:22,298,2
371,605,2024-07-23 19:31:43,345,1
372,1476,2025-03-27 06:16:56,222,1
373,1470,2024-04-13 14:48:34,331,3
374,673,2024-04-29 10:58:55,22,5
375,595,2025-07-30 10:40:53,307,2
376,2350,2024-08-28 23:50:13,72,2
377,1624,2025-03-26 20:56:07,42,5
378,2229,2025-02-12 15:36:00,22,1
379,2255,2025-08-29 22:47:14,341,2
380,1372,2024-02-20 07:46:53,251,2
381,2247,2024-04-25 15:52:25,203,1
382,1439,2024-06-11 12:48:06,384,1
383,1859,2024-08-14 20:57:48,80,1
384,3,2024-07-27 20:31:09,259,3
385,1256,2024-07-09 19:19:52,124,1
386,396,2025-04-05 02:01:18,98,1
387,761,2024-07-12 19:04:16,398,1
388,488,2024-11-13 22:42:25,217,1
389,2448,2025-09-08 10:23:13,154,1
390,2416,2024-09-16 18:37:02,245,2
391,130,2025-02-23 10:01:16,256,2
392,1572,2025-11-20 16:06:27,386,2
393,1438,2024-10-22 14:01:24,351,1
394,1997,2024-05-11 21:30:16,389,1
395,340,2024-01-17 19:45:40,126,3
396,1863,2025-06-03 19:15:38,195,5
397,141,2025-04-17 10:49:45,166,3
398,888,2025-11-02 12:00:43,315,1
399,116,2025-05-15 13:32:11,260,1
400,2315,2024-02-27 20:34:41,199,2
401,1038,2024-04-29 07:33:31,300,1
402,1851,2024-03-14 21:02:18,151,2
403,1748,2024-02-15 19:53:04,57,1
404,1992,2025-09-19 00:49:47,128,2
405,724,2025-01-26 12:19:11,396,1
406,2391,2024-01-19 09:28:51,253,2
407,476,2024-10-10 08:08:47,52,4
408,2479,2025-06-30 02:31:23,289,2
409,1762,2024-02-29 19:57:44,11,1
410,2227,2024-07-06 13:02:17,55,1
411,1730,2024-04-20 06:16:56,35,3
412,1465,2025-04-12 12:58:15,244,3
413,564,2025-09-24 02:05:36,62,1
414,805,2024-08-08 18:34:23,229,1
415,1958,2024-06-25 22:42:11,35,1
416,475,2024-07-21 04:12:09,287,1
417,1601,2025-03-23 12:32:50,6,1
418,2149,2024-04-03 09:33:00,341,1
419,562,2025-08-21 21:55:30,164,2
420,773,2024-01-21 14:30:13,340,1
421,1589,2025-04-18 18:34:54,284,2
422,599,2025-09-06 08:32:09,342,3
423,279,2024-08-20 15:04:36,245,1
424,1694,2024-12-05 11:14:52,321,1
425,245,2025-11-27 13:55:20,386,2
426,114,2025-01-20 18:59:23,99,1
427,2484,2024-07-13 19:08:30,116,2
428,2088,2024-11-13 18:48:40,209,1
429,2454,2025-11-23 10:49:04,267,1
430,127,2025-05-13 06:05:45,214,3
431,597,2024-05-06 18:23:17,396,1
432,1903,2025-03-02 20:58:21,333,1
433,2193,2025-03-26 10:19:54,310,3
434,2095,2025-03-29 12:55:53,250,2
435,2295,2025-02-06 17:42:50,350,1
436,1923,2025-01-08 06:31:21,173,1
437,258,2025-04-01 18:59:17,129,3
438,2435,2024-08-09 09:59:57,263,1
439,981,2024-09-04 08:19:12,290,2
440,2121,2025-01-20 12:16:38,347,1
441,772,2025-07-28 18:50:08,394,2
442,1209,2024-11-11 19:23:45,98,1
443,1316,2024-09-18 20:37:33,105,1
444,1194,2024-07-04 09:38:50,327,2
445,1382,2024-08-04 21:51:31,94,1
446,1605,2024-01-01 19:59:36,248,1
447,1399,2025-08-05 09:04:16,75,1
448,1543,2025-08-28 23:00:04,282,1
449,1044,2024-09-02 13:35:37,254,2
450,2094,2024-12-01 13:17:03,291,5
451,2006,2024-01-06 07:27:24,305,1
452,573,2025-10-20 07:48:51,93,5
453,169,2025-11-07 09:35:34,36,1
454,393,2024-12-06 19:13:02,381,3
455,2321,2024-01-07 01:21:39,31,2
456,1165,2024-11-03 09:14:39,221,2
457,1093,2024-07-28 11:15:09,283,1
458,2393,2024-06-14 20:10:51,163,4
459,1570,2024-01-06 16:01:10,105,1
460,1105,2024-09-23 07:15:54,249,1
461,992,2024-10-20 18:57:11,236,3
462,1145,2025-02-04 00:42:19,55,1
463,2457,2024-10-08 13:14:06,198,2
464,1674,2024-04-26 13:09:47,365,3
465,1558,2025-06-10 16:17:13,12,3
466,2014,2024-10-05 20:33:21,224,1
467,2045,2024-09-27 18:53:28,260,2
468,1528,2024-07-06 19:38:53,74,2
469,1547,2024-10-28 20:13:13,87,1
470,1660,2024-06-20 09:18:57,141,1
471,2460,2025-06-29 22:43:59,241,1
472,265,2025-10-11 19:01:24,232,1
473,1473,2025-07-30 02:27:46,196,1
474,1738,2025-05-03 13:22:14,46,1
475,1065,2024-07-22 08:14:54,246,1
476,2119,2025-06-14 16:12:54,307,1
477,1563,2025-07-31 05:14:05,187,2
478,651,2024-10-21 18:35:03,48,1
479,2152,2025-09-01 13:18:09,131,3
480,1141,2024-05-10 09:19:10,96,1
481,950,2024-07-25 18:36:41,48,2
482,721,2025-03-30 17:27:57,148,1
483,71,2025-03-17 17:04:04,101,2
484,1103,2024-07-13 16:49:29,92,1
485,1512,2025-03-20 08:34:59,371,1
486,36,2024-05-14 21:49:17,167,1
487,85,2024-01-14 15:03:25,257,1
488,199,2024-02-05 08:08:15,241,3
489,1505,2025-01-16 20:29:15,294,1
490,451,2024-05-12 09:40:38,366,2
491,275,2024-03-14 07:18:29,194,1
492,2007,2024-07-11 19:35:34,347,2
493,2151,2025-05-25 22:33:22,239,2
494,2366,2025-06-03 20:25:48,368,1
495,1670,2024-06-15 15:31:08,86,2
496,848,2024-04-17 17:23:53,38,1
497,2476,2024-12-18 11:19:23,212,1
498,1996,2024-09-01 19:13:27,102,2
499,603,2024-08-10 21:50:48,231,2
500,1237,2025-07-24 09:01:57,203,1
501,1799,2025-12-13 15:29:45,130,1
502,839,2024-11-27 07:03:15,238,3
503,415,2025-07-19 12:22:29,152,3
504,1776,2024-08-23 17:22:52,40,1
505,1955,2025-08-25 22:55:54,21,1
506,1444,2025-11-10 08:59:32,170,1
507,415,2024-02-10 19:35:17,75,1
508,2087,2025-07-07 18:23:01,112,1
509,1369,2024-02-20 13:39:20,314,1
510,209,2024-12-01 17:56:28,265,2
511,1776,2024-05-17 15:42:49,391,1
512,2320,2025-08-23 06:09:59,260,2
513,1353,2025-08-06 19:46:46,339,2
514,590,2025-08-14 20:12:05,73,2
515,1130,2024-03-28 09:02:19,202,1
516,545,2025-07-02 12:12:26,100,2
517,622,2024-06-26 16:16:58,219,1
518,272,2025-07-04 21:16:46,84,1
519,271,2024-11-12 14:10:59,113,2
520,468,2025-06-10 18:51:57,41,1
521,1525,2024-01-24 22:16:36,241,1
522,1355,2024-11-25 18:33:09,324,2
523,2416,2025-07-04 19:51:38,267,2
524,1005,2025-01-07 20:27:30,116,1
525,2085,2025-12-02 15:46:25,154,1
526,2424,2024-12-03 20:16:06,154,2
527,2274,2025-05-01 20:14:56,115,4
528,1902,2024-08-10 21:44:34,79,1
529,1691,2024-08-18 12:36:21,381,1
530,994,2025-03-25 18:59:42,84,1
531,1286,2024-01-31 13:52:27,30,1
532,1939,2025-10-31 10:23:07,16,1
533,1993,2025-01-06 22:25:37,252,1
534,1762,2024-06-29 10:39:51,121,1
535,653,2025-03-31 10:24:54,307,1
536,337,2024-05-21 20:00:09,43,1
537,2018,2025-09-25 22:50:51,48,2
538,623,2025-09-08 00:11:02,27,1
539,1503,2024-06-04 19:52:44,348,1
540,2343,2024-03-21 04:57:19,45,1
541,160,2025-03-27 06:02:39,299,1
542,788,2024-08-19 21:52:31,88,1
543,2431,2024-04-29 18:33:04,150,2
544,1166,2024-07-16 05:38:54,71,1
545,2109,2024-03-26 15:14:44,50,1
546,1612,2025-07-17 18:44:30,174,2
547,1470,2024-01-07 10:41:45,261,2
548,1713,2024-01-30 20:54:19,121,2
549,863,2025-07-13 14:45:09,124,1
550,241,2024-12-05 21:09:06,301,5
551,517,2025-03-01 19:18:49,77,1
552,1311,2024-09-22 09:30:27,297,1
553,2262,2024-03-04 17:59:45,374,1
554,1939,2024-04-22 03:10:25,336,1
555,271,2024-03-06 03:54:51,26,1
556,765,2025-03-17 13:25:50,255,2
557,1326,2025-10-26 08:20:47,231,4
558,1730,2025-12-12 10:58:48,338,1
559,754,2025-03-22 21:10:16,4,1
560,1995,2024-02-12 08:56:08,172,1
561,2474,2025-04-05 22:58:12,254,2
562,1712,2025-05-15 20:40:23,20,2
563,1528,2025-07-19 00:30:49,173,2
564,2053,2024-03-30 09:21:43,104,2
565,2069,2024-06-15 16:56:33,141,5
566,806,2025-12-01 20:46:51,223,1
567,2421,2025-07-17 10:48:29,281,1
568,1363,2025-06-24 12:40:50,10,1
569,1710,2025-07-29 21:38:36,238,1
570,1291,2024-11-09 09:16:19,303,3
571,159,2024-05-17 18:37:16,118,1
572,18,2025-05-07 09:14:52,272,1
573,1627,2024-09-12 13:04:51,2,2
574,2193,2024-04-06 22:01:32,280,3
575,1255,2025-10-03 17:03:31,394,5
576,875,2024-12-12 18:18:49,274,1
577,962,2024-11-08 17:21:11,200,1
578,821,2024-07-29 19:05:21,8,2
579,1966,2025-05-12 07:59:47,11,2
580,693,2024-05-15 10:16:26,337,1
581,1747,2024-05-13 19:23:06,105,2
582,1183,2024-09-05 23:44:35,159,2
583,313,2025-06-06 21:54:59,80,1
584,982,2024-07-15 20:50:48,34,3
585,734,2025-08-16 20:21:07,59,1
586,2190,2025-10-14 15:30:42,239,2
587,342,2025-01-30 20:22:11,183,1
588,776,2024-02-19 22:46:01,280,3
589,354,2024-04-20 08:21:10,33,1
590,2191,2024-07-30 14:59:48,100,2
591,123,2024-07-07 21:50:48,175,1
592,2099,2024-09-19 20:13:10,398,1
593,1981,2024-01-01 17:44:04,397,4
594,929,2025-03-31 22:49:31,337,1
595,1876,2024-09-27 10:23:12,199,3
596,150,2024-05-12 09:36:22,232,1
597,1526,2024-01-14 11:47:53,333,1
598,1291,2025-09-03 06:53:06,238,1
599,2300,2025-07-08 07:08:30,393,1
600,2260,2024-06-19 20:07:39,372,2
601,1299,2025-05-29 10:52:27,126,1
602,437,2025-04-15 22:42:08,29,2
603,1555,2025-01-19 10:54:26,79,5
604,2175,2024-10-03 06:19:47,187,1
605,94,2025-01-09 23:20:11,14,2
606,563,2024-12-21 18:54:06,269,1
607,390,2025-01-28 20:20:56,136,1
608,2361,2025-03-13 17:05:14,109,1
609,1276,2024-08-18 17:34:58,390,3
610,2249,2025-04-02 21:34:19,296,3
611,1219,2024-03-19 21:48:59,52,1
612,1722,2025-01-08 18:17:47,48,1
613,282,2024-02-17 22:37:00,49,1
614,1954,2025-08-19 14:23:25,22,1
615,1083,2024-04-02 17:35:57,82,2
616,336,2025-09-15 08:41:58,172,1
617,426,2024-05-24 20:30:13,323,2
618,519,2024-12-12 19:52:55,87,2
619,978,2024-03-11 00:33:56,209,1
620,769,2025-02-11 16:03:27,253,1
621,1592,2025-08-20 20:18:22,99,1
622,2420,2025-04-14 21:18:17,211,1
623,511,2025-01-10 12:41:38,362,1
624,470,2025-05-15 17:47:16,208,2
625,2362,2024-07-01 20:37:07,95,4
626,1020,2024-09-18 19:14:15,68,2
627,296,2025-03-08 12:13:17,351,4
628,2354,2024-02-20 18:45:07,2,2
629,57,2025-10-26 07:13:28,212,1
630,505,2024-05-29 10:26:24,189,2
631,1127,2024-12-16 18:54:40,228,1
632,1595,2025-09-27 09:42:54,181,3
633,995,2024-02-27 14:17:27,251,1
634,13,2025-07-25 13:03:50,222,3
635,245,2024-02-13 13:18:13,384,1
636,1177,2025-02-02 10:11:27,73,2
637,1939,2025-10-31 16:37:29,391,1
638,919,2024-10-23 08:55:17,231,2
639,1600,2024-09-20 08:14:28,139,3
640,71,2025-05-20 09:31:24,400,1
641,2260,2025-08-11 18:09:07,261,1
642,1519,2024-07-08 09:06:17,268,3
643,2116,2024-01-30 19:01:04,159,1
644,439,2024-02-20 21:16:51,124,1
645,2278,2024-08-04 17:59:33,315,3
646,2036,2025-11-05 00:01:20,271,2
