user_id,signup_date,country,region
399,2025-01-15,AU,MD
400,2023-05-04,US,ND
401,2025-09-10,US,UT
402,2023-07-11,US,IL
403,2025-02-02,CA,KY
404,2025-01-19,US,WV
405,2024-06-26,AU,JM
406,2025-10-10,US,MP
407,2023-07-20,CA,IN
408,2024-01-09,US,ME
409,2023-01-15,AU,ND
410,2023-05-11,US,BD
411,2025-10-04,US,TG
412,2023-10-30,US,DC
413,2024-10-21,US,WV
414,2024-05-22,US,VI
415,2023-01-13,US,LA
416,2024-04-30,AU,NV
417,2023-12-19,US,AR
418,2023-09-19,US,QA
419,2023-04-28,DE,CA
420,2024-02-19,US,CA
421,2024-08-19,US,TX
422,2023-02-25,US,FL
423,2025-04-18,US,ME
424,2023-03-30,US,IA
425,2023-05-03,US,WV
426,2024-03-06,US,PA
427,2025-03-28,CA,IN
428,2025-03-13,US,MS
429,2024-04-10,US,NV
430,2023-11-04,UK,OR
431,2025-10-20,US,KP
432,2024-08-10,AU,AR
433,2024-09-22,US,SZ
434,2023-04-13,US,WV
435,2023-08-03,US,GH
436,2023-10-01,US,CO
437,2023-06-12,US,EC
438,2024-07-24,US,GA
439,2023-01-03,US,NV
440,2024-12-13,AU,NJ
441,2023-10-29,US,IN
442,2023-10-25,US,LA
443,2024-12-27,US,NH
444,2023-03-15,US,IN
445,2025-08-13,US,WY
446,2025-03-29,US,TZ
447,2024-11-14,US,FJ
448,2024-03-15,DE,ND
449,2023-08-21,US,CZ
450,2025-07-28,UK,GU
451,2023-05-28,CA,AR
452,2023-06-21,US,ME
453,2024-09-07,DE,GU
454,2024-08-11,US,JO
455,2024-03-30,US,PT
456,2024-12-13,US,UT
457,2024-02-21,US,KY
458,2024-06-01,US,NM
459,2024-03-28,US,PA
460,2023-02-11,DE,NE
461,2025-01-29,US,PA
462,2023-09-16,US,CO
463,2023-08-25,US,TX
464,2025-05-14,UK,OK
465,2024-08-30,AU,AK
466,2025-10-30,US,TX
467,2025-04-29,US,OK
468,2023-02-11,US,WV
469,2023-07-01,US,NC
470,2024-11-04,US,PW
471,2023-10-15,US,OR
472,2024-03-26,US,GU
473,2024-05-23,US,BW
474,2024-04-30,US,MT
475,2023-12-11,US,TN
476,2023-04-19,US,GA
477,2023-12-08,AU,MD
478,2024-05-27,US,TN
479,2025-09-04,AU,GU
480,2025-02-25,US,AZ
481,2024-04-15,AU,KW
482,2023-09-18,US,CI
483,2025-09-30,AU,NA
484,2025-06-13,US,GU
485,2025-10-18,US,TN
486,2025-06-17,US,NH
487,2024-03-03,CA,ET
488,2024-06-20,US,RI
489,2025-02-21,US,SC
490,2024-04-02,US,BF
491,2023-07-30,US,SY
492,2023-05-16,CA,JO
493,2024-03-29,AU,UT
494,2024-05-16,US,AK
495,2025-10-03,US,PA
496,2025-04-06,US,VT
497,2023-06-13,US,OH
498,2023-01-15,UK,MT
499,2023-04-07,DE,MP
500,2025-08-01,US,NH
501,2025-09-06,DE,KH
502,2025-05-10,US,NM
503,2025-08-22,UK,LA
504,2024-06-10,US,KY
505,2024-03-05,AU,NJ
506,2025-10-10,US,IA
507,2024-04-17,US,FL
508,2024-02-01,US,PW
509,2024-09-11,US,AE
510,2025-06-28,US,BJ
511,2023-10-13,US,WY
512,2025-06-02,US,LV
513,2025-08-24,US,NY
514,2023-10-04,US,AL
515,2023-10-20,CA,KG
516,2025-05-15,US,OR
517,2025-10-29,US,RW
518,2025-06-13,US,PE
519,2024-07-10,US,MI
520,2023-12-10,US,WV
521,2024-07-15,US,NH
522,2025-08-22,US,VI
523,2023-07-15,US,UT
524,2023-09-04,US,MS
525,2023-08-30,US,WI
526,2024-02-29,US,LB
527,2025-02-09,US,VT
528,2025-08-02,US,MU
529,2024-02-04,CA,TN
530,2025-03-30,US,SD
531,2025-10-11,US,NM
532,2025-09-24,DE,CN
533,2024-06-03,US,OR
534,2023-12-10,US,CT
535,2025-06-22,US,OM
536,2023-04-14,US,PH
537,2023-01-16,US,FL
538,2024-02-28,US,SD
539,2025-09-29,CA,CA
540,2024-04-30,US,KS
541,2023-12-17,CA,MD
542,2024-02-15,US,CO
543,2025-05-30,US,GQ
544,2025-06-07,US,MS
545,2025-09-13,US,SC
546,2025-01-13,US,WV
547,2024-05-19,US,ND
548,2023-02-07,US,CA
549,2023-08-31,US,TX
550,2025-08-10,US,IN
551,2025-02-11,US,NE
552,2025-10-08,US,WV
553,2024-10-17,US,VI
554,2023-04-14,US,GA
555,2024-12-18,US,MH
556,2023-01-30,US,MD
557,2025-04-03,US,KE
558,2024-01-06,CA,NE
559,2023-05-31,US,NC
560,2024-03-02,AU,TX
561,2025-03-30,CA,GA
562,2023-07-01,US,VA
563,2025-06-19,US,RI
564,2024-12-07,US,NM
565,2025-08-01,UK,FL
566,2023-08-29,US,SC
567,2023-09-20,US,KS
568,2024-11-20,US,PT
569,2025-07-20,US,GD
570,2024-07-19,US,BN
571,2024-04-01,US,MI
572,2025-10-18,US,ME
573,2024-10-22,US,NE
574,2024-12-14,US,NH
575,2025-05-24,US,ID
576,2025-10-30,AU,PR
577,2024-05-14,US,GW
578,2024-01-30,US,MI
579,2024-08-17,US,UT
580,2023-11-02,CA,MP
581,2024-11-11,US,KY
582,2023-01-09,US,VI
583,2024-12-10,CA,WA
584,2025-10-03,US,PW
585,2024-09-19,US,NM
586,2025-05-11,US,MH
587,2023-10-23,US,AS
588,2023-08-26,US,AS
589,2023-12-31,US,SC
590,2023-07-16,US,KS
591,2024-12-01,DE,VA
592,2025-03-04,US,TX
593,2025-05-16,US,SC
594,2023-04-11,US,SC
595,2024-10-30,US,ME
596,2025-03-26,US,AZ
597,2024-08-22,US,ES
598,2023-05-16,US,PW
599,2023-11-02,US,WA
600,2024-03-05,US,ID
601,2023-05-17,US,ND
602,2025-06-25,US,MN
603,2024-07-02,US,PW
604,2023-10-09,US,GA
605,2023-09-23,US,RO
606,2025-09-27,UK,LA
607,2025-02-10,CA,MA
608,2025-04-11,UK,NH
609,2025-09-22,CA,CV
610,2025-02-18,US,IN
611,2025-06-08,US,VA
612,2024-11-28,CA,MO
613,2025-09-27,US,AS
614,2024-07-30,US,CO
615,2025-03-28,UK,AL
616,2023-10-01,US,DE
617,2024-04-15,CA,TX
618,2025-02-13,UK,KS
619,2024-08-27,UK,DZ
620,2025-08-30,US,CT
621,2024-11-28,US,NJ
622,2023-01-26,CA,FM
623,2025-09-02,US,MD
624,2025-08-04,US,IN
625,2024-10-31,UK,SC
626,2025-05-01,AU,ME
627,2023-11-09,UK,NE
628,2023-05-01,US,AZ
629,2025-09-05,US,ME
630,2025-10-26,US,DE
631,2023-04-11,US,FM
632,2024-07-09,US,MS
633,2024-04-14,US,TN
634,2025-09-08,US,UT
635,2025-09-05,CA,NL
636,2024-08-30,US,VA
637,2023-06-09,US,MT
638,2024-11-08,US,MP
639,2024-05-20,US,MT
640,2025-08-28,US,KY
641,2023-02-03,US,MN
642,2023-08-13,US,PA
643,2025-09-09,US,PR
644,2024-01-11,CA,TX
645,2024-01-15,US,MH
646,2025-10-08,AU,MK
647,2023-03-04,US,KY
648,2023-07-16,AU,DE
649,2025-09-08,US,GU
650,2024-04-15,US,TN
651,2023-08-08,US,SC
652,2024-09-09,US,AK
653,2023-02-22,US,MA
654,2023-09-09,US,DC
655,2025-03-24,AU,IL
656,2023-03-12,US,WV
657,2024-07-27,US,OR
658,2023-08-12,US,VI
659,2023-08-29,CA,WI
660,2023-06-02,UK,MH
661,2024-09-08,US,KY
662,2025-06-06,AU,FL
663,2025-10-18,US,SR
664,2023-09-17,CA,EC
665,2023-04-24,US,VI
666,2023-01-27,US,AL
667,2024-01-06,AU,WY
668,2023-09-04,US,MD
669,2023-01-17,US,IN
670,2023-02-24,US,WA
671,2024-03-11,AU,DE
672,2025-02-10,UK,NJ
673,2024-04-08,US,MN
674,2024-06-14,US,CT
675,2024-04-12,US,GN
676,2025-09-04,US,AZ
677,2025-01-21,UK,KM
678,2024-06-23,US,PK
679,2024-10-27,US,AK
680,2023-03-04,US,NJ
681,2025-05-26,US,NE
682,2024-12-10,US,NM
683,2025-01-06,US,NV
684,2023-03-17,US,BR
685,2023-11-30,UK,FL
686,2023-03-09,AU,KY
687,2024-10-07,US,OR
688,2024-07-21,US,MD
689,2024-01-29,UK,PA
690,2024-07-02,US,NH
691,2024-06-06,US,NE
692,2023-04-13,US,UT
693,2023-04-29,AU,TD
694,2024-11-04,US,WI
695,2024-07-24,US,VI
696,2023-08-11,US,NV
697,2025-07-07,US,NG
698,2023-12-17,DE,NH
699,2024-02-17,CA,VA
700,2023-04-09,US,NE
701,2023-11-20,US,KS
702,2024-01-23,US,FL
703,2024-12-11,US,NJ
704,2023-03-11,US,MP
705,2023-03-30,US,NR
706,2023-04-10,US,WA
707,2024-01-21,US,DC
708,2024-07-29,US,OR
709,2025-09-16,US,TJ
710,2023-12-07,US,DE
711,2024-02-29,US,VI
712,2024-11-18,US,WV
713,2024-03-13,AU,PW
714,2025-01-15,US,LA
715,2024-09-12,DE,MI
716,2023-04-18,US,SD
717,2023-08-08,AU,TN
718,2024-05-13,US,PR
719,2023-04-22,US,PR
720,2024-07-29,US,CI
721,2025-02-27,US,OK
722,2023-08-22,US,NE
723,2025-05-23,US,WI
724,2025-04-26,US,RI
725,2024-11-28,US,OH
726,2023-01-28,US,TN
727,2025-05-07,US,KY
728,2023-01-30,US,KY
729,2024-12-27,AU,ME
730,2025-08-10,AU,MI
731,2023-01-07,US,VI
732,2023-05-29,US,KM
733,2024-02-19,US,FL
734,2025-02-05,US,AK
735,2023-04-05,US,NC
736,2023-08-11,US,NL
737,2024-04-14,CA,GA
738,2024-01-18,US,VA
739,2023-12-02,US,OK
740,2024-09-08,UK,FM
741,2023-02-24,US,DJ
742,2025-02-19,US,AR
743,2024-11-27,US,KY
744,2024-04-03,US,NO
745,2024-05-17,US,NV
746,2024-03-04,US,IL
747,2025-02-19,CA,DE
748,2023-12-23,US,DE
749,2023-10-20,US,TX
750,2024-09-05,US,NC
751,2024-11-20,US,AZ
752,2023-08-17,US,US
753,2023-02-26,US,IL
754,2023-11-08,US,IL
755,2025-03-04,US,WV
756,2023-09-22,DE,MD
757,2023-05-05,US,SB
758,2025-02-11,US,HI
759,2023-05-14,AU,ND
760,2024-12-28,CA,NY
761,2024-07-31,US,SV
762,2025-04-13,US,CA
763,2024-02-15,US,WA
764,2023-02-13,DE,AK
765,2024-04-20,CA,CA
766,2025-06-10,US,TR
767,2024-03-19,CA,MO
768,2025-01-03,UK,MT
769,2023-10-27,US,MO
770,2023-01-22,US,MD
771,2023-06-27,US,RI
772,2024-04-20,US,UT
773,2025-08-09,UK,BT
774,2024-03-27,US,CD
775,2023-09-09,US,OR
776,2024-02-19,US,BR
777,2024-02-14,UK,KR
778,2025-02-10,US,IN
779,2023-12-11,UK,GA
780,2023-03-20,UK,SC
781,2023-04-28,US,NY
782,2023-07-20,US,WI
783,2023-12-28,US,VA
784,2025-09-17,US,SD
785,2025-04-22,US,IA
786,2023-04-17,US,IE
787,2023-07-23,US,PA
788,2023-06-08,CA,WV
789,2024-11-08,US,HI
790,2025-09-10,CA,SC
791,2024-05-25,US,WV
792,2024-08-05,US,OR
793,2024-04-09,US,FM
794,2024-08-06,US,SC
795,2025-10-17,US,MD
796,2025-06-12,UK,SC
797,2023-11-23,US,NV
798,2023-03-12,CA,PA
799,2024-10-14,US,WY
800,2023-10-12,DE,AR
801,2023-12-30,AU,BN
802,2023-11-17,US,NV
803,2023-02-08,US,MN
804,2025-05-09,US,CA
805,2024-10-28,CA,PR
806,2023-04-04,US,PA
807,2024-06-08,US,NH
808,2024-08-23,US,SZ
809,2025-07-15,US,PG
810,2025-07-28,US,TO
811,2024-11-04,US,LI
812,2024-09-17,US,NY
813,2023-06-05,US,AR
814,2024-04-10,US,AS
815,2025-07-18,US,MA
816,2025-10-12,US,CO
817,2024-06-05,US,HI
818,2023-02-10,US,VT
819,2024-03-28,US,OM
820,2024-06-25,US,RI
821,2023-06-14,US,MN
822,2025-08-07,CA,MS
823,2024-02-27,US,MA
824,2024-12-02,AU,AR
825,2025-03-27,DE,SD
826,2023-12-13,US,MA
827,2023-04-08,US,TX
828,2024-02-04,CA,KS
829,2025-01-18,US,KM
830,2025-09-24,US,PA
831,2025-06-21,US,MA
832,2023-03-26,US,TN
833,2023-05-27,US,MG
834,2023-11-17,US,SD
835,2024-12-23,CA,MX
836,2023-05-14,US,VT
837,2025-08-27,US,ME
838,2024-07-31,US,SD
839,2025-03-29,AU,GU
840,2023-05-13,DE,UT
841,2025-05-07,US,WA
842,2025-10-28,US,SL
843,2023-04-07,US,TN
844,2024-03-13,US,MN
845,2023-01-19,US,ME
846,2023-07-06,US,IL
847,2023-12-20,US,WI
848,2024-05-17,US,IN
849,2025-10-30,US,DE
850,2023-03-21,US,PR
851,2025-03-25,UK,SD
852,2025-03-08,US,MP
853,2025-02-02,US,NC
854,2023-02-09,US,MA
855,2025-06-25,UK,RI
856,2023-05-16,US,MS
857,2023-06-09,US,HI
858,2025-05-09,US,WI
859,2024-10-07,UK,DM
860,2025-01-15,US,BD
861,2024-02-29,US,TX
862,2025-01-14,CA,NV
863,2024-09-23,US,WV
864,2025-02-12,US,NV
865,2023-08-30,US,IA
866,2023-11-16,US,AS
867,2025-03-22,US,MH
868,2025-05-13,US,MN
869,2024-12-02,US,OK
870,2025-10-14,CA,PL
871,2025-03-06,US,WI
872,2024-01-30,US,NC
873,2024-03-08,US,DK
874,2025-04-24,CA,AS
875,2024-09-17,DE,ID
876,2023-02-23,US,NJ
877,2025-06-22,US,OH
878,2025-08-24,US,LC
879,2025-05-24,US,PR
880,2023-05-09,US,CO
881,2025-02-28,US,KY
882,2024-04-09,US,NY
883,2023-06-02,US,NE
884,2023-04-05,UK,PW
885,2023-08-18,US,NV
886,2025-07-03,US,AR
887,2024-03-05,AU,MO
888,2024-06-03,US,IA
889,2024-02-04,AU,CO
890,2024-01-23,US,AT
891,2023-11-26,US,CT
892,2025-05-17,US,SD
893,2023-12-13,US,FL
894,2023-05-23,US,LA
895,2025-08-06,US,NJ
896,2024-12-20,US,DC
897,2025-02-23,US,NJ
898,2024-04-08,AU,AL
899,2025-07-25,US,AK
900,2023-09-22,CA,CZ
901,2024-07-21,CA,VA
902,2024-09-21,AU,NE
903,2023-04-25,US,LA
904,2023-09-03,US,DE
905,2023-02-19,US,MT
906,2024-10-22,US,RI
907,2024-04-17,US,DE
908,2025-05-15,US,NM
909,2024-09-09,US,AK
910,2024-10-15,US,OK
911,2023-09-08,US,FL
912,2023-10-29,US,AL
913,2024-09-27,US,IA
914,2024-08-13,DE,HI
915,2024-11-17,US,CO
916,2024-06-25,US,MN
917,2023-03-11,US,NC
918,2024-07-16,US,WY
919,2025-10-18,AU,OH
920,2023-01-22,US,VI
921,2024-05-01,UK,SC
922,2024-02-05,CA,MN
923,2023-09-20,US,AK
924,2024-01-05,US,CA
925,2023-12-23,US,VA
926,2024-11-10,US,CT
927,2025-03-08,US,WA
928,2025-02-21,US,DC
929,2023-02-15,CA,ND
930,2023-12-17,US,SD
931,2023-07-01,US,WI
932,2024-12-08,US,MC
933,2024-05-09,DE,HI
934,2025-04-19,US,CA
935,2025-01-10,US,NH
936,2023-02-08,US,FR
937,2023-02-15,US,ID
938,2025-07-04,UK,MD
939,2025-08-23,UK,SG
940,2024-02-16,US,GU
941,2024-07-15,US,KS
942,2023-02-07,US,SD
943,2023-07-17,US,MI
944,2025-06-10,US,AR
945,2025-06-14,AU,MA
946,2023-10-10,US,AS
947,2024-01-16,US,FM
948,2024-02-18,CA,NV
949,2025-07-14,US,MS
950,2023-12-17,US,HI
951,2024-05-28,DE,SB
952,2024-01-15,US,AS
953,2024-06-20,US,BS
954,2025-01-21,US,CO
955,2024-03-21,UK,GU
956,2023-07-06,US,LA
957,2023-11-29,US,CO
958,2023-12-06,US,LA
959,2023-11-13,US,UY
960,2025-01-12,US,GA
961,2024-12-14,US,MI
962,2024-04-07,UK,VA
963,2025-06-18,AU,MI
964,2024-09-27,US,NE
965,2023-10-11,US,BG
966,2023-03-19,AU,SC
967,2024-02-25,US,NY
968,2025-04-08,UK,TX
969,2023-06-15,US,AK
970,2023-05-28,CA,PA
971,2024-12-02,US,NV
972,2023-02-05,US,CA
973,2023-09-02,US,SD
974,2024-01-14,US,MS
975,2025-09-08,US,AZ
976,2024-09-17,US,TX
977,2024-04-10,AU,MN
978,2024-01-20,US,WV
