user_id,event_time,event_type,product_id,session_id
1945,2024-03-07 10:04:53,wishlist,267,s000179
1861,2024-11-08 21:51:55,view,102,s000180
82,2025-03-25 23:27:44,view,343,s000181
809,2025-02-27 06:17:43,view,138,s000182
1311,2024-01-20 20:27:49,view,77,s000183
620,2025-05-20 19:16:57,wishlist,73,s000184
1842,2025-10-19 16:00:06,view,21,s000185
443,2024-02-26 13:39:35,add_to_cart,86,s000186
179,2024-09-30 17:42:16,view,397,s000187
1238,2025-06-14 21:41:46,purchase,284,s000188
490,2024-04-03 15:31:48,wishlist,70,s000189
1023,2024-11-19 15:01:20,add_to_cart,5,s000190
2428,2025-03-26 10:41:58,wishlist,312,s000191
172,2024-09-12 01:13:18,remove_from_cart,280,s000192
104,2024-06-20 16:47:07,remove_from_cart,175,s000193
198,2025-10-03 22:14:21,wishlist,174,s000194
2123,2024-07-31 13:51:37,add_to_cart,369,s000195
756,2025-01-17 23:06:26,remove_from_cart,55,s000196
2329,2024-06-24 21:40:04,view,156,s000197
1191,2025-07-10 20:49:16,view,221,s000198
471,2025-07-15 19:22:36,add_to_cart,77,s000199
779,2025-07-04 05:52:51,view,204,s000200
2086,2025-04-15 09:57:44,remove_from_cart,287,s000201
2453,2024-07-15 11:55:37,view,39,s000202
1003,2025-10-29 20:47:27,view,115,s000203
1450,2025-03-23 21:48:26,view,254,s000204
2012,2025-03-31 08:18:36,add_to_cart,263,s000205
235,2025-02-17 15:43:48,view,156,s000206
412,2024-03-14 04:24:09,wishlist,204,s000207
2309,2024-11-23 21:49:08,purchase,166,s000208
95,2025-03-01 23:57:46,wishlist,242,s000209
2264,2024-03-17 07:11:26,view,251,s000210
892,2024-07-20 11:53:59,purchase,343,s000211
2008,2025-09-30 12:32:47,view,129,s000212
1323,2024-03-07 09:56:02,add_to_cart,259,s000213
1512,2024-12-18 22:53:09,add_to_cart,139,s000214
1941,2024-09-15 17:59:32,view,264,s000215
705,2025-08-21 11:24:39,view,8,s000216
1518,2024-10-06 13:09:29,view,341,s000217
669,2024-12-16 16:05:51,view,72,s000218
1395,2024-01-16 07:13:39,purchase,119,s000219
1411,2024-02-22 14:35:52,purchase,174,s000220
135,2025-11-15 20:52:54,purchase,83,s000221
2106,2024-02-24 14:05:43,wishlist,10,s000222
1723,2025-05-05 11:58:01,view,67,s000223
1584,2024-09-24 09:29:14,purchase,339,s000224
875,2024-08-11 21:41:18,remove_from_cart,143,s000225
300,2025-10-10 08:15:47,remove_from_cart,16,s000226
2166,2025-07-31 19:29:54,add_to_cart,221,s000227
205,2024-05-08 14:47:16,view,218,s000228
557,2024-01-08 22:05:42,wishlist,385,s000229
1210,2024-05-07 15:15:47,view,1,s000230
2285,2025-02-09 20:41:34,view,89,s000231
1949,2025-03-09 18:12:55,wishlist,318,s000232
1158,2024-01-23 08:14:39,view,73,s000233
1081,2025-11-27 20:30:28,purchase,66,s000234
1868,2025-12-10 13:21:03,view,234,s000235
437,2024-12-11 16:22:11,view,338,s000236
1155,2025-03-14 23:14:45,view,270,s000237
2176,2025-01-25 12:49:34,view,118,s000238
2071,2024-04-23 20:48:47,purchase,153,s000239
1169,2025-06-13 19:44:56,add_to_cart,237,s000240
2296,2025-10-23 15:38:19,view,127,s000241
1945,2024-05-17 17:46:53,view,29,s000242
2416,2024-01-22 09:41:40,view,91,s000243
1300,2024-01-17 21:45:42,remove_from_cart,159,s000244
1943,2024-12-31 12:28:41,view,304,s000245
280,2024-04-18 17:50:27,view,267,s000246
1697,2025-09-10 21:55:36,view,383,s000247
1191,2024-03-22 23:37:08,remove_from_cart,400,s000248
265,2024-06-03 10:28:11,view,59,s000249
1361,2024-08-21 18:29:13,view,323,s000250
2339,2024-06-05 19:32:58,purchase,217,s000251
1553,2025-06-03 22:39:56,view,181,s000252
1904,2025-11-02 14:40:40,view,292,s000253
554,2024-07-10 19:07:01,purchase,11,s000254
400,2024-12-09 15:26:42,view,381,s000255
237,2025-11-11 06:31:20,add_to_cart,203,s000256
442,2024-09-05 20:48:02,add_to_cart,130,s000257
1629,2025-01-28 19:42:51,view,228,s000258
2095,2024-07-29 09:22:32,remove_from_cart,5,s000259
752,2025-06-16 08:54:43,wishlist,140,s000260
1201,2024-12-20 22:27:22,remove_from_cart,369,s000261
527,2025-01-01 15:54:02,wishlist,318,s000262
1415,2024-10-12 17:09:47,view,59,s000263
738,2024-05-17 21:13:48,wishlist,335,s000264
1342,2024-05-03 13:43:28,add_to_cart,119,s000265
2039,2025-05-05 21:50:52,view,228,s000266
1372,2025-09-25 10:13:42,view,273,s000267
1227,2024-07-19 13:05:16,view,363,s000268
1956,2024-10-07 19:11:55,add_to_cart,39,s000269
1692,2025-02-20 23:38:02,view,44,s000270
1083,2025-07-01 19:26:38,purchase,202,s000271
1119,2024-08-10 20:58:47,view,243,s000272
491,2025-07-20 10:14:23,view,385,s000273
2050,2025-11-11 20:47:03,view,337,s000274
1427,2024-12-14 22:54:58,add_to_cart,388,s000275
592,2025-09-22 13:47:56,view,186,s000276
848,2024-10-29 14:35:48,view,164,s000277
227,2025-06-17 15:14:41,add_to_cart,339,s000278
1890,2025-08-05 19:47:43,wishlist,198,s000279
295,2025-03-20 06:39:44,add_to_cart,94,s000280
2489,2025-03-09 19:15:06,purchase,105,s000281
1618,2024-11-02 21:21:25,remove_from_cart,91,s000282
1048,2025-02-08 20:37:20,view,115,s000283
2479,2024-09-24 23:13:01,view,173,s000284
1614,2025-03-27 19:07:50,wishlist,103,s000285
1470,2024-02-15 09:28:32,view,348,s000286
228,2024-04-29 15:05:13,purchase,154,s000287
1491,2024-01-25 19:55:59,remove_from_cart,392,s000288
1952,2024-12-31 18:15:38,view,384,s000289
656,2025-02-23 21:48:51,add_to_cart,248,s000290
2379,2024-07-28 13:30:44,view,384,s000291
1477,2025-08-13 17:49:02,view,153,s000292
747,2025-04-05 18:38:48,add_to_cart,356,s000293
394,2025-11-20 16:52:30,view,167,s000294
522,2024-09-08 20:52:06,view,294,s000295
528,2024-01-22 08:52:16,view,201,s000296
642,2024-05-08 20:54:34,view,33,s000297
1474,2024-08-18 19:47:38,wishlist,256,s000298
2156,2025-07-18 18:23:04,remove_from_cart,137,s000299
1447,2024-09-12 14:42:58,view,212,s000300
2286,2024-02-21 09:23:23,wishlist,308,s000301
2240,2025-04-14 18:55:57,view,166,s000302
24,2024-09-22 08:49:55,remove_from_cart,342,s000303
2492,2025-07-10 11:09:34,wishlist,115,s000304
2160,2024-03-28 11:57:12,view,314,s000305
2452,2024-08-15 14:10:26,add_to_cart,333,s000306
1269,2024-01-08 12:43:23,view,378,s000307
1864,2024-08-22 15:06:48,view,351,s000308
504,2024-11-28 19:03:33,add_to_cart,282,s000309
2212,2025-07-21 19:52:59,wishlist,246,s000310
105,2025-10-03 16:41:00,view,383,s000311
44,2025-02-05 21:35:56,remove_from_cart,56,s000312
1723,2024-10-02 20:16:16,view,250,s000313
326,2025-03-05 16:49:46,add_to_cart,302,s000314
1749,2025-01-11 12:40:18,view,193,s000315
1354,2024-03-14 09:52:28,view,125,s000316
2352,2024-07-17 08:30:36,wishlist,210,s000317
606,2025-03-10 22:27:58,wishlist,80,s000318
2057,2025-09-22 06:00:11,view,59,s000319
1189,2025-09-05 18:15:18,wishlist,106,s000320
206,2024-02-23 07:18:00,view,166,s000321
16,2025-09-29 19:01:39,view,130,s000322
2309,2024-10-28 06:22:37,view,219,s000323
968,2025-06-23 17:48:47,wishlist,210,s000324
2379,2024-08-14 06:48:19,view,59,s000325
950,2024-08-16 08:28:41,add_to_cart,200,s000326
1434,2024-05-20 10:47:38,remove_from_cart,269,s000327
1419,2025-07-27 14:15:07,purchase,336,s000328
2193,2024-12-22 09:50:46,add_to_cart,130,s000329
1599,2025-12-08 09:36:20,view,34,s000330
1962,2024-10-27 15:15:28,add_to_cart,129,s000331
326,2024-03-29 09:29:28,view,73,s000332
298,2024-05-02 16:36:53,add_to_cart,318,s000333
1361,2024-08-21 21:34:54,wishlist,192,s000334
520,2024-09-30 17:40:49,view,375,s000335
245,2025-02-15 10:22:47,view,166,s000336
943,2024-07-22 11:02:20,remove_from_cart,195,s000337
276,2025-04-04 10:11:18,view,293,s000338
1923,2025-09-03 08:14:15,wishlist,53,s000339
227,2025-12-06 12:15:12,view,397,s000340
798,2025-10-12 22:20:59,wishlist,366,s000341
2398,2024-07-22 17:51:10,add_to_cart,344,s000342
492,2025-08-23 00:31:35,view,305,s000343
1333,2024-10-14 18:35:09,purchase,325,s000344
1951,2025-10-01 22:15:03,add_to_cart,98,s000345
1921,2025-10-17 18:32:46,view,234,s000346
1792,2024-01-28 17:42:36,wishlist,198,s000347
2062,2025-04-05 23:50:56,purchase,167,s000348
1198,2024-02-19 18:28:45,view,143,s000349
1638,2024-03-08 21:46:49,purchase,81,s000350
335,2025-07-26 18:45:11,remove_from_cart,9,s000351
605,2025-05-31 13:10:22,view,208,s000352
974,2024-07-15 10:05:47,view,9,s000353
2048,2025-06-22 13:13:37,add_to_cart,62,s000354
1812,2024-10-12 18:35:05,remove_from_cart,85,s000355
2418,2025-02-01 04:32:42,add_to_cart,284,s000356
30,2024-08-11 10:12:44,add_to_cart,254,s000357
10,2025-03-13 11:39:40,view,187,s000358
1792,2024-10-07 18:23:02,purchase,268,s000359
99,2025-05-12 08:02:26,add_to_cart,179,s000360
1837,2024-11-20 07:06:20,view,94,s000361
993,2025-08-28 03:59:11,view,284,s000362
2133,2025-11-21 17:52:35,purchase,171,s000363
458,2024-03-27 19:10:19,view,148,s000364
1938,2024-09-23 00:56:27,remove_from_cart,53,s000365
2320,2025-03-17 16:33:13,view,19,s000366
2291,2024-01-21 15:55:27,purchase,134,s000367
2114,2024-02-04 08:34:25,view,64,s000368
1695,2024-01-08 14:23:59,view,24,s000369
1458,2024-03-16 19:48:50,view,230,s000370
412,2024-08-18 19:40:42,wishlist,2,s000371
1972,2025-05-05 23:18:02,view,338,s000372
2184,2024-11-07 15:04:01,add_to_cart,334,s000373
1312,2024-05-01 08:21:31,add_to_cart,167,s000374
1474,2024-05-16 04:01:09,view,242,s000375
468,2025-10-06 06:03:50,view,9,s000376
1241,2024-09-20 12:00:33,add_to_cart,297,s000377
1754,2025-10-06 07:21:40,view,393,s000378
1567,2025-12-07 18:01:45,view,224,s000379
1460,2025-10-28 21:19:21,add_to_cart,24,s000380
139,2025-09-11 07:40:30,view,329,s000381
2338,2024-07-04 22:24:19,add_to_cart,319,s000382
1261,2025-07-14 13:22:47,remove_from_cart,320,s000383
2074,2024-03-20 09:41:25,view,21,s000384
892,2025-11-07 07:10:19,view,207,s000385
2089,2024-02-23 04:46:14,view,381,s000386
265,2024-08-23 21:42:11,view,391,s000387
1667,2025-03-13 18:02:49,view,206,s000388
143,2025-08-03 17:45:35,view,134,s000389
2254,2024-07-11 19:31:40,view,390,s000390
1296,2024-05-01 19:24:07,purchase,54,s000391
209,2024-04-08 22:13:04,view,290,s000392
57,2024-11-24 07:25:26,wishlist,303,s000393
2298,2024-03-31 02:54:40,add_to_cart,53,s000394
1556,2025-09-07 08:06:23,view,309,s000395
1561,2025-06-21 22:24:09,view,130,s000396
949,2025-09-25 11:26:06,view,58,s000397
1649,2025-11-20 12:49:55,view,304,s000398
2393,2024-10-22 20:40:37,wishlist,182,s000399
2001,2024-11-15 16:40:36,add_to_cart,144,s000400
1849,2024-03-28 09:14:05,purchase,62,s000401
2032,2025-01-11 04:17:11,view,49,s000402
338,2025-02-16 20:28:05,wishlist,136,s000403
1364,2025-04-17 09:06:23,view,19,s000404
1071,2025-11-28 19:32:47,add_to_cart,146,s000405
2456,2024-08-17 10:23:16,view,213,s000406
2349,2025-06-05 22:52:29,add_to_cart,59,s000407
1042,2024-06-10 20:08:01,add_to_cart,305,s000408
2243,2024-07-07 17:59:20,purchase,99,s000409
1280,2024-07-30 18:00:45,purchase,89,s000410
1153,2024-02-29 10:16:54,purchase,338,s000411
1107,2025-02-02 13:07:12,view,2,s000412
1157,2025-09-15 10:05:35,view,80,s000413
1763,2025-04-15 06:34:16,wishlist,369,s000414
1475,2025-06-08 01:42:22,view,177,s000415
543,2024-05-27 08:30:21,view,322,s000416
1647,2024-02-25 06:57:17,add_to_cart,278,s000417
2153,2025-11-24 13:30:04,view,89,s000418
771,2024-02-13 19:11:42,add_to_cart,106,s000419
2002,2024-01-10 19:15:09,view,272,s000420
649,2024-06-03 08:26:08,view,232,s000421
1760,2025-08-07 21:21:58,add_to_cart,225,s000422
2084,2024-05-14 20:48:24,add_to_cart,64,s000423
1829,2024-03-15 19:37:43,view,328,s000424
2356,2024-05-28 18:50:04,view,149,s000425
2003,2025-02-25 14:55:53,remove_from_cart,178,s000426
1652,2025-01-11 19:38:56,view,210,s000427
1354,2025-09-04 12:28:41,add_to_cart,118,s000428
765,2025-06-26 12:57:45,remove_from_cart,17,s000429
846,2024-08-10 18:21:15,view,55,s000430
850,2024-11-20 09:12:06,add_to_cart,284,s000431
393,2024-04-19 12:17:34,purchase,263,s000432
646,2024-12-26 16:55:07,wishlist,128,s000433
910,2025-10-14 19:58:39,add_to_cart,257,s000434
1497,2024-06-05 11:49:56,add_to_cart,100,s000435
988,2024-09-16 21:23:31,view,289,s000436
355,2025-11-27 06:43:24,purchase,163,s000437
51,2025-09-11 08:45:24,view,257,s000438
1187,2025-01-01 08:58:41,view,204,s000439
588,2025-07-10 14:40:38,view,160,s000440
1380,2024-05-14 16:44:09,wishlist,54,s000441
1746,2024-07-17 20:15:21,view,329,s000442
1704,2024-04-27 16:02:04,view,65,s000443
1967,2024-08-07 15:41:01,view,315,s000444
2145,2025-09-13 23:30:41,view,33,s000445
1732,2025-04-07 22:03:34,view,272,s000446
2263,2024-04-15 16:51:43,wishlist,48,s000447
466,2025-09-17 22:30:12,view,149,s000448
1858,2025-06-15 20:37:01,view,43,s000449
42,2024-06-20 08:58:03,view,309,s000450
1603,2025-09-30 04:00:40,view,91,s000451
1166,2024-05-13 20:57:41,view,253,s000452
2144,2024-01-21 16:10:04,view,367,s000453
1892,2025-04-17 21:11:09,add_to_cart,117,s000454
849,2024-11-19 13:43:11,wishlist,89,s000455
1344,2024-07-08 10:42:54,add_to_cart,132,s000456
2256,2025-10-23 21:31:49,wishlist,351,s000457
1195,2024-03-01 15:25:50,view,121,s000458
2459,2024-11-04 05:30:52,add_to_cart,138,s000459
2352,2024-04-17 09:27:13,view,89,s000460
2453,2024-12-24 20:23:40,add_to_cart,268,s000461
70,2024-12-28 11:15:34,view,144,s000462
159,2024-02-07 15:29:02,add_to_cart,7,s000463
223,2024-07-13 13:09:06,add_to_cart,375,s000464
319,2024-03-10 23:45:32,view,117,s000465
791,2025-04-08 20:23:43,view,108,s000466
1723,2025-06-06 05:19:25,view,136,s000467
819,2024-10-28 00:59:27,view,107,s000468
714,2024-07-28 17:04:24,purchase,197,s000469
535,2024-10-14 20:14:14,view,390,s000470
388,2025-02-28 16:09:12,view,150,s000471
262,2025-01-13 13:38:50,add_to_cart,244,s000472
1297,2024-12-18 09:21:48,view,239,s000473
2346,2024-11-05 06:57:45,view,186,s000474
1363,2025-05-01 20:14:40,view,212,s000475
1709,2025-04-06 11:30:51,view,116,s000476
1481,2025-11-15 09:01:09,remove_from_cart,94,s000477
2160,2024-06-05 23:03:25,view,388,s000478
1735,2024-02-07 17:12:23,wishlist,12,s000479
1804,2024-01-26 18:37:02,view,228,s000480
351,2024-07-09 08:45:31,wishlist,256,s000481
2021,2024-02-17 20:10:25,wishlist,356,s000482
1294,2024-03-13 21:39:45,wishlist,270,s000483
2147,2024-06-10 07:52:46,add_to_cart,305,s000484
1022,2025-03-18 07:55:07,view,51,s000485
1058,2025-05-26 07:18:44,purchase,84,s000486
1277,2024-10-06 22:28:13,view,187,s000487
836,2024-03-13 19:57:53,wishlist,228,s000488
1081,2025-06-08 21:43:26,view,48,s000489
1316,2025-09-19 10:03:34,view,159,s000490
21,2024-07-10 21:41:50,view,99,s000491
2020,2024-05-26 07:01:24,view,207,s000492
151,2025-07-15 07:13:34,view,59,s000493
371,2024-09-05 18:41:05,view,341,s000494
122,2024-07-24 14:24:22,wishlist,126,s000495
1729,2025-03-01 06:04:42,purchase,133,s000496
1300,2025-06-07 20:46:03,remove_from_cart,149,s000497
1793,2024-03-08 08:18:04,view,284,s000498
1148,2024-12-25 19:19:42,remove_from_cart,106,s000499
286,2025-05-15 23:20:56,view,63,s000500
1622,2024-12-06 21:33:09,view,224,s000501
256,2024-08-06 23:18:08,purchase,330,s000502
325,2025-10-09 09:03:14,add_to_cart,217,s000503
2448,2024-06-19 19:39:09,view,179,s000504
1731,2024-08-12 05:48:31,view,201,s000505
1054,2024-02-19 22:06:27,purchase,167,s000506
1108,2024-05-13 01:02:49,view,298,s000507
1180,2025-10-04 21:30:59,add_to_cart,53,s000508
917,2024-04-11 18:47:56,purchase,329,s000509
431,2024-01-10 22:34:38,purchase,388,s000510
187,2024-12-04 12:53:43,purchase,328,s000511
1855,2024-08-26 07:51:49,add_to_cart,383,s000512
57,2024-05-06 19:40:54,wishlist,141,s000513
1162,2024-07-07 15:15:17,remove_from_cart,251,s000514
1521,2024-02-24 21:30:15,view,336,s000515
2470,2025-04-29 18:32:49,view,245,s000516
1487,2025-09-01 20:44:30,purchase,124,s000517
1310,2025-02-28 00:36:13,view,25,s000518
339,2025-11-23 11:25:35,add_to_cart,383,s000519
1834,2025-02-20 19:22:10,add_to_cart,138,s000520
1342,2024-12-14 22:02:38,view,371,s000521
2337,2024-06-25 16:28:46,view,79,s000522
1632,2024-03-19 22:47:56,add_to_cart,259,s000523
705,2025-08-07 22:06:05,add_to_cart,148,s000524
1104,2025-02-09 19:59:57,add_to_cart,19,s000525
1562,2025-12-08 15:57:57,add_to_cart,91,s000526
2092,2025-08-19 19:03:25,add_to_cart,273,s000527
825,2025-01-10 08:42:52,view,46,s000528
2387,2024-04-29 21:09:49,purchase,171,s000529
657,2024-04-14 07:21:24,view,108,s000530
562,2024-03-08 19:53:13,add_to_cart,178,s000531
1410,2024-08-05 07:11:44,view,388,s000532
476,2025-06-09 09:11:31,add_to_cart,134,s000533
2026,2024-11-19 10:31:14,remove_from_cart,97,s000534
1042,2025-06-08 07:57:19,remove_from_cart,93,s000535
49,2025-12-07 04:38:15,wishlist,312,s000536
1069,2024-07-02 15:04:39,remove_from_cart,58,s000537
1178,2024-12-13 23:42:21,wishlist,74,s000538
557,2024-09-17 20:14:55,wishlist,340,s000539
9,2024-01-10 11:54:47,remove_from_cart,393,s000540
2014,2024-09-08 22:38:14,view,254,s000541
747,2025-05-22 17:29:09,view,251,s000542
