purchase_id,user_id,game_id,item_type,amount_usd,purchased_at
132,101,20,game_unlock,4.99,2024-10-03 19:07:37
133,1981,22,extra_lives,0.99,2024-10-18 18:25:11
134,2470,,cosmetic,4.99,2024-12-08 23:09:22
135,1686,3,extra_lives,0.99,2024-12-13 16:08:23
136,762,10,game_unlock,2.99,2024-07-01 08:38:34
137,2264,7,hint_pack,0.99,2024-12-21 21:58:48
138,2859,,premium_subscription,9.99,2024-10-01 12:41:41
139,1200,,premium_subscription,9.99,2024-12-28 09:56:10
140,1195,,ad_removal,4.99,2024-05-09 18:49:44
141,2757,,cosmetic,1.99,2024-11-19 09:47:44
142,869,24,hint_pack,1.99,2024-05-31 18:20:28
143,143,,ad_removal,2.99,2024-12-27 03:45:31
144,1054,,ad_removal,2.99,2024-07-18 06:08:04
145,2437,9,game_unlock,6.99,2024-02-14 11:28:48
146,2074,15,extra_lives,0.99,2024-11-25 23:02:02
147,2421,13,hint_pack,1.99,2024-11-27 15:29:54
148,2061,25,extra_lives,0.99,2024-03-06 11:48:18
149,275,,ad_removal,2.99,2024-11-25 22:13:24
150,1459,,premium_subscription,9.99,2024-05-25 20:09:16
151,1181,,ad_removal,2.99,2024-07-30 22:20:44
152,884,20,game_unlock,4.99,2024-09-09 10:50:49
153,146,,ad_removal,4.99,2024-10-01 06:22:51
154,2848,1,extra_lives,0.99,2024-09-07 01:45:31
155,2726,,cosmetic,4.99,2024-11-24 10:27:06
156,127,,premium_subscription,9.99,2024-11-12 23:44:25
157,129,,cosmetic,4.99,2024-12-28 14:20:17
158,2441,,premium_subscription,4.99,2024-12-09 07:58:32
159,2527,19,hint_pack,2.99,2024-09-24 18:04:02
160,612,,cosmetic,4.99,2024-09-02 07:56:51
161,1600,9,hint_pack,2.99,2024-07-20 08:43:47
162,1316,12,extra_lives,1.99,2024-11-11 05:35:57
163,2665,,premium_subscription,4.99,2024-04-29 05:50:27
164,2152,10,extra_lives,0.99,2024-10-04 08:57:49
165,61,,ad_removal,4.99,2024-09-26 14:07:04
166,709,24,extra_lives,1.99,2024-08-04 09:59:46
167,453,,premium_subscription,4.99,2024-12-10 11:43:47
168,2875,5,extra_lives,0.99,2024-11-17 08:38:45
169,2886,19,hint_pack,2.99,2024-11-07 12:04:27
170,1745,13,game_unlock,4.99,2024-11-09 17:32:23
171,1686,1,hint_pack,0.99,2024-08-20 12:54:53
172,2815,,cosmetic,1.99,2024-11-16 03:30:55
173,2523,,premium_subscription,9.99,2024-09-10 23:19:33
174,720,19,extra_lives,0.99,2024-09-02 11:27:28
175,774,,cosmetic,4.99,2024-12-24 08:16:45
176,406,,ad_removal,2.99,2024-09-23 04:05:27
177,818,,cosmetic,1.99,2024-10-26 21:12:19
178,2091,,cosmetic,1.99,2024-11-06 03:22:31
179,1543,18,game_unlock,4.99,2024-09-05 15:10:35
180,2764,,ad_removal,4.99,2024-12-18 02:21:00
181,1038,11,game_unlock,6.99,2024-02-09 14:36:08
182,1205,18,hint_pack,2.99,2024-12-14 12:25:25
183,1820,,ad_removal,2.99,2024-09-25 23:22:20
184,1660,,ad_removal,4.99,2024-05-17 10:48:54
185,1342,6,extra_lives,1.99,2024-11-24 19:43:37
186,2627,,premium_subscription,4.99,2024-12-01 05:35:19
187,2113,,ad_removal,4.99,2024-11-06 16:52:46
188,2342,8,game_unlock,6.99,2024-10-13 19:28:11
189,2644,3,hint_pack,1.99,2024-08-31 22:38:20
190,2946,3,hint_pack,1.99,2024-10-21 12:23:46
191,1227,8,extra_lives,0.99,2024-10-14 15:29:16
192,1309,23,extra_lives,0.99,2024-09-11 22:31:16
193,834,18,hint_pack,0.99,2024-08-18 06:35:05
194,295,,premium_subscription,9.99,2024-09-25 19:09:46
195,322,,premium_subscription,14.99,2024-11-28 14:34:19
196,1279,23,hint_pack,0.99,2024-08-31 14:32:16
197,701,24,game_unlock,6.99,2024-10-25 03:51:34
198,212,,cosmetic,2.99,2024-05-14 19:57:02
199,2868,23,extra_lives,1.99,2024-06-24 17:25:17
200,1329,4,game_unlock,4.99,2024-12-08 02:58:45
201,2115,22,hint_pack,1.99,2024-09-15 19:31:52
202,1691,13,hint_pack,2.99,2024-12-04 04:08:54
203,2836,22,hint_pack,1.99,2024-12-19 09:37:31
204,603,15,hint_pack,0.99,2024-12-07 15:24:45
205,862,,cosmetic,2.99,2024-02-19 17:58:24
206,2063,,premium_subscription,14.99,2024-11-05 00:53:06
207,195,,cosmetic,2.99,2024-07-21 14:56:21
208,1638,1,hint_pack,2.99,2024-12-11 04:11:34
209,2270,12,hint_pack,1.99,2024-11-02 09:57:52
210,2343,8,hint_pack,1.99,2024-08-19 21:53:32
211,333,10,hint_pack,2.99,2024-04-28 16:29:31
212,446,,premium_subscription,9.99,2024-06-02 19:20:01
213,904,22,extra_lives,1.99,2024-11-23 14:07:12
214,1446,,premium_subscription,4.99,2024-04-28 09:33:23
215,1365,24,extra_lives,0.99,2024-10-29 22:25:02
216,1192,,premium_subscription,9.99,2024-05-03 23:30:34
217,2449,,ad_removal,4.99,2024-11-05 23:27:20
218,1065,20,game_unlock,2.99,2024-12-03 08:55:22
219,1689,,cosmetic,1.99,2024-12-24 18:18:11
220,1172,22,game_unlock,2.99,2024-04-29 23:40:57
221,1774,,cosmetic,4.99,2024-12-24 08:43:02
222,1284,4,hint_pack,2.99,2024-11-13 02:52:49
223,1544,22,extra_lives,0.99,2024-12-04 20:30:31
224,2868,,cosmetic,4.99,2024-04-15 07:39:33
225,1618,,cosmetic,1.99,2024-12-04 00:50:45
226,968,,premium_subscription,9.99,2024-11-25 04:24:38
227,2482,,cosmetic,1.99,2024-03-05 21:36:42
228,1375,15,hint_pack,1.99,2024-10-17 06:19:48
229,1584,6,extra_lives,1.99,2024-12-23 19:33:36
230,1388,,premium_subscription,14.99,2024-12-14 09:08:43
231,1471,,cosmetic,1.99,2024-12-18 01:15:44
232,823,,premium_subscription,14.99,2024-07-11 15:26:19
233,2481,,cosmetic,4.99,2024-10-27 12:16:04
234,1821,10,hint_pack,2.99,2024-09-28 01:06:19
235,2905,,cosmetic,4.99,2024-04-30 14:41:42
236,1836,,premium_subscription,14.99,2024-04-30 20:18:21
237,2683,,cosmetic,1.99,2024-11-30 19:35:56
238,1532,1,game_unlock,6.99,2024-06-26 13:00:27
239,1417,9,hint_pack,0.99,2024-04-25 14:15:01
240,470,16,hint_pack,2.99,2024-04-11 17:05:02
241,1981,8,extra_lives,0.99,2024-11-09 06:27:53
242,2725,8,extra_lives,1.99,2024-05-22 19:13:41
243,1955,24,hint_pack,1.99,2024-09-05 14:43:57
244,1076,,cosmetic,2.99,2024-10-18 16:34:56
245,2224,24,extra_lives,0.99,2024-12-02 05:15:50
246,1608,22,extra_lives,1.99,2024-08-17 04:53:29
247,2661,,cosmetic,1.99,2024-12-24 21:28:24
248,1405,11,hint_pack,0.99,2024-11-07 23:27:00
249,2343,,premium_subscription,14.99,2024-02-21 15:57:23
250,1151,21,hint_pack,0.99,2024-07-06 02:50:32
251,1019,12,hint_pack,2.99,2024-11-09 13:47:55
252,1941,23,hint_pack,1.99,2024-07-28 18:21:02
253,814,2,hint_pack,0.99,2024-07-07 00:51:08
254,1045,10,extra_lives,1.99,2024-09-21 11:39:24
255,41,,premium_subscription,14.99,2024-12-26 07:30:19
256,2695,,premium_subscription,14.99,2024-11-27 01:28:36
257,1213,11,hint_pack,2.99,2024-11-02 16:32:58
258,1246,16,hint_pack,0.99,2024-10-29 09:56:46
259,2262,6,extra_lives,1.99,2024-06-25 17:07:54
260,2606,14,hint_pack,1.99,2024-11-24 17:44:44
261,771,,premium_subscription,14.99,2024-11-25 23:05:26
262,94,14,extra_lives,1.99,2024-12-28 15:31:36
263,779,,premium_subscription,14.99,2024-12-17 09:34:40
264,466,,cosmetic,4.99,2024-11-12 12:34:47
265,2398,14,hint_pack,2.99,2024-09-21 11:55:07
266,1503,,premium_subscription,9.99,2024-12-21 15:26:38
267,1019,4,hint_pack,1.99,2024-10-30 11:03:48
268,1935,13,extra_lives,0.99,2024-12-27 21:49:20
269,1755,12,extra_lives,1.99,2024-11-06 06:06:31
270,1651,15,hint_pack,0.99,2024-12-21 01:35:29
271,1568,6,extra_lives,0.99,2024-12-26 22:27:59
272,2867,,cosmetic,2.99,2024-12-12 08:34:16
273,1709,21,extra_lives,1.99,2024-10-21 09:54:40
274,315,10,extra_lives,1.99,2024-11-12 20:39:08
275,1924,6,extra_lives,1.99,2024-09-17 08:09:24
276,2049,,ad_removal,4.99,2024-12-07 14:59:06
277,1774,,cosmetic,1.99,2024-03-17 16:58:21
278,884,,cosmetic,2.99,2024-12-07 07:55:28
279,229,18,extra_lives,0.99,2024-09-17 01:53:05
280,155,,ad_removal,2.99,2024-12-26 12:44:50
281,1168,,cosmetic,2.99,2024-06-07 00:59:27
282,2155,19,extra_lives,1.99,2024-11-25 13:33:06
283,1200,,ad_removal,4.99,2024-10-12 07:21:43
284,2270,8,extra_lives,0.99,2024-10-12 07:54:47
285,226,,cosmetic,4.99,2024-11-27 00:22:27
286,2386,7,game_unlock,6.99,2024-09-01 10:10:25
287,2508,,ad_removal,2.99,2024-09-19 23:37:03
288,968,,ad_removal,4.99,2024-11-02 00:27:32
289,2772,21,hint_pack,2.99,2024-09-27 14:51:52
290,1251,22,hint_pack,0.99,2024-07-18 10:05:10
291,1007,,cosmetic,4.99,2024-12-16 21:13:00
292,1144,,premium_subscription,4.99,2024-03-18 18:16:56
293,927,23,extra_lives,1.99,2024-12-19 07:49:55
294,674,,premium_subscription,4.99,2024-11-12 15:43:47
295,1145,20,extra_lives,1.99,2024-12-08 14:12:20
296,2179,,premium_subscription,14.99,2024-09-21 01:36:45
297,2781,22,extra_lives,0.99,2024-04-06 15:48:44
298,910,,cosmetic,1.99,2024-08-31 04:32:55
299,2673,19,extra_lives,0.99,2024-04-24 10:05:33
300,415,,cosmetic,2.99,2024-12-28 20:10:55
301,1046,20,game_unlock,6.99,2024-12-31 09:38:44
302,775,,cosmetic,4.99,2024-11-07 19:06:06
303,2515,21,hint_pack,0.99,2024-12-17 18:48:31
304,2117,,cosmetic,4.99,2024-09-10 16:39:40
305,2581,,premium_subscription,14.99,2024-04-03 03:11:49
306,1826,3,hint_pack,1.99,2024-11-20 08:48:43
307,2249,19,extra_lives,1.99,2024-10-11 02:52:26
308,2580,5,game_unlock,4.99,2024-08-03 19:49:41
309,791,,premium_subscription,4.99,2024-08-22 05:19:52
310,2905,18,hint_pack,1.99,2024-06-26 06:02:16
311,2945,10,game_unlock,6.99,2024-10-12 06:46:30
312,84,9,extra_lives,1.99,2024-06-18 17:23:33
313,2743,18,hint_pack,2.99,2024-12-15 04:39:07
314,1817,12,hint_pack,0.99,2024-09-14 12:20:46
315,618,24,extra_lives,1.99,2024-10-12 07:20:52
316,754,,premium_subscription,14.99,2024-12-23 03:50:25
317,75,16,hint_pack,1.99,2024-11-15 14:14:07
318,1346,25,game_unlock,2.99,2024-09-19 07:00:14
319,2234,,cosmetic,2.99,2024-12-05 17:43:29
320,58,9,game_unlock,2.99,2024-09-07 21:31:50
321,33,8,hint_pack,0.99,2024-08-02 13:39:55
322,89,7,hint_pack,2.99,2024-12-31 19:00:42
323,969,12,extra_lives,1.99,2024-12-19 14:22:40
324,2582,,ad_removal,4.99,2024-09-04 08:29:31
325,1793,10,game_unlock,4.99,2024-10-09 10:44:49
326,270,,cosmetic,4.99,2024-11-06 18:35:04
327,2279,,premium_subscription,14.99,2024-04-22 10:51:17
328,2930,4,game_unlock,2.99,2024-11-15 21:25:36
329,749,12,hint_pack,2.99,2024-07-21 02:38:51
330,123,5,game_unlock,4.99,2024-11-03 14:55:10
331,801,6,game_unlock,6.99,2024-09-17 16:33:29
332,2376,,cosmetic,2.99,2024-06-25 18:43:38
333,246,,ad_removal,4.99,2024-10-12 22:34:11
334,1200,,cosmetic,4.99,2024-08-20 21:49:45
335,563,14,extra_lives,1.99,2024-06-20 17:58:09
336,2302,1,game_unlock,2.99,2024-08-15 07:28:45
337,437,6,game_unlock,4.99,2024-08-09 22:34:06
338,2132,,premium_subscription,14.99,2024-10-15 18:18:35
339,1820,17,hint_pack,2.99,2024-05-17 17:46:37
340,1775,3,extra_lives,0.99,2024-11-04 18:43:07
341,791,2,hint_pack,2.99,2024-09-17 05:09:31
342,464,5,game_unlock,2.99,2024-10-20 22:05:59
343,2438,10,extra_lives,1.99,2024-11-06 22:52:14
344,916,10,hint_pack,0.99,2024-10-29 12:00:55
345,2853,16,extra_lives,0.99,2024-04-28 10:55:24
346,159,,premium_subscription,4.99,2024-11-17 21:51:19
347,2997,25,hint_pack,2.99,2024-11-02 23:38:34
348,138,11,extra_lives,0.99,2024-08-12 13:21:26
349,419,,cosmetic,2.99,2024-10-29 06:12:43
350,1196,5,game_unlock,2.99,2024-05-07 07:12:27
351,1958,16,hint_pack,0.99,2024-09-25 15:48:57
352,307,,cosmetic,1.99,2024-09-04 12:20:05
353,2485,2,game_unlock,2.99,2024-11-18 22:15:33
354,936,,premium_subscription,9.99,2024-11-30 22:49:53
355,2136,13,game_unlock,2.99,2024-10-26 13:16:42
356,1316,21,game_unlock,4.99,2024-09-07 05:46:34
357,62,,premium_subscription,9.99,2024-10-15 12:54:37
358,2893,,cosmetic,4.99,2024-11-20 04:32:37
359,700,,premium_subscription,9.99,2024-08-17 07:55:30
360,2946,10,hint_pack,1.99,2024-08-09 00:15:56
361,837,4,game_unlock,2.99,2024-11-15 21:07:48
362,127,8,hint_pack,1.99,2024-09-28 05:12:05
363,2936,10,game_unlock,2.99,2024-07-13 05:01:01
364,508,3,extra_lives,0.99,2024-12-30 10:50:32
365,802,6,hint_pack,0.99,2024-11-05 12:12:11
366,947,14,hint_pack,2.99,2024-09-14 23:57:07
367,1782,10,game_unlock,4.99,2024-12-08 20:49:02
368,2755,,cosmetic,4.99,2024-01-26 07:08:52
369,423,24,hint_pack,1.99,2024-12-22 10:47:48
370,700,9,hint_pack,1.99,2024-11-17 15:23:27
371,2350,18,hint_pack,0.99,2024-11-24 00:20:26
372,2223,16,extra_lives,0.99,2024-04-17 19:39:59
373,760,25,game_unlock,2.99,2024-11-21 18:14:37
374,2386,9,hint_pack,0.99,2024-07-19 23:55:25
375,221,18,hint_pack,0.99,2024-11-26 10:25:40
376,580,7,game_unlock,6.99,2024-12-04 04:39:14
377,818,18,extra_lives,1.99,2024-09-21 21:33:49
378,561,8,hint_pack,2.99,2024-12-09 03:55:33
379,1234,17,hint_pack,2.99,2024-10-17 22:52:37
380,172,,cosmetic,1.99,2024-05-07 01:33:50
381,971,18,hint_pack,1.99,2024-03-05 09:33:20
382,359,1,hint_pack,1.99,2024-08-10 12:06:32
383,2839,,premium_subscription,4.99,2024-08-11 07:50:24
384,1140,22,extra_lives,1.99,2024-12-27 14:18:39
385,2820,6,hint_pack,2.99,2024-04-11 03:02:38
386,2002,,cosmetic,4.99,2024-05-03 05:31:33
387,2090,,ad_removal,4.99,2024-09-23 12:05:11
388,680,,cosmetic,4.99,2024-10-26 03:44:17
389,2809,1,game_unlock,6.99,2024-09-04 16:33:54
390,230,14,game_unlock,4.99,2024-12-27 01:36:18
391,1113,23,hint_pack,2.99,2024-10-31 17:01:47
392,2946,23,extra_lives,1.99,2024-09-22 14:55:42
393,31,,cosmetic,2.99,2024-07-27 07:24:20
394,174,18,game_unlock,2.99,2024-12-04 13:48:24
395,458,,ad_removal,4.99,2024-08-15 06:07:56
396,621,,premium_subscription,9.99,2024-06-08 12:04:50
397,2073,9,extra_lives,0.99,2024-09-16 01:54:38
398,1852,7,game_unlock,2.99,2024-11-29 01:54:38
399,2465,5,hint_pack,2.99,2024-08-09 15:52:00
400,1044,8,game_unlock,2.99,2024-12-01 23:16:03
401,163,,premium_subscription,4.99,2024-10-19 21:46:34
402,2850,21,extra_lives,0.99,2024-10-13 08:27:41
403,1077,19,extra_lives,1.99,2024-04-30 21:37:05
404,563,23,hint_pack,2.99,2024-09-18 11:22:30
405,2567,14,hint_pack,1.99,2024-11-20 23:48:32
406,2028,,premium_subscription,14.99,2024-11-23 02:18:52
407,2648,6,hint_pack,1.99,2024-06-07 17:11:47
408,1474,,premium_subscription,14.99,2024-12-25 13:25:49
409,554,11,hint_pack,0.99,2024-12-11 09:06:57
410,815,,premium_subscription,4.99,2024-12-13 16:24:38
411,1848,25,extra_lives,1.99,2024-12-24 03:29:18
412,2794,,ad_removal,2.99,2024-07-27 19:07:31
413,1319,12,hint_pack,0.99,2024-10-29 12:31:07
414,1414,,cosmetic,4.99,2024-05-28 01:04:27
415,2244,,premium_subscription,9.99,2024-12-09 00:42:18
416,1200,,ad_removal,4.99,2024-10-10 10:22:17
417,2247,2,game_unlock,6.99,2024-08-15 13:17:37
418,1987,,premium_subscription,14.99,2024-11-02 08:04:31
419,2075,3,hint_pack,2.99,2024-12-02 05:26:42
420,2593,12,extra_lives,1.99,2024-10-28 13:18:36
421,54,19,extra_lives,1.99,2024-12-29 02:42:50
422,937,,ad_removal,4.99,2024-12-19 21:03:44
423,2331,18,extra_lives,0.99,2024-06-09 04:38:54
424,2246,,ad_removal,4.99,2024-10-31 17:18:19
425,1793,8,extra_lives,0.99,2024-10-18 00:48:03
426,1077,18,extra_lives,1.99,2024-03-15 10:53:24
427,2260,9,hint_pack,0.99,2024-12-27 11:13:20
428,1598,,cosmetic,1.99,2024-12-13 23:24:50
429,2386,9,game_unlock,6.99,2024-11-08 15:19:52
430,828,16,extra_lives,1.99,2024-12-11 01:58:05
431,2634,9,extra_lives,0.99,2024-07-21 03:21:17
432,1003,1,game_unlock,2.99,2024-12-05 20:15:43
433,2189,,cosmetic,1.99,2024-09-16 17:26:53
434,399,,cosmetic,4.99,2024-11-17 20:01:13
435,1719,19,extra_lives,1.99,2024-11-20 13:51:42
436,1497,,premium_subscription,14.99,2024-09-29 15:28:03
437,1560,6,hint_pack,0.99,2024-08-30 20:20:04
438,318,20,game_unlock,4.99,2024-10-20 19:04:44
439,2441,,cosmetic,1.99,2024-09-26 14:11:41
440,3,17,extra_lives,0.99,2024-11-17 16:50:01
441,25,,cosmetic,1.99,2024-12-01 02:17:52
442,2598,15,game_unlock,6.99,2024-12-30 06:33:13
443,545,3,hint_pack,2.99,2024-12-02 22:41:57
444,2908,13,hint_pack,2.99,2024-12-07 05:16:51
445,253,13,hint_pack,0.99,2024-10-03 21:06:57
446,653,,cosmetic,1.99,2024-09-01 22:09:15
447,1838,,cosmetic,2.99,2024-11-15 05:10:37
448,711,20,extra_lives,1.99,2024-05-28 06:45:09
449,2063,,ad_removal,4.99,2024-08-30 22:43:30
450,1214,7,extra_lives,1.99,2024-11-25 09:27:16
451,2641,,cosmetic,1.99,2024-12-30 16:08:11
452,2765,,premium_subscription,9.99,2024-10-16 05:55:20
453,2872,,premium_subscription,4.99,2024-11-05 20:22:50
454,2304,,cosmetic,4.99,2024-09-07 05:18:28
455,2785,,ad_removal,4.99,2024-08-31 05:47:59
456,2294,2,extra_lives,1.99,2024-05-10 16:44:39
457,1365,16,game_unlock,6.99,2024-07-15 05:45:28
458,230,11,game_unlock,6.99,2024-12-26 15:00:46
459,691,3,hint_pack,2.99,2024-06-09 18:12:49
460,1839,20,hint_pack,2.99,2024-11-14 05:57:26
461,75,22,game_unlock,4.99,2024-11-27 14:41:08
462,947,18,extra_lives,1.99,2024-12-06 08:51:38
463,2266,7,hint_pack,0.99,2024-10-14 16:02:58
464,1516,5,game_unlock,4.99,2024-12-27 08:38:34
465,981,24,game_unlock,4.99,2024-08-25 14:02:15
466,2600,,cosmetic,4.99,2024-07-07 10:13:52
467,2654,3,extra_lives,0.99,2024-10-03 08:12:26
468,2648,25,game_unlock,6.99,2024-12-07 13:32:16
469,1820,21,extra_lives,0.99,2024-10-08 15:58:00
470,2629,,premium_subscription,9.99,2024-11-03 04:47:31
471,2692,,premium_subscription,9.99,2024-06-07 11:48:01
472,1205,12,extra_lives,1.99,2024-08-14 02:48:45
473,360,10,hint_pack,0.99,2024-08-09 03:11:25
