click_id,impression_id,campaign_id,user_id,neighborhood_id,device_type,click_position,landing_page_url,is_conversion,created_at
25,19936,63,4259,38,Tablet,description,https://www.garza.net/,False,2025-07-17 09:55:42
26,26154,51,3826,33,Mobile,image,http://wilson.info/,False,2025-09-06 06:36:05
27,47746,57,3079,48,Mobile,description,http://www.hernandez.com/,False,2025-08-15 09:49:40
28,47033,42,3658,31,Desktop,cta_button,http://ramirez.com/,False,2025-04-01 08:44:01
29,6909,132,1523,6,Tablet,cta_button,http://www.thompson-fuller.com/,True,2025-07-05 08:21:21
30,17865,199,2996,8,Tablet,image,http://dunlap-price.biz/,True,2025-05-08 01:56:41
31,39567,177,3475,38,Mobile,cta_button,https://www.haynes-frazier.com/,False,2025-10-28 08:31:29
32,17383,43,2290,48,Desktop,headline,https://hutchinson-herrera.info/,False,2025-07-10 11:41:27
33,22092,174,370,12,Mobile,description,http://www.buck-brown.com/,False,2025-09-17 07:18:07
34,23431,12,2796,42,Desktop,cta_button,https://cook-castillo.net/,False,2025-04-25 20:50:53
35,41400,93,223,38,Tablet,cta_button,http://www.kelly.com/,False,2025-03-20 21:54:17
36,20280,27,248,35,Tablet,cta_button,http://villegas-taylor.com/,True,2025-03-01 20:41:51
37,16254,140,2820,45,Mobile,headline,https://www.taylor.info/,False,2025-02-15 14:47:32
38,15281,152,3407,21,Mobile,cta_button,http://www.porter.com/,False,2025-03-30 15:54:27
39,28516,63,2670,42,Mobile,image,https://burnett.com/,False,2025-07-04 10:12:19
40,1968,153,417,44,Desktop,headline,http://www.vazquez.com/,False,2025-09-03 02:27:31
41,14124,96,4840,22,Tablet,headline,http://sandoval.com/,False,2025-08-23 16:20:56
42,45740,105,4735,26,Mobile,image,http://patrick.com/,False,2025-07-07 04:45:16
43,40359,75,659,17,Mobile,cta_button,https://www.walsh.biz/,False,2025-05-20 22:01:01
44,6693,9,4858,43,Tablet,description,http://valencia.com/,False,2025-01-31 06:56:39
45,14350,8,4298,16,Desktop,headline,https://www.ware.com/,False,2025-03-02 13:57:11
46,8131,143,4444,18,Mobile,cta_button,https://gonzales.com/,False,2025-05-16 20:57:02
47,41762,129,392,50,Mobile,headline,https://www.moody.com/,False,2025-01-27 21:43:06
48,39005,76,2677,37,Desktop,cta_button,http://www.jones.com/,False,2025-07-10 20:51:10
49,24495,43,4902,18,Tablet,headline,https://jones.com/,True,2025-07-28 21:41:51
50,7523,67,4089,49,Desktop,image,http://brown-davenport.com/,False,2025-08-20 11:20:46
51,14092,177,2935,8,Desktop,image,http://nichols.com/,False,2025-09-30 02:59:23
52,1193,13,1063,4,Mobile,cta_button,http://beltran-phillips.biz/,False,2025-01-14 10:17:35
53,14408,195,2087,12,Tablet,headline,http://www.thomas.org/,False,2025-01-27 00:45:51
54,28138,5,4351,3,Mobile,cta_button,https://riddle-martinez.com/,False,2025-09-09 22:30:19
55,44810,45,2408,43,Tablet,description,http://www.gonzalez.com/,False,2025-07-20 10:25:51
56,29494,146,1682,17,Mobile,cta_button,http://www.morales.info/,False,2025-09-16 09:20:07
57,49076,191,2916,3,Mobile,image,http://bass.com/,True,2025-07-03 16:18:20
58,28757,109,3749,8,Tablet,image,http://johnson.com/,False,2025-03-12 14:01:21
59,7566,113,3284,12,Mobile,image,https://brown.info/,True,2025-06-09 08:59:58
60,43768,145,3791,20,Desktop,headline,https://www.boyd-rose.com/,False,2025-06-20 08:54:05
61,21785,38,4010,22,Tablet,cta_button,http://padilla.com/,False,2025-04-04 19:15:40
62,46814,198,3046,34,Desktop,headline,https://www.vaughn-glenn.net/,True,2025-02-01 18:02:02
63,15002,24,235,19,Desktop,cta_button,http://www.gutierrez.com/,False,2025-09-17 21:07:21
64,14652,186,4557,45,Desktop,description,https://webb.org/,False,2025-04-10 08:40:30
65,22486,53,76,7,Desktop,description,http://pearson-walker.com/,False,2025-06-16 18:29:51
66,42742,154,4309,38,Mobile,headline,http://moore-banks.com/,False,2025-08-11 20:21:28
67,47542,155,1202,31,Desktop,image,http://www.reynolds-frederick.com/,False,2025-08-07 08:21:27
68,49467,117,4073,37,Mobile,cta_button,http://www.smith.info/,False,2025-08-01 14:48:00
69,26488,43,1101,37,Tablet,headline,http://www.lane.com/,True,2025-07-28 07:34:29
70,40989,151,695,21,Tablet,cta_button,http://brown.com/,False,2025-02-07 20:22:26
71,2946,39,4454,27,Tablet,cta_button,http://rogers.info/,False,2025-05-20 18:04:42
72,21553,140,2163,36,Mobile,cta_button,http://www.walker-diaz.com/,False,2025-02-17 15:26:35
73,40023,130,3655,38,Desktop,image,http://berger.com/,False,2025-07-26 21:51:34
74,31148,147,4969,12,Mobile,description,http://www.sanchez-gordon.org/,False,2025-04-27 22:39:46
75,33477,69,4306,45,Desktop,description,http://www.bean-gibson.biz/,False,2025-10-07 21:37:18
76,41601,95,2596,12,Mobile,cta_button,https://thompson.info/,False,2025-06-07 18:33:21
77,37716,87,3173,28,Desktop,image,https://hansen-gonzalez.com/,False,2025-03-13 08:35:05
78,46000,3,369,40,Desktop,cta_button,https://dalton.com/,False,2025-05-07 17:41:01
79,3812,48,984,36,Tablet,cta_button,http://www.james-gross.net/,False,2025-06-16 10:24:44
80,9366,27,1023,13,Mobile,headline,https://lawson.com/,False,2025-02-24 14:27:51
81,24282,140,289,34,Desktop,cta_button,https://cummings-lopez.org/,False,2025-02-14 21:40:56
82,37720,66,1024,27,Desktop,image,http://www.lee.com/,False,2025-03-16 06:31:56
83,12133,8,475,30,Desktop,image,https://wilkins-cooper.net/,True,2025-03-01 08:56:35
84,8746,27,474,43,Tablet,cta_button,https://bennett.com/,False,2025-03-09 08:03:23
85,14591,50,2839,3,Tablet,description,http://calderon.com/,False,2025-04-02 21:05:10
86,2135,23,4866,34,Tablet,headline,https://orr.com/,False,2025-02-07 09:22:52
87,15740,96,1585,45,Tablet,cta_button,http://goodman-ramsey.org/,False,2025-08-22 12:03:42
88,48176,132,1505,15,Desktop,headline,http://www.joyce.com/,True,2025-07-17 22:42:57
89,8179,63,2134,2,Mobile,headline,https://clarke.com/,True,2025-08-01 22:47:57
90,16938,98,1510,6,Tablet,cta_button,http://harris-brandt.info/,False,2025-08-29 22:30:22
91,37014,145,677,24,Tablet,headline,https://herrera.com/,False,2025-06-23 18:19:25
92,12113,107,3355,24,Desktop,headline,https://www.fisher.com/,False,2025-08-30 21:36:12
93,42303,95,1598,47,Tablet,cta_button,http://robinson.com/,False,2025-05-31 10:46:12
94,28084,61,931,35,Mobile,cta_button,http://www.buckley.com/,False,2025-02-12 14:18:51
95,23097,120,3594,45,Mobile,cta_button,http://www.williams.biz/,True,2025-02-01 09:38:21
96,40118,43,2583,14,Tablet,image,http://ho-smith.com/,False,2025-08-01 20:12:15
97,296,70,2585,24,Mobile,headline,http://www.boyle-garcia.com/,False,2025-07-21 14:53:01
98,6771,150,4592,37,Mobile,headline,http://howard.biz/,False,2025-05-22 17:24:54
99,9201,74,309,30,Tablet,cta_button,http://perkins-logan.info/,False,2025-07-21 17:05:42
100,7723,43,3965,26,Tablet,headline,http://www.key-livingston.com/,False,2025-07-17 12:08:33
101,13438,120,2530,20,Desktop,cta_button,https://www.morrison.org/,True,2025-02-27 23:41:07
102,29572,96,1698,15,Mobile,headline,https://www.ferguson.info/,False,2025-09-10 23:52:05
103,6315,17,3968,15,Desktop,description,http://taylor-terry.com/,False,2025-04-28 21:37:11
104,18806,36,3937,12,Tablet,image,http://lopez.info/,False,2025-08-12 08:01:49
105,47418,148,811,41,Desktop,headline,http://dalton.com/,False,2025-06-05 09:41:54
106,26512,197,1207,10,Desktop,headline,https://jones.net/,False,2025-06-11 21:52:31
107,31224,4,1024,27,Desktop,image,http://www.warren.com/,False,2025-06-22 18:36:08
108,39822,17,329,25,Mobile,cta_button,http://www.chan.com/,True,2025-05-06 21:59:42
109,48276,109,4781,5,Desktop,headline,https://lee.info/,True,2025-03-14 13:36:36
110,1023,125,3229,4,Desktop,description,http://www.lawrence-price.info/,False,2025-03-17 09:59:32
111,24432,24,1808,25,Mobile,image,https://rios-brooks.com/,False,2025-09-06 13:43:22
112,29915,191,3956,49,Tablet,description,http://henderson.com/,True,2025-08-18 22:50:38
113,31720,98,2938,14,Desktop,headline,http://www.houston.info/,True,2025-09-01 08:30:11
114,20334,193,858,10,Tablet,description,https://www.lopez.org/,False,2025-07-10 03:03:24
115,26338,168,4389,43,Tablet,headline,https://nelson.biz/,False,2025-09-26 18:45:20
116,33285,83,2504,13,Tablet,image,https://gutierrez.biz/,True,2025-06-13 12:58:40
117,6539,60,3628,45,Mobile,image,https://mcdaniel.com/,True,2025-07-27 22:34:26
118,1888,175,1120,47,Mobile,cta_button,https://www.williams-rodriguez.com/,False,2025-01-27 19:10:19
119,9565,79,2391,25,Tablet,description,https://www.evans-brown.net/,False,2025-03-06 22:38:12
120,3711,7,2497,24,Tablet,description,http://graham-montes.biz/,False,2025-06-04 17:04:25
121,17198,175,4389,43,Tablet,headline,https://jordan.com/,False,2025-01-26 17:14:52
122,42132,166,225,34,Desktop,image,https://www.williams-mora.net/,False,2025-05-05 20:04:57
123,26701,138,2061,47,Tablet,image,https://hansen-carpenter.com/,False,2025-08-27 17:52:18
124,34665,89,2320,49,Mobile,headline,http://caldwell.com/,False,2025-08-10 10:07:09
125,7154,147,2866,45,Tablet,description,http://www.jones.com/,False,2025-04-16 21:18:29
126,12497,111,3090,9,Desktop,headline,https://www.turner.com/,False,2025-06-08 15:29:16
127,27094,144,1182,44,Desktop,cta_button,http://kelly.org/,False,2025-05-08 19:54:21
128,13849,38,2578,37,Tablet,cta_button,http://taylor.com/,False,2025-04-02 17:03:51
129,42349,83,559,18,Desktop,headline,https://www.kelly.com/,False,2025-06-16 07:06:09
130,29795,131,2254,28,Mobile,image,https://www.johnson.org/,False,2025-08-21 16:10:50
131,4553,68,2922,20,Desktop,description,https://smith-ramirez.net/,False,2025-07-10 21:50:12
132,3630,66,4260,12,Tablet,image,http://www.lee.com/,True,2025-03-19 19:19:26
133,22350,122,4959,11,Tablet,image,https://www.swanson.com/,False,2025-04-03 16:31:10
134,30679,20,2394,46,Tablet,image,http://cooper.com/,False,2025-07-03 10:05:16
135,18015,92,1851,6,Tablet,description,https://www.atkinson.com/,False,2025-07-12 21:12:36
136,15260,170,1691,24,Mobile,cta_button,https://sanders.com/,False,2025-07-20 14:42:07
137,31252,99,1799,18,Tablet,image,https://www.tate.com/,False,2025-01-12 18:34:10
138,17425,159,2515,32,Tablet,cta_button,https://petty.com/,False,2025-08-13 19:30:18
139,31367,177,4196,11,Tablet,image,https://www.bridges-garza.net/,False,2025-10-26 20:27:16
140,2475,90,3560,50,Mobile,description,http://collins.com/,False,2025-10-03 07:49:18
141,6565,187,2564,18,Tablet,headline,https://morales-allen.com/,False,2025-02-04 19:30:07
142,32084,26,531,10,Desktop,image,https://www.torres-hill.com/,False,2025-04-24 07:52:24
143,24065,146,213,18,Mobile,description,https://romero.net/,False,2025-07-01 21:27:12
144,29382,13,3793,25,Tablet,description,https://www.adams.com/,False,2025-01-05 15:49:03
145,34925,69,3352,40,Desktop,image,http://www.white.biz/,False,2025-10-01 07:35:25
146,15006,178,4057,44,Desktop,cta_button,https://www.arroyo-perry.com/,False,2025-06-01 20:56:34
147,22236,142,211,19,Tablet,description,https://price.biz/,False,2025-01-25 13:33:57
148,5964,114,2074,49,Mobile,cta_button,https://thomas.net/,False,2025-03-22 00:07:04
149,34380,179,2467,13,Tablet,cta_button,http://adams-johnson.com/,False,2025-08-15 08:53:08
150,19183,181,3194,45,Tablet,description,https://singh-schneider.com/,False,2025-01-27 09:40:48
151,47213,124,832,46,Desktop,headline,http://west.biz/,False,2025-08-12 19:00:29
152,41981,49,1401,29,Tablet,cta_button,http://www.roberts.com/,False,2025-07-27 16:35:31
153,26382,65,4623,18,Tablet,headline,https://weber.com/,False,2025-09-09 12:25:19
154,39921,168,579,37,Tablet,headline,http://www.kaufman.com/,False,2025-10-05 23:04:19
155,25213,21,4283,15,Desktop,cta_button,https://www.jordan-strong.com/,True,2025-07-09 07:01:54
156,10307,149,3213,19,Mobile,image,https://www.bauer.com/,False,2025-08-30 20:55:21
157,5034,79,3463,44,Desktop,description,https://jackson.info/,False,2025-04-24 15:41:23
158,9995,196,2565,23,Desktop,headline,http://collins-curtis.net/,False,2025-06-22 09:09:49
159,3763,31,996,1,Tablet,cta_button,http://bowen.biz/,False,2025-04-06 19:30:31
160,36236,128,341,1,Tablet,headline,https://pierce.org/,False,2025-03-19 23:31:57
161,8606,178,690,30,Desktop,image,https://www.flores.com/,False,2025-06-17 18:45:10
162,29920,159,2971,36,Mobile,cta_button,http://www.roberts.com/,False,2025-07-27 15:18:11
163,18621,73,3653,31,Desktop,image,https://www.perez-pruitt.biz/,False,2025-08-16 17:15:02
164,21661,155,1318,2,Tablet,cta_button,http://leon.org/,False,2025-07-31 14:43:47
165,41589,195,848,1,Mobile,headline,https://www.taylor.com/,True,2025-02-01 17:11:16
166,45752,134,4940,31,Tablet,cta_button,https://taylor.com/,False,2025-04-23 20:04:35
167,37631,25,2877,6,Desktop,image,https://www.hickman-chambers.net/,False,2025-02-06 21:48:54
168,4303,72,2578,37,Tablet,image,http://www.valdez-stevens.info/,False,2025-04-16 14:10:31
169,36448,62,3167,29,Mobile,image,https://www.walters.com/,False,2025-09-08 11:42:14
170,21637,143,2311,6,Mobile,image,http://gentry.com/,False,2025-05-31 11:40:50
171,15457,74,62,40,Desktop,description,https://www.wilson.info/,False,2025-07-18 10:10:39
172,40670,109,1985,43,Desktop,image,https://www.miller.com/,True,2025-02-18 23:05:07
173,106,49,557,44,Desktop,headline,https://smith.biz/,False,2025-07-14 14:19:59
174,43404,40,3588,44,Tablet,image,http://www.smith.com/,True,2025-05-01 20:38:32
175,42456,4,4018,4,Mobile,headline,https://www.lucas.com/,True,2025-06-05 13:06:35
176,29431,123,1179,2,Tablet,headline,https://roberts.org/,False,2025-03-19 19:00:45
177,21545,121,3360,30,Desktop,headline,https://www.morris.net/,False,2025-09-17 21:53:56
178,18877,109,4579,31,Mobile,cta_button,https://smith-wilson.net/,False,2025-03-06 20:19:16
179,33952,188,168,17,Mobile,image,https://www.frazier-hamilton.com/,False,2025-02-10 23:04:03
180,11144,136,2267,39,Desktop,cta_button,https://hill.com/,False,2025-06-05 21:54:41
181,43980,131,563,25,Tablet,image,https://www.weaver-jones.info/,False,2025-07-27 20:32:17
182,15764,15,2768,41,Desktop,headline,http://bishop.info/,False,2025-09-25 11:00:03
183,777,5,3138,38,Desktop,description,https://www.johnson.com/,False,2025-09-12 20:33:51
184,16574,51,1859,38,Desktop,image,https://www.gregory.biz/,False,2025-09-07 07:44:01
185,27857,17,1171,50,Desktop,description,http://www.rasmussen-smith.org/,False,2025-04-28 21:21:50
186,43480,65,4117,14,Mobile,headline,http://taylor.com/,True,2025-09-25 14:16:04
187,23839,103,3621,35,Desktop,cta_button,https://www.white-smith.org/,False,2025-08-01 18:47:49
188,34366,106,184,11,Desktop,description,https://becker.com/,False,2025-09-21 20:22:44
189,31382,154,4436,44,Mobile,headline,http://www.whitehead-hill.com/,True,2025-08-07 19:07:48
190,22601,49,422,25,Desktop,description,https://harris.com/,True,2025-07-02 19:12:19
191,10375,114,4073,37,Mobile,headline,https://bailey.com/,False,2025-03-20 16:54:29
192,28512,35,1668,6,Desktop,image,http://reynolds.org/,False,2025-06-08 19:29:00
193,40071,98,4687,20,Tablet,headline,http://torres.org/,False,2025-09-04 18:40:48
194,9176,136,637,8,Desktop,image,http://mueller-silva.com/,False,2025-06-04 15:46:42
195,49207,182,871,43,Desktop,cta_button,https://brown.com/,False,2025-06-27 04:07:43
196,22365,59,4451,27,Desktop,description,https://www.smith-mason.com/,False,2025-01-13 20:15:45
197,36497,165,1271,40,Tablet,headline,http://www.schneider-miller.net/,False,2025-06-08 21:56:35
198,3276,16,2387,3,Tablet,headline,http://hayes.org/,False,2025-02-28 13:11:28
199,14248,88,2050,20,Mobile,image,http://jackson.com/,True,2025-09-15 08:10:40
200,32568,163,2473,17,Tablet,description,https://www.allen-spencer.org/,False,2025-09-10 10:15:51
201,7842,162,4678,35,Desktop,headline,https://www.lee.com/,False,2025-01-24 17:42:50
202,16996,111,2859,26,Tablet,cta_button,http://brown.com/,False,2025-06-26 15:34:02
203,32066,90,80,28,Desktop,headline,http://flynn-navarro.com/,False,2025-10-15 20:16:37
204,33296,63,187,19,Desktop,image,https://baker.com/,False,2025-07-11 16:33:18
205,47081,119,4198,36,Mobile,image,http://hall.com/,False,2025-03-21 22:47:05
206,34113,150,2846,44,Mobile,headline,https://www.mueller.com/,False,2025-05-12 07:53:48
207,40936,111,585,50,Desktop,image,http://www.thomas.biz/,True,2025-07-01 23:06:09
208,22995,80,2111,11,Desktop,cta_button,https://www.hayes-schneider.com/,False,2025-02-27 16:23:39
209,6492,162,3503,25,Mobile,headline,http://estrada.org/,False,2025-01-12 19:54:07
210,42802,76,2479,29,Tablet,image,https://jacobs.org/,False,2025-07-12 15:31:43
211,40252,31,2160,35,Tablet,cta_button,http://thomas.net/,False,2025-04-08 08:01:56
212,11560,48,3525,8,Desktop,image,http://burton-white.org/,False,2025-06-20 10:57:14
213,35531,2,33,36,Desktop,image,https://www.hebert-olsen.com/,True,2025-01-24 10:32:53
214,17684,25,1839,3,Mobile,cta_button,http://www.collins.com/,False,2025-01-20 05:03:51
215,1986,114,2338,23,Tablet,description,http://www.love.info/,True,2025-04-10 17:29:04
216,23740,61,4271,10,Mobile,cta_button,http://www.reed.com/,False,2025-02-15 15:51:52
217,35132,129,2851,15,Desktop,description,http://gray-thompson.com/,False,2025-02-09 15:53:27
218,30451,196,3526,18,Desktop,image,http://www.silva-wood.com/,True,2025-05-21 20:01:41
219,14607,29,138,40,Desktop,headline,https://lewis-greene.org/,False,2025-01-21 02:08:50
220,40572,200,395,3,Mobile,description,http://rodriguez.biz/,True,2025-02-23 19:22:08
221,32166,13,3771,15,Tablet,image,http://www.hall.info/,False,2025-01-30 19:48:31
222,29654,188,58,41,Mobile,description,http://www.taylor.info/,False,2025-02-09 19:52:45
223,15173,163,4728,42,Tablet,image,https://www.hancock-jenkins.info/,False,2025-09-03 05:53:02
224,7226,94,1142,50,Tablet,cta_button,https://www.berry.net/,False,2025-01-16 17:28:04
225,24863,32,4530,4,Desktop,headline,https://www.ramsey-sanchez.com/,True,2025-08-12 08:33:32
226,26479,2,916,5,Tablet,headline,https://chavez.com/,False,2025-01-20 10:10:10
227,46801,21,4208,41,Tablet,description,https://www.hogan-perry.com/,True,2025-08-18 21:36:03
228,45737,67,497,6,Desktop,image,http://www.martinez-brown.org/,True,2025-07-21 07:55:19
229,46117,134,3681,25,Desktop,image,http://www.richardson.org/,True,2025-04-29 22:45:58
230,12034,60,157,20,Desktop,description,http://perkins.com/,True,2025-07-07 18:24:05
231,5207,156,3657,28,Desktop,headline,https://www.hardin.com/,False,2025-07-21 21:46:24
232,16075,58,2440,46,Desktop,image,http://www.ruiz-hall.com/,False,2025-05-28 11:53:00
233,1451,57,1267,49,Mobile,description,https://payne.biz/,False,2025-08-23 18:48:21
234,42912,83,850,43,Mobile,image,http://www.cervantes.com/,False,2025-06-17 09:39:05
235,16076,43,1241,21,Mobile,cta_button,https://www.mclaughlin.org/,False,2025-07-06 08:16:42
236,48174,86,4487,27,Mobile,description,https://boyd-frazier.com/,True,2025-07-30 10:34:49
237,37223,109,890,49,Mobile,image,https://www.jensen.com/,False,2025-03-15 10:53:28
238,39166,147,1589,19,Mobile,cta_button,https://www.thompson-stevens.net/,False,2025-03-19 15:17:12
239,41865,15,2509,20,Desktop,image,https://harrison-sosa.com/,False,2025-10-01 21:26:10
240,45728,78,418,40,Mobile,headline,https://edwards.org/,False,2025-03-18 14:51:05
241,28799,98,828,39,Mobile,headline,https://www.franklin.com/,False,2025-09-06 23:12:45
242,22939,5,3294,43,Mobile,headline,http://holloway.com/,False,2025-09-09 22:12:42
243,41774,104,219,20,Mobile,headline,http://knight-castillo.com/,False,2025-04-23 21:45:57
244,8729,161,4380,15,Tablet,description,http://anderson.org/,True,2025-07-18 16:25:09
245,38063,119,1379,37,Desktop,image,https://www.moss-wiggins.com/,False,2025-02-11 12:29:13
246,23270,59,4813,18,Mobile,image,http://www.mcpherson-yu.com/,False,2025-01-08 17:13:53
247,1210,103,2561,39,Mobile,image,http://garcia.com/,False,2025-08-27 19:31:13
248,25749,141,2653,30,Mobile,headline,http://www.turner.com/,False,2025-03-06 06:15:48
249,2262,95,2980,41,Desktop,cta_button,https://www.hayes.net/,False,2025-06-08 11:09:55
250,2767,63,4777,24,Tablet,description,https://cross.com/,False,2025-07-14 23:32:14
251,22063,87,4083,47,Mobile,description,http://richardson.com/,True,2025-03-16 19:52:41
252,41286,21,3119,45,Mobile,image,http://perez.com/,False,2025-07-19 17:39:19
253,1654,24,3003,30,Desktop,headline,https://www.rodriguez-orr.org/,False,2025-09-19 16:27:26
254,45595,104,104,39,Mobile,image,http://mills-wilkinson.com/,True,2025-04-01 23:42:49
255,47778,44,2954,25,Tablet,cta_button,http://www.castillo-goodwin.com/,False,2025-07-24 21:43:15
256,33530,168,1902,10,Mobile,description,https://www.singleton.biz/,False,2025-09-18 05:14:36
257,28855,112,18,30,Desktop,image,https://www.daniels.info/,True,2025-04-25 19:13:58
258,44849,198,3845,34,Tablet,image,http://weaver.biz/,False,2025-02-03 08:44:31
259,24710,87,1635,46,Desktop,headline,https://www.paul.com/,False,2025-03-17 03:57:07
260,12729,148,848,1,Mobile,image,https://www.gonzalez.info/,False,2025-05-31 13:04:33
261,32458,148,3767,17,Desktop,description,http://www.mcbride.org/,False,2025-06-01 16:53:36
262,37541,21,2998,16,Mobile,image,https://russell-hernandez.com/,False,2025-07-26 22:39:13
263,33992,196,1484,50,Mobile,cta_button,http://www.clay.biz/,True,2025-07-12 07:02:46
264,6861,111,4629,44,Desktop,headline,https://www.morgan.com/,False,2025-06-28 14:05:51
265,14195,9,3464,13,Mobile,headline,https://www.young.com/,False,2025-02-01 09:58:24
266,28139,124,964,37,Tablet,description,https://mccoy-mitchell.com/,False,2025-08-13 11:47:38
267,12744,144,2795,43,Mobile,cta_button,http://www.mendoza-mitchell.biz/,False,2025-05-08 07:59:28
268,39407,53,3540,17,Desktop,headline,https://roberts-reyes.biz/,False,2025-06-28 09:19:59
269,39670,194,3898,23,Tablet,image,https://www.gross.com/,False,2025-09-26 06:52:53
270,24043,63,2417,10,Tablet,image,http://mahoney-cummings.com/,False,2025-07-04 00:04:54
271,5494,78,3325,19,Desktop,headline,http://www.davis-guerra.com/,True,2025-02-28 20:18:36
272,22871,133,729,31,Tablet,cta_button,https://rivera-anderson.com/,True,2025-02-11 20:33:39
273,46067,7,1500,29,Desktop,description,https://young.com/,False,2025-05-16 13:55:54
274,40601,64,1410,10,Mobile,image,http://palmer-howard.org/,False,2025-09-25 07:09:11
275,29518,157,3647,19,Tablet,image,https://gonzalez.com/,False,2025-01-26 22:52:21
276,8333,73,3056,9,Tablet,cta_button,https://cook.com/,True,2025-08-06 04:09:58
277,27135,39,4969,12,Mobile,cta_button,https://thornton.net/,False,2025-05-20 16:15:21
278,7435,137,3296,46,Mobile,description,https://smith.info/,False,2025-01-26 10:30:39
279,12562,62,4848,26,Mobile,image,http://vaughan.org/,False,2025-09-10 04:52:18
280,15909,96,111,12,Tablet,image,http://www.stone.com/,False,2025-08-17 12:16:19
281,45703,6,1180,11,Mobile,image,https://gonzalez.com/,False,2025-04-12 09:07:45
282,17455,57,1834,7,Tablet,headline,https://www.anderson-jones.com/,False,2025-08-17 12:23:55
283,47405,147,2475,31,Tablet,description,http://www.gutierrez.org/,False,2025-04-03 06:05:21
284,21027,84,284,8,Mobile,image,http://black.com/,False,2025-06-27 19:57:14
285,25810,71,3767,17,Desktop,description,https://www.brown.com/,False,2025-06-13 08:31:20
286,29997,50,1118,39,Desktop,headline,https://www.morales.net/,False,2025-04-12 19:20:49
287,10625,95,1292,1,Mobile,headline,https://www.williams.com/,False,2025-06-05 08:34:04
288,33963,178,3840,22,Mobile,description,https://miller-sanchez.com/,False,2025-05-29 04:43:24
289,46789,198,2802,23,Tablet,description,http://west-jackson.biz/,True,2025-02-03 22:36:19
290,34796,113,3428,4,Tablet,headline,http://www.rivas.com/,False,2025-06-24 19:08:26
291,18016,193,690,30,Desktop,headline,https://baker-davidson.com/,True,2025-07-03 19:05:11
292,9801,39,3153,42,Tablet,headline,https://stewart.biz/,False,2025-05-18 13:49:04
293,34060,8,276,1,Desktop,cta_button,http://www.morris.info/,False,2025-02-27 20:07:40
294,36020,120,1062,47,Mobile,description,https://www.oconnell-parker.org/,True,2025-02-11 19:38:40
295,20689,148,4936,1,Desktop,description,http://www.hopkins.com/,False,2025-06-01 22:48:20
296,20303,130,3529,14,Tablet,image,https://zuniga.com/,False,2025-07-24 08:53:17
297,13042,46,560,8,Mobile,cta_button,http://murray.com/,False,2025-08-20 10:50:36
298,13843,180,3691,2,Tablet,image,http://cox-white.com/,True,2025-06-15 12:43:02
299,27765,145,1723,1,Desktop,cta_button,http://ellis.com/,False,2025-06-22 11:47:19
300,49672,58,3550,41,Desktop,image,https://www.carpenter.com/,False,2025-05-17 19:56:23
301,40279,161,1657,33,Mobile,description,https://www.vega.com/,False,2025-09-06 13:55:38
302,27131,154,1745,44,Tablet,headline,https://liu-williams.org/,False,2025-08-14 12:52:52
