loan_id,application_id,amount,funded_date,term_months
LN300098,APP100149,9467,2025-10-30 10:52:00,36
LN300099,APP100150,10102,2025-09-02 03:54:00,48
LN300100,APP100151,22583,2025-09-18 14:26:00,48
LN300101,APP100153,19045,2025-07-30 07:53:00,12
LN300102,APP100154,6766,2025-11-27 10:18:00,36
LN300103,APP100156,22112,2025-12-05 05:05:00,24
LN300104,APP100157,2383,2025-10-05 11:45:00,48
LN300105,APP100158,24674,2025-11-12 11:40:00,24
LN300106,APP100160,16920,2026-01-15 07:09:00,24
LN300107,APP100165,1652,2025-12-11 13:50:00,24
LN300108,APP100167,2812,2025-09-25 04:51:00,12
LN300109,APP100172,3750,2025-11-15 13:58:00,12
LN300110,APP100174,11286,2025-11-10 14:54:00,36
LN300111,APP100177,20713,2025-12-08 21:23:00,48
LN300112,APP100178,10764,2025-08-05 14:09:00,48
LN300113,APP100179,3083,2025-07-31 22:51:00,48
LN300114,APP100180,14336,2025-12-08 02:05:00,48
LN300115,APP100181,12909,2025-10-23 10:25:00,36
LN300116,APP100182,23009,2025-09-09 13:03:00,48
LN300117,APP100183,22542,2025-11-06 01:42:00,48
LN300118,APP100185,3959,2026-01-09 04:57:00,36
LN300119,APP100187,14005,2025-12-23 01:40:00,12
LN300120,APP100188,24731,2026-01-27 21:56:00,48
LN300121,APP100191,5605,2025-12-09 09:26:00,12
LN300122,APP100194,8734,2025-11-08 21:44:00,12
LN300123,APP100195,4667,2025-12-17 09:46:00,48
LN300124,APP100197,19709,2025-10-17 11:00:00,24
LN300125,APP100198,17392,2025-10-08 16:39:00,24
LN300126,APP100200,4953,2025-09-04 22:25:00,48
LN300127,APP100201,18103,2025-11-20 20:13:00,36
LN300128,APP100204,22765,2025-12-15 19:50:00,36
LN300129,APP100207,20019,2026-01-03 20:28:00,48
LN300130,APP100210,18211,2026-01-23 11:56:00,36
LN300131,APP100211,9251,2026-01-11 12:49:00,12
LN300132,APP100212,17267,2025-09-17 09:05:00,48
LN300133,APP100213,3957,2025-08-07 17:21:00,48
LN300134,APP100214,8801,2025-11-05 23:46:00,24
LN300135,APP100216,20654,2025-08-30 16:34:00,24
LN300136,APP100217,5006,2025-10-09 06:05:00,48
LN300137,APP100219,11269,2025-12-06 17:19:00,12
LN300138,APP100220,11790,2025-12-09 10:48:00,36
LN300139,APP100221,20147,2026-01-07 05:01:00,12
LN300140,APP100222,13777,2025-08-05 17:37:00,24
LN300141,APP100223,8731,2025-10-03 07:53:00,36
LN300142,APP100225,14856,2025-10-14 23:27:00,48
LN300143,APP100227,8143,2025-12-05 03:46:00,24
LN300144,APP100228,5727,2025-08-13 11:16:00,36
LN300145,APP100233,4500,2026-01-05 16:22:00,24
LN300146,APP100234,6739,2025-08-29 01:48:00,24
LN300147,APP100235,8015,2026-01-11 03:28:00,12
LN300148,APP100236,9996,2025-10-13 18:47:00,12
LN300149,APP100237,15400,2025-07-30 14:21:00,12
LN300150,APP100238,14381,2025-09-27 23:37:00,48
LN300151,APP100239,9333,2025-12-20 22:57:00,48
LN300152,APP100241,20316,2026-01-05 21:34:00,12
LN300153,APP100242,2832,2025-12-28 07:22:00,24
LN300154,APP100243,17068,2025-10-13 09:42:00,48
LN300155,APP100244,18480,2026-01-28 18:43:00,24
LN300156,APP100245,13278,2025-09-02 22:24:00,48
LN300157,APP100246,23925,2025-12-09 23:15:00,36
LN300158,APP100247,4701,2025-08-24 10:33:00,36
LN300159,APP100248,11370,2025-12-25 06:52:00,48
LN300160,APP100249,18882,2025-10-29 14:06:00,36
LN300161,APP100250,14886,2025-09-04 22:27:00,48
LN300162,APP100254,16560,2025-11-11 02:05:00,12
LN300163,APP100256,23371,2025-08-13 13:56:00,12
LN300164,APP100258,9072,2025-08-31 15:13:00,36
LN300165,APP100261,10100,2025-11-20 02:23:00,24
LN300166,APP100263,5748,2026-01-18 16:25:00,36
LN300167,APP100265,12894,2025-12-26 17:33:00,24
LN300168,APP100272,16572,2025-11-07 08:37:00,48
LN300169,APP100273,24451,2025-12-03 20:27:00,36
LN300170,APP100274,13050,2025-11-18 22:59:00,12
LN300171,APP100275,11098,2025-12-01 23:26:00,24
LN300172,APP100276,1690,2025-09-08 04:32:00,48
LN300173,APP100278,22148,2025-08-30 15:45:00,12
LN300174,APP100283,20851,2025-11-23 04:45:00,12
LN300175,APP100284,2140,2025-12-07 16:07:00,12
LN300176,APP100285,22699,2026-01-22 06:29:00,48
LN300177,APP100287,2791,2025-11-27 01:47:00,48
LN300178,APP100288,23632,2025-09-07 17:23:00,36
LN300179,APP100289,23006,2025-08-28 19:54:00,48
LN300180,APP100291,8853,2025-11-10 03:07:00,24
LN300181,APP100292,9289,2025-10-31 18:18:00,24
LN300182,APP100293,19111,2025-08-08 16:09:00,36
LN300183,APP100294,13605,2025-08-28 11:19:00,24
LN300184,APP100297,11134,2025-11-01 09:18:00,24
LN300185,APP100298,21937,2025-11-30 00:50:00,24
LN300186,APP100299,23957,2025-09-03 04:50:00,48
LN300187,APP100300,12890,2025-12-26 13:03:00,24
LN300188,APP100301,23454,2025-10-15 09:13:00,12
LN300189,APP100303,4999,2025-09-13 23:31:00,48
LN300190,APP100304,18527,2025-07-29 03:35:00,24
LN300191,APP100305,8745,2025-10-26 02:55:00,24
LN300192,APP100306,15496,2025-08-09 13:30:00,24
LN300193,APP100308,13729,2025-12-22 09:36:00,12
LN300194,APP100309,1257,2025-11-21 10:50:00,24
LN300195,APP100310,13877,2025-11-02 15:53:00,24
LN300196,APP100311,9373,2026-01-29 19:08:00,36
LN300197,APP100312,10859,2025-09-02 16:40:00,48
LN300198,APP100313,3957,2025-11-23 14:42:00,48
LN300199,APP100316,8715,2025-11-20 04:55:00,12
LN300200,APP100317,10745,2025-10-20 02:51:00,24
LN300201,APP100321,7893,2026-01-04 21:39:00,12
LN300202,APP100323,6250,2025-11-10 12:14:00,36
LN300203,APP100325,15380,2025-11-07 10:34:00,12
LN300204,APP100327,21688,2025-08-09 21:56:00,48
LN300205,APP100329,11393,2025-11-19 23:17:00,12
LN300206,APP100331,22116,2026-01-10 02:55:00,36
LN300207,APP100333,14313,2025-09-09 22:01:00,12
LN300208,APP100334,2110,2025-12-22 20:50:00,36
LN300209,APP100336,9979,2026-01-26 09:35:00,12
LN300210,APP100337,3624,2026-01-10 03:41:00,24
LN300211,APP100338,17111,2025-12-19 02:12:00,48
LN300212,APP100340,16436,2026-01-03 17:36:00,48
LN300213,APP100341,14531,2025-08-11 18:33:00,12
LN300214,APP100343,11902,2025-09-15 15:32:00,12
LN300215,APP100348,24507,2025-08-02 03:42:00,12
LN300216,APP100350,14840,2025-12-12 05:01:00,36
LN300217,APP100351,4289,2025-10-07 06:15:00,12
LN300218,APP100352,6254,2026-01-25 18:28:00,12
LN300219,APP100353,23887,2025-08-19 17:38:00,12
LN300220,APP100355,9551,2025-10-19 12:37:00,24
LN300221,APP100356,17591,2025-08-09 15:55:00,12
LN300222,APP100358,3174,2025-08-03 10:27:00,48
LN300223,APP100362,12529,2025-09-13 13:01:00,36
LN300224,APP100363,14791,2025-12-11 10:24:00,48
LN300225,APP100364,20730,2025-10-02 02:07:00,48
LN300226,APP100366,24895,2025-08-23 17:10:00,36
LN300227,APP100368,18947,2025-10-10 04:11:00,48
LN300228,APP100371,11707,2025-10-02 02:09:00,36
LN300229,APP100372,15852,2025-10-15 13:43:00,36
LN300230,APP100373,23780,2025-09-10 01:39:00,36
LN300231,APP100374,1896,2025-10-20 05:01:00,36
LN300232,APP100376,2707,2026-01-27 01:19:00,24
LN300233,APP100378,22016,2025-11-05 03:20:00,36
LN300234,APP100380,22023,2025-09-03 13:57:00,48
LN300235,APP100381,7020,2025-10-19 08:24:00,48
LN300236,APP100383,21648,2025-08-28 01:12:00,12
LN300237,APP100385,15529,2025-09-28 19:37:00,36
LN300238,APP100386,22007,2025-09-27 15:32:00,36
LN300239,APP100389,5459,2025-12-05 12:07:00,12
LN300240,APP100390,1100,2025-10-05 01:20:00,12
LN300241,APP100391,14128,2025-11-24 17:26:00,48
LN300242,APP100392,7556,2025-08-14 15:01:00,48
LN300243,APP100397,21588,2025-11-10 20:14:00,24
LN300244,APP100398,11012,2025-08-02 08:35:00,12
LN300245,APP100399,11280,2025-12-26 21:06:00,12
LN300246,APP100400,19868,2025-09-30 17:41:00,36
LN300247,APP100402,3694,2025-08-30 09:36:00,24
LN300248,APP100406,4631,2025-11-10 14:05:00,36
LN300249,APP100407,6171,2026-01-07 16:13:00,48
LN300250,APP100408,9179,2025-09-03 11:34:00,48
LN300251,APP100409,17920,2025-09-10 07:34:00,48
LN300252,APP100411,24382,2025-11-14 17:28:00,24
LN300253,APP100412,22272,2025-08-08 00:52:00,12
LN300254,APP100414,5262,2025-11-24 19:18:00,36
LN300255,APP100416,20464,2026-01-12 05:00:00,12
LN300256,APP100417,23470,2025-08-13 15:17:00,36
LN300257,APP100421,14445,2025-12-29 08:53:00,12
LN300258,APP100425,11466,2026-01-19 12:22:00,36
LN300259,APP100426,15794,2026-01-06 06:37:00,48
LN300260,APP100427,16675,2025-12-06 09:02:00,24
LN300261,APP100428,5374,2025-09-08 23:34:00,48
LN300262,APP100430,9541,2025-12-20 02:19:00,48
LN300263,APP100432,6684,2025-08-20 12:44:00,12
LN300264,APP100433,23526,2025-08-29 04:46:00,36
LN300265,APP100434,20432,2025-12-18 08:56:00,48
LN300266,APP100437,11734,2025-11-16 06:39:00,48
LN300267,APP100442,10233,2025-12-05 10:56:00,12
LN300268,APP100443,7509,2026-01-19 10:40:00,48
LN300269,APP100444,3765,2025-10-03 22:28:00,36
LN300270,APP100445,14582,2025-10-06 07:42:00,24
LN300271,APP100450,13045,2025-10-19 10:13:00,24
LN300272,APP100451,6960,2025-11-23 19:21:00,12
LN300273,APP100452,13894,2025-08-02 22:08:00,24
LN300274,APP100453,13364,2026-01-10 00:38:00,48
LN300275,APP100455,19690,2025-11-27 00:57:00,12
LN300276,APP100457,8355,2025-07-31 21:11:00,36
LN300277,APP100459,1679,2025-11-11 17:57:00,48
LN300278,APP100460,1752,2026-01-23 22:31:00,24
LN300279,APP100461,19301,2025-11-06 17:05:00,48
LN300280,APP100462,22204,2026-01-11 20:04:00,12
LN300281,APP100463,21054,2025-12-13 00:57:00,48
LN300282,APP100464,21533,2026-01-16 14:43:00,24
LN300283,APP100468,8494,2025-08-29 11:52:00,24
LN300284,APP100470,3915,2025-11-02 19:22:00,24
LN300285,APP100471,16152,2025-11-05 05:53:00,24
LN300286,APP100472,7496,2026-01-23 00:07:00,12
LN300287,APP100474,9578,2025-11-24 11:59:00,12
LN300288,APP100479,23978,2025-09-16 14:00:00,48
LN300289,APP100484,6529,2025-09-23 23:01:00,12
LN300290,APP100486,2631,2025-10-08 21:58:00,24
LN300291,APP100487,14141,2026-01-26 11:12:00,36
LN300292,APP100490,21250,2025-08-21 19:40:00,48
LN300293,APP100491,15054,2025-10-14 22:14:00,36
LN300294,APP100492,20673,2025-09-26 15:23:00,24
LN300295,APP100495,9524,2025-08-07 08:31:00,36
LN300296,APP100496,5890,2026-01-25 22:38:00,48
LN300297,APP100498,3918,2025-09-20 00:12:00,12
LN300298,APP100499,13056,2026-01-08 12:07:00,24
LN300299,APP100502,6574,2025-10-08 18:32:00,48
LN300300,APP100503,19587,2025-12-02 05:35:00,12
LN300301,APP100506,4845,2025-09-16 21:47:00,36
LN300302,APP100507,1462,2025-12-20 21:43:00,24
LN300303,APP100508,24546,2025-12-30 18:11:00,12
LN300304,APP100512,18230,2025-08-14 18:08:00,36
LN300305,APP100514,15259,2025-08-14 04:16:00,48
LN300306,APP100515,15867,2025-12-21 07:56:00,48
LN300307,APP100516,23072,2025-12-09 23:50:00,48
LN300308,APP100517,17192,2025-10-07 06:54:00,24
LN300309,APP100519,4883,2026-01-18 00:44:00,24
LN300310,APP100520,8355,2026-01-18 17:39:00,36
LN300311,APP100521,24382,2025-10-01 21:35:00,12
LN300312,APP100522,7656,2025-11-22 00:27:00,36
LN300313,APP100523,7243,2026-01-09 21:41:00,12
LN300314,APP100527,9722,2025-08-11 10:27:00,12
LN300315,APP100528,10435,2025-11-10 08:07:00,12
LN300316,APP100531,17192,2026-01-19 16:29:00,36
LN300317,APP100533,13519,2025-12-02 11:33:00,24
LN300318,APP100536,5266,2025-08-09 23:14:00,12
LN300319,APP100541,15133,2025-08-10 08:58:00,36
LN300320,APP100542,7770,2025-11-13 17:28:00,24
LN300321,APP100543,20663,2025-10-17 00:25:00,36
LN300322,APP100544,8063,2025-09-16 10:05:00,48
LN300323,APP100545,10272,2025-12-22 00:47:00,12
LN300324,APP100548,24812,2025-09-24 22:27:00,36
LN300325,APP100549,23190,2025-08-17 07:12:00,12
LN300326,APP100551,7205,2025-09-09 10:19:00,24
LN300327,APP100552,14707,2025-08-14 20:40:00,48
LN300328,APP100555,6910,2025-08-22 00:30:00,48
LN300329,APP100556,14386,2025-11-16 00:37:00,36
LN300330,APP100559,5782,2026-01-05 10:53:00,36
LN300331,APP100561,1942,2025-10-01 07:06:00,24
LN300332,APP100562,10509,2025-11-27 07:21:00,24
LN300333,APP100563,9578,2025-08-11 10:33:00,12
LN300334,APP100566,8716,2025-09-27 02:49:00,48
LN300335,APP100567,21240,2025-12-29 19:28:00,12
LN300336,APP100569,15777,2025-08-22 20:28:00,48
LN300337,APP100570,9136,2025-12-24 03:05:00,36
LN300338,APP100572,13112,2025-08-13 01:24:00,24
LN300339,APP100574,20100,2025-10-17 22:04:00,36
LN300340,APP100577,23422,2025-08-30 01:58:00,24
LN300341,APP100578,22208,2025-11-19 01:19:00,48
LN300342,APP100579,16013,2026-01-01 20:27:00,48
LN300343,APP100580,3809,2025-08-14 03:43:00,24
LN300344,APP100581,1338,2025-08-12 17:03:00,36
LN300345,APP100582,16364,2025-10-12 12:25:00,24
LN300346,APP100583,5364,2025-08-22 19:48:00,12
LN300347,APP100585,11592,2025-11-11 07:55:00,36
LN300348,APP100586,23708,2025-12-29 21:39:00,36
LN300349,APP100587,14027,2025-07-31 14:24:00,12
LN300350,APP100589,23506,2025-11-24 13:56:00,36
LN300351,APP100590,7953,2026-01-03 19:06:00,48
LN300352,APP100593,24374,2025-10-23 20:43:00,24
LN300353,APP100594,13566,2025-08-04 14:33:00,48
LN300354,APP100597,24214,2025-10-21 18:12:00,36
LN300355,APP100598,14870,2025-08-25 03:00:00,48
LN300356,APP100600,20568,2025-12-28 22:04:00,12
LN300357,APP100605,9396,2025-12-27 06:57:00,36
LN300358,APP100606,3393,2025-12-22 04:40:00,24
LN300359,APP100607,4122,2025-12-06 08:22:00,24
LN300360,APP100609,19251,2025-11-13 15:46:00,24
LN300361,APP100610,2925,2026-01-03 14:11:00,12
LN300362,APP100611,2707,2025-09-29 04:51:00,24
LN300363,APP100612,11907,2025-08-09 01:08:00,48
LN300364,APP100613,8695,2025-10-16 18:27:00,48
LN300365,APP100614,16431,2025-12-07 20:48:00,36
LN300366,APP100616,12609,2025-10-28 09:37:00,24
LN300367,APP100617,20869,2025-12-14 04:09:00,12
LN300368,APP100622,22980,2025-11-26 09:38:00,48
LN300369,APP100624,20602,2025-10-24 09:23:00,36
LN300370,APP100625,24251,2025-07-31 16:37:00,48
LN300371,APP100629,2491,2026-01-13 21:09:00,48
LN300372,APP100631,1175,2025-08-12 07:32:00,36
LN300373,APP100634,9311,2025-12-19 01:27:00,48
LN300374,APP100635,17532,2025-10-25 06:12:00,48
LN300375,APP100636,21304,2026-01-08 06:50:00,12
LN300376,APP100637,13482,2025-08-15 10:12:00,36
LN300377,APP100638,10912,2026-01-15 15:44:00,36
LN300378,APP100641,13933,2026-01-22 14:38:00,24
LN300379,APP100643,22995,2026-01-22 10:54:00,48
LN300380,APP100644,13153,2025-12-24 18:21:00,12
LN300381,APP100645,5333,2026-01-02 09:26:00,24
LN300382,APP100647,19335,2025-10-21 05:06:00,36
LN300383,APP100650,2347,2025-11-22 01:31:00,12
LN300384,APP100651,20021,2025-09-23 00:40:00,36
LN300385,APP100652,6877,2025-09-24 22:14:00,48
LN300386,APP100653,9529,2025-11-25 19:13:00,24
LN300387,APP100655,6566,2025-09-28 15:47:00,24
LN300388,APP100656,17506,2025-10-21 23:24:00,48
LN300389,APP100657,17149,2025-09-19 12:11:00,48
LN300390,APP100658,12114,2025-07-30 11:00:00,36
LN300391,APP100661,16338,2025-08-16 11:01:00,24
LN300392,APP100664,5322,2025-12-18 03:09:00,24
LN300393,APP100665,3937,2025-10-11 14:12:00,24
LN300394,APP100666,11397,2026-01-06 18:58:00,24
LN300395,APP100667,24273,2025-10-29 01:01:00,12
LN300396,APP100668,18380,2025-09-17 06:18:00,36
LN300397,APP100669,15186,2025-09-11 07:56:00,12
LN300398,APP100672,5646,2025-10-04 23:11:00,24
LN300399,APP100675,9532,2025-10-23 17:15:00,48
LN300400,APP100676,4828,2025-09-12 06:01:00,48
LN300401,APP100677,11265,2025-09-12 08:58:00,24
LN300402,APP100679,2447,2025-08-23 00:53:00,12
LN300403,APP100680,5190,2026-01-18 04:24:00,12
LN300404,APP100681,17358,2026-01-12 03:21:00,36
LN300405,APP100682,10207,2025-09-20 09:29:00,48
LN300406,APP100685,12815,2025-09-28 11:51:00,24
LN300407,APP100686,15093,2025-11-01 21:10:00,12
LN300408,APP100688,10270,2025-12-10 19:56:00,12
LN300409,APP100689,9625,2025-11-17 22:04:00,36
LN300410,APP100690,21084,2025-08-28 04:56:00,48
LN300411,APP100691,9642,2025-08-31 06:12:00,24
LN300412,APP100693,17940,2025-12-12 12:44:00,48
LN300413,APP100694,11256,2025-11-01 10:38:00,24
LN300414,APP100696,15279,2025-11-15 20:15:00,12
LN300415,APP100699,6406,2025-08-09 19:37:00,12
LN300416,APP100700,11339,2025-09-15 17:18:00,24
LN300417,APP100702,17098,2025-09-05 10:15:00,48
LN300418,APP100704,5956,2025-08-11 20:50:00,48
LN300419,APP100705,19208,2025-10-08 04:54:00,36
LN300420,APP100706,22542,2025-12-06 18:56:00,24
LN300421,APP100707,21861,2025-12-01 06:46:00,48
LN300422,APP100708,15417,2025-08-18 15:50:00,12
LN300423,APP100709,2743,2026-01-14 19:04:00,48
LN300424,APP100710,7190,2025-09-09 16:24:00,48
LN300425,APP100711,5870,2026-01-10 16:23:00,36
LN300426,APP100714,2788,2025-12-03 16:29:00,48
LN300427,APP100715,8532,2025-09-12 10:45:00,36
LN300428,APP100716,7001,2025-11-01 16:44:00,12
LN300429,APP100718,2175,2025-11-29 22:31:00,12
LN300430,APP100719,16409,2025-11-27 08:37:00,12
LN300431,APP100721,9527,2025-11-08 20:58:00,12
LN300432,APP100723,6359,2025-12-25 20:02:00,12
LN300433,APP100725,24132,2025-09-20 07:57:00,48
LN300434,APP100726,16307,2025-09-18 14:55:00,24
LN300435,APP100727,15300,2025-09-27 12:13:00,12
LN300436,APP100729,4801,2025-10-15 13:56:00,48
LN300437,APP100730,17217,2025-11-02 18:10:00,36
LN300438,APP100731,2336,2025-11-01 08:35:00,12
LN300439,APP100734,15467,2025-08-19 04:48:00,24
LN300440,APP100736,12682,2025-08-19 09:28:00,48
LN300441,APP100739,24233,2025-12-08 11:14:00,48
LN300442,APP100742,19378,2025-12-25 01:29:00,48
LN300443,APP100743,16899,2025-12-07 19:21:00,36
LN300444,APP100744,15999,2025-11-15 14:29:00,24
LN300445,APP100745,17154,2025-11-16 13:23:00,12
LN300446,APP100748,4686,2025-12-03 10:17:00,36
LN300447,APP100749,24585,2025-11-03 00:11:00,12
LN300448,APP100750,5851,2025-11-19 07:16:00,24
LN300449,APP100752,5051,2026-01-10 02:22:00,48
LN300450,APP100753,12455,2025-08-19 09:53:00,12
LN300451,APP100754,4066,2025-12-04 16:34:00,48
LN300452,APP100755,7675,2026-01-09 02:50:00,48
LN300453,APP100756,10309,2025-10-07 07:06:00,12
LN300454,APP100759,6919,2025-08-28 02:23:00,12
LN300455,APP100760,6514,2025-08-07 17:12:00,24
LN300456,APP100761,17670,2025-10-22 06:43:00,12
LN300457,APP100763,9938,2025-10-21 08:19:00,24
LN300458,APP100764,19456,2026-01-19 08:12:00,24
LN300459,APP100765,22729,2026-01-25 19:08:00,12
LN300460,APP100767,20191,2026-01-28 23:34:00,48
LN300461,APP100768,7959,2025-10-03 00:49:00,36
LN300462,APP100769,20121,2025-10-13 09:52:00,12
LN300463,APP100770,1135,2025-10-25 12:25:00,12
LN300464,APP100775,18236,2025-12-24 20:00:00,24
LN300465,APP100776,19703,2025-11-26 20:32:00,24
LN300466,APP100777,6916,2025-09-05 12:14:00,24
LN300467,APP100778,14645,2025-09-25 23:47:00,12
LN300468,APP100781,3517,2025-09-20 15:14:00,36
LN300469,APP100784,9066,2025-12-08 18:50:00,12
LN300470,APP100785,17322,2025-12-17 14:46:00,12
LN300471,APP100788,23180,2025-11-24 10:50:00,12
LN300472,APP100789,4090,2025-08-19 10:54:00,36
LN300473,APP100792,11769,2025-09-15 13:49:00,36
LN300474,APP100794,1850,2026-01-23 13:13:00,24
LN300475,APP100796,10315,2025-11-18 14:54:00,48
LN300476,APP100797,23325,2025-12-18 00:23:00,12
LN300477,APP100798,23303,2025-09-02 18:55:00,24
LN300478,APP100800,4997,2025-08-30 09:47:00,36
LN300479,APP100802,13916,2025-07-31 15:51:00,12
LN300480,APP100803,13240,2026-01-13 11:21:00,36
LN300481,APP100804,20344,2025-09-24 13:27:00,48
LN300482,APP100805,4475,2026-01-20 12:48:00,24
LN300483,APP100806,11601,2026-01-21 17:19:00,48
LN300484,APP100808,6038,2025-10-20 18:01:00,36
LN300485,APP100809,1946,2025-12-21 01:59:00,36
LN300486,APP100810,3656,2025-09-02 04:21:00,24
LN300487,APP100811,16080,2025-12-21 20:51:00,12
LN300488,APP100812,24190,2025-12-30 19:36:00,12
LN300489,APP100814,22611,2025-11-06 12:13:00,24
LN300490,APP100815,16723,2025-11-06 02:34:00,12
LN300491,APP100816,15878,2025-11-04 06:30:00,24
LN300492,APP100817,21589,2025-08-25 10:36:00,24
LN300493,APP100818,9825,2025-11-21 20:57:00,36
LN300494,APP100819,20470,2025-10-14 02:10:00,24
LN300495,APP100820,22561,2025-08-24 21:35:00,24
LN300496,APP100821,1190,2025-09-12 01:52:00,24
LN300497,APP100822,11794,2026-01-21 19:31:00,36
