loan_id,application_id,amount,funded_date,term_months
LN300159,APP100273,15245,2025-08-16 01:59:25.071405,12
LN300160,APP100620,24520,2025-11-26 09:34:47.753062,12
LN300161,APP100580,12280,2025-10-08 23:20:06.073637,36
LN300162,APP100910,3925,2025-12-18 06:14:05.580932,24
LN300163,APP100973,20094,2025-12-13 19:59:07.678787,12
LN300164,APP100610,1266,2025-12-11 02:43:41.594285,48
LN300165,APP100237,21037,2025-11-14 07:48:23.290268,48
LN300166,APP100836,17725,2025-09-02 20:47:30.563982,48
LN300167,APP100703,14244,2025-09-29 01:59:15.213139,24
LN300168,APP100844,5179,2025-12-03 00:16:08.761594,36
LN300169,APP100367,10639,2025-08-31 02:30:42.973049,24
LN300170,APP100081,3045,2025-11-06 18:15:25.360788,36
LN300171,APP100704,13098,2025-11-29 19:05:34.845402,24
LN300172,APP100798,18985,2025-12-29 00:44:26.992416,24
LN300173,APP100488,2740,2025-07-31 04:49:17.727887,24
LN300174,APP100137,1027,2025-08-15 23:26:15.798643,12
LN300175,APP100514,24047,2025-08-17 02:51:16.450480,48
LN300176,APP100929,19351,2025-10-19 01:16:50.771807,48
LN300177,APP100480,12771,2025-09-07 08:56:32.979885,24
LN300178,APP100955,4594,2025-09-19 03:02:22.690740,48
LN300179,APP100665,10247,2025-09-02 12:38:21.159122,48
LN300180,APP100382,2021,2025-08-02 08:39:40.637292,36
LN300181,APP100867,8708,2025-08-14 22:00:45.733895,12
LN300182,APP100928,15146,2026-01-17 16:26:24.523766,48
LN300183,APP100503,24010,2025-11-26 19:34:11.891928,24
LN300184,APP100485,20338,2025-12-29 17:23:15.177774,24
LN300185,APP100916,13919,2026-01-19 21:21:33.278545,36
LN300186,APP100167,21487,2025-11-23 09:46:26.475111,48
LN300187,APP100197,11424,2025-12-06 06:51:34.802435,24
LN300188,APP100231,24323,2025-08-20 01:49:08.100404,24
LN300189,APP100033,13543,2026-01-02 14:02:33.648474,12
LN300190,APP100418,14304,2025-08-21 21:40:13.548559,48
LN300191,APP100782,13503,2025-11-26 18:38:19.252578,12
LN300192,APP100015,15260,2026-01-10 13:56:45.967207,12
LN300193,APP100276,18862,2025-11-10 03:45:35.423048,48
LN300194,APP100422,7921,2026-01-22 23:00:10.391949,12
LN300195,APP100227,22708,2026-01-09 20:44:35.518767,48
LN300196,APP100760,6682,2025-12-04 00:00:23.206411,48
LN300197,APP100687,16560,2025-09-13 14:43:50.242525,48
LN300198,APP100965,5557,2025-10-22 22:04:32.985488,12
LN300199,APP100775,7167,2026-01-17 06:10:47.915653,48
LN300200,APP100209,19200,2025-11-23 12:51:17.001493,48
LN300201,APP100067,13602,2026-01-14 18:37:22.245493,24
LN300202,APP100181,12805,2025-09-17 20:30:35.317759,12
LN300203,APP100449,14671,2025-10-15 13:33:31.282133,12
LN300204,APP100854,6055,2026-01-11 05:22:36.597055,48
LN300205,APP100947,10452,2025-12-17 15:47:32.382325,24
LN300206,APP100828,22956,2025-09-26 12:09:09.461900,24
LN300207,APP100332,5113,2025-08-27 19:14:31.184699,36
LN300208,APP100958,5400,2025-08-11 14:46:15.661696,36
LN300209,APP100252,1380,2025-12-18 23:41:59.555233,24
LN300210,APP100437,3350,2025-10-07 10:26:25.421241,12
LN300211,APP100414,22246,2025-09-28 05:00:11.945436,12
LN300212,APP100042,1514,2025-08-09 01:13:08.359712,48
LN300213,APP100622,5718,2026-01-20 19:57:17.163877,36
LN300214,APP100752,24636,2025-09-15 16:45:35.958384,24
LN300215,APP100972,16948,2025-10-18 01:34:42.461566,48
LN300216,APP100737,22558,2025-10-27 11:26:36.271557,12
LN300217,APP100320,15310,2026-01-15 20:38:13.534778,48
LN300218,APP100403,5449,2025-11-18 07:05:35.246244,48
LN300219,APP100842,3774,2025-08-30 20:00:02.242822,24
LN300220,APP100803,5496,2025-10-27 12:55:30.044429,48
LN300221,APP100585,22045,2025-08-24 11:20:29.051348,24
LN300222,APP100608,14626,2025-12-17 10:36:41.543009,36
LN300223,APP100549,15943,2025-09-07 04:23:41.193747,48
LN300224,APP100537,23786,2025-11-24 08:58:52.843205,12
LN300225,APP100656,20805,2026-01-12 22:04:56.381039,12
LN300226,APP100721,14949,2025-12-07 15:12:28.091476,48
LN300227,APP100039,21422,2025-08-17 00:06:57.254572,36
LN300228,APP100912,6891,2025-08-11 10:00:45.096917,12
LN300229,APP100111,15889,2025-11-11 03:03:27.274590,36
LN300230,APP100462,17692,2025-09-13 02:38:00.537923,48
LN300231,APP100467,14897,2025-10-19 01:00:54.515009,36
LN300232,APP100043,19089,2026-01-09 22:59:55.417227,24
LN300233,APP100251,15747,2025-08-25 09:20:25.729261,12
LN300234,APP100531,13606,2025-11-23 19:43:13.976887,36
LN300235,APP100550,12642,2026-01-16 15:39:31.259212,12
LN300236,APP100405,8397,2025-11-28 06:53:57.746332,36
LN300237,APP100785,7088,2025-09-16 00:35:00.602178,12
LN300238,APP100953,14918,2025-12-04 19:26:37.537007,12
LN300239,APP100571,20810,2026-01-11 10:47:27.858814,48
LN300240,APP100817,1243,2025-11-11 17:36:40.865803,36
LN300241,APP100528,19937,2025-10-31 19:55:52.827916,48
LN300242,APP100645,17323,2026-01-17 22:38:50.277783,12
LN300243,APP100050,24950,2025-10-27 06:50:25.686250,36
LN300244,APP100194,8757,2025-10-17 05:37:50.374266,36
LN300245,APP100298,24335,2025-12-31 07:19:15.825604,24
LN300246,APP100450,17440,2025-12-19 16:37:04.638829,12
LN300247,APP100407,9822,2025-12-20 12:14:44.194857,24
LN300248,APP100311,14462,2025-11-05 09:12:30.291682,24
LN300249,APP100292,18896,2025-07-29 14:36:19.091020,36
LN300250,APP100472,19885,2026-01-20 13:33:00.027395,24
LN300251,APP100170,13024,2025-12-26 12:11:05.740256,12
LN300252,APP100432,2096,2025-10-25 16:48:17.872976,48
LN300253,APP100301,2240,2025-11-10 08:56:56.394315,24
LN300254,APP100837,19617,2026-01-17 01:08:46.680142,24
LN300255,APP100055,16835,2025-10-03 00:58:59.988912,36
LN300256,APP100706,24097,2025-12-01 10:59:11.790439,36
LN300257,APP100529,13077,2025-10-10 17:06:53.820319,36
LN300258,APP100145,4708,2025-11-22 08:06:55.718869,48
LN300259,APP100474,20014,2026-01-21 10:09:58.623816,36
LN300260,APP100661,16778,2025-08-14 16:23:07.298944,12
LN300261,APP100769,23626,2025-11-04 08:54:35.012193,12
LN300262,APP100092,3623,2026-01-21 19:26:49.578548,36
LN300263,APP100959,5655,2025-08-12 19:17:49.780040,36
LN300264,APP100115,24926,2025-10-21 13:46:02.590264,48
LN300265,APP100184,24963,2025-12-17 00:53:59.006436,48
LN300266,APP100599,18249,2025-11-25 04:39:07.189548,12
LN300267,APP100712,10156,2025-08-30 11:56:47.157770,48
LN300268,APP100559,16235,2025-08-05 05:41:11.408429,36
LN300269,APP100880,17939,2025-10-07 16:28:00.442298,48
LN300270,APP100919,3563,2025-09-02 03:28:11.850967,36
LN300271,APP100865,18149,2025-12-04 01:00:58.112384,12
LN300272,APP100331,20990,2026-01-09 22:46:13.590146,24
LN300273,APP100461,3898,2025-11-22 00:48:17.732500,48
LN300274,APP100025,9035,2025-10-03 02:29:49.605163,12
LN300275,APP100183,16481,2025-08-13 14:45:09.836334,12
LN300276,APP100464,21665,2025-11-22 10:24:22.479780,48
LN300277,APP100604,22749,2025-12-11 07:11:29.732105,24
LN300278,APP100206,22912,2025-08-23 17:59:17.070001,36
LN300279,APP100465,3558,2025-09-02 12:41:50.808134,12
LN300280,APP100861,23415,2025-12-08 10:22:03.278762,12
LN300281,APP100256,21764,2025-11-15 02:26:49.243793,24
LN300282,APP100727,18668,2025-10-27 00:27:03.394475,36
LN300283,APP100708,19993,2025-08-09 14:10:31.648119,12
LN300284,APP100975,11239,2025-11-05 11:04:40.225860,24
LN300285,APP100813,21088,2025-09-23 14:56:22.432042,48
LN300286,APP100126,2729,2025-11-04 05:52:45.287444,24
LN300287,APP100093,12257,2025-12-29 12:02:57.446387,24
LN300288,APP100116,18531,2025-10-19 16:08:27.375573,12
LN300289,APP100460,1353,2026-01-28 05:36:04.684524,36
LN300290,APP100649,16363,2025-08-04 19:34:49.708461,48
LN300291,APP100371,15877,2025-08-08 07:32:11.273408,24
LN300292,APP100087,17798,2025-12-20 22:49:47.988996,48
LN300293,APP100881,16375,2025-08-05 21:04:08.327030,36
LN300294,APP100393,19807,2025-08-19 17:54:51.379633,48
LN300295,APP100523,11863,2025-12-24 12:10:11.873444,48
LN300296,APP100843,14795,2025-11-28 18:52:09.491779,12
LN300297,APP100163,12564,2025-10-21 08:09:48.710746,36
LN300298,APP100387,10654,2025-11-30 18:23:30.006026,24
LN300299,APP100563,10476,2026-01-05 20:42:42.535325,12
LN300300,APP100784,6488,2025-08-25 09:46:45.221785,12
LN300301,APP100044,2157,2025-11-12 14:23:26.396043,24
LN300302,APP100174,23775,2026-01-15 03:59:11.848933,36
LN300303,APP100343,20583,2025-08-04 18:51:06.405624,48
LN300304,APP100579,10963,2025-08-24 01:15:48.691293,36
LN300305,APP100983,24821,2025-11-26 07:19:12.080123,36
LN300306,APP100153,19471,2025-10-23 16:54:21.282226,48
LN300307,APP100166,9534,2026-01-13 21:58:20.059892,48
LN300308,APP100877,3012,2025-08-06 10:15:37.002889,48
LN300309,APP100724,21620,2025-12-05 00:55:36.185245,36
LN300310,APP100052,16504,2025-08-22 00:27:16.672768,24
LN300311,APP100429,19944,2025-08-29 16:39:05.844819,36
LN300312,APP100315,6540,2025-08-07 04:36:52.259254,24
LN300313,APP100884,19771,2025-09-23 13:12:06.015411,36
LN300314,APP100456,2691,2025-12-22 00:57:59.089817,24
LN300315,APP100295,22506,2025-10-20 22:30:40.184511,48
LN300316,APP100641,10560,2025-08-29 09:45:51.612807,36
LN300317,APP100185,21457,2025-11-14 18:02:37.077735,36
LN300318,APP100120,1894,2025-12-26 11:24:20.106020,12
LN300319,APP100846,10398,2025-08-17 13:33:30.889226,24
LN300320,APP100801,16884,2025-10-28 11:23:08.450524,36
LN300321,APP100003,3703,2025-12-23 01:09:28.014585,36
LN300322,APP100637,5155,2025-09-07 14:02:53.761404,48
LN300323,APP100259,17567,2025-12-24 00:28:00.453270,24
LN300324,APP100012,3518,2025-10-15 10:08:59.369104,24
LN300325,APP100469,10104,2025-12-25 07:40:36.722391,36
LN300326,APP100509,9259,2026-01-25 17:21:47.506800,24
LN300327,APP100510,5343,2025-11-30 19:48:17.458200,24
LN300328,APP100556,21178,2025-09-26 15:49:17.398227,24
LN300329,APP100005,10206,2026-01-24 13:22:04.936069,24
LN300330,APP100786,10018,2025-11-11 23:28:13.145370,24
LN300331,APP100505,9419,2025-08-23 06:26:47.900945,12
LN300332,APP100243,1465,2025-12-29 21:39:43.342376,12
LN300333,APP100222,4655,2025-12-21 22:20:13.108142,36
LN300334,APP100602,20786,2025-12-16 14:49:49.182722,24
LN300335,APP100487,6721,2025-11-15 03:03:52.118742,48
LN300336,APP100723,20391,2025-09-28 17:35:04.060986,36
LN300337,APP100419,5952,2025-08-20 05:12:43.494699,36
LN300338,APP100452,22599,2025-08-23 23:42:06.193321,24
LN300339,APP100829,15635,2025-10-13 09:19:17.384941,24
LN300340,APP100615,13116,2025-12-04 02:50:31.882424,12
LN300341,APP100614,6747,2025-11-07 19:50:54.726881,36
LN300342,APP100006,9560,2025-10-17 17:07:40.484753,36
LN300343,APP100250,23962,2026-01-15 07:46:59.315226,24
LN300344,APP100560,8739,2025-08-05 11:43:34.743008,36
LN300345,APP100284,16889,2025-08-16 09:27:28.902940,48
LN300346,APP100634,6924,2025-12-31 21:58:17.012824,24
LN300347,APP100643,18281,2025-11-18 16:32:30.074878,36
LN300348,APP100871,2084,2025-12-19 02:09:13.650659,12
LN300349,APP100212,12234,2025-07-31 21:01:24.674883,12
LN300350,APP100852,3765,2025-10-26 14:26:54.127756,48
LN300351,APP100845,5753,2025-07-30 04:02:23.060014,48
LN300352,APP100151,20514,2025-08-31 00:17:13.821894,24
LN300353,APP100056,6051,2025-08-14 09:38:51.777360,48
LN300354,APP100357,17251,2025-11-25 22:09:12.876607,36
LN300355,APP100037,14531,2026-01-08 04:37:02.160949,24
LN300356,APP100691,13555,2025-10-13 14:02:14.717878,12
LN300357,APP100810,8797,2025-12-24 13:31:49.883305,36
LN300358,APP100591,22648,2025-12-18 03:38:12.915078,36
LN300359,APP100617,15423,2025-12-03 09:27:15.800323,48
LN300360,APP100305,24789,2025-09-04 22:24:12.691051,36
LN300361,APP100339,21892,2025-11-23 17:28:13.107655,24
LN300362,APP100915,6481,2025-11-02 05:57:05.731222,48
LN300363,APP100709,7909,2025-10-12 19:31:49.184375,36
LN300364,APP100770,19931,2026-01-17 14:36:13.391036,12
LN300365,APP100426,12307,2025-11-18 08:08:08.728052,48
LN300366,APP100182,2780,2025-08-04 22:08:06.979539,12
LN300367,APP100165,22045,2025-08-31 02:52:55.423885,24
LN300368,APP100291,9663,2025-10-28 23:30:13.664643,12
LN300369,APP100625,4800,2026-01-19 20:30:58.504040,36
LN300370,APP100609,2721,2025-11-21 09:40:42.039346,12
LN300371,APP100903,6491,2025-12-19 23:53:11.982850,48
LN300372,APP100575,16204,2025-10-01 00:07:16.864293,24
LN300373,APP100849,14066,2025-07-29 20:10:52.688282,48
LN300374,APP100466,16605,2025-09-10 08:34:54.682917,36
LN300375,APP100592,10875,2025-08-19 14:54:52.362343,12
LN300376,APP100982,16606,2025-11-03 13:21:31.955106,36
LN300377,APP100036,18449,2025-08-15 14:32:23.652601,12
LN300378,APP100095,8656,2025-10-03 14:09:22.179900,24
LN300379,APP100306,13445,2025-12-16 01:08:32.296065,24
LN300380,APP100330,23397,2025-11-05 07:24:57.604786,36
LN300381,APP100377,24121,2025-09-07 08:19:24.262443,24
LN300382,APP100388,13781,2025-12-17 17:46:58.606383,12
LN300383,APP100985,16551,2025-11-27 07:35:19.433257,12
LN300384,APP100789,9605,2025-09-17 20:41:59.260589,48
LN300385,APP100889,5756,2025-09-02 15:27:47.063327,12
LN300386,APP100066,18381,2025-12-22 13:50:34.377988,48
LN300387,APP100978,15245,2025-12-02 02:02:11.110189,24
LN300388,APP100482,1388,2026-01-23 05:13:19.444014,48
LN300389,APP100825,10463,2025-10-24 07:00:25.562660,36
LN300390,APP100124,15706,2025-08-30 10:38:45.519030,12
LN300391,APP100281,13517,2025-11-29 07:20:59.556194,36
LN300392,APP100898,23232,2025-08-05 22:23:54.583960,48
LN300393,APP100539,11344,2025-11-24 15:42:19.635880,24
LN300394,APP100728,18375,2025-09-19 10:50:41.713363,48
LN300395,APP100800,23376,2025-10-16 23:30:35.900136,36
LN300396,APP100214,2344,2025-09-28 12:14:42.297524,48
LN300397,APP100603,4190,2025-12-24 03:33:31.056660,36
LN300398,APP100059,18409,2025-12-15 13:07:47.351991,12
LN300399,APP100635,21887,2025-08-05 23:17:24.012231,36
LN300400,APP100778,12594,2025-12-12 05:40:51.468005,36
LN300401,APP100541,15148,2026-01-15 04:11:15.729695,36
LN300402,APP100677,21004,2025-08-30 08:43:10.840368,36
LN300403,APP100495,22366,2025-12-20 12:43:57.906656,48
LN300404,APP100294,9932,2025-10-26 06:01:52.049438,12
LN300405,APP100659,11976,2025-08-19 08:32:36.302644,24
LN300406,APP100324,9858,2026-01-09 16:40:10.690903,48
LN300407,APP100265,9751,2025-12-08 17:42:57.613494,48
LN300408,APP100538,4220,2025-11-15 01:23:33.434035,48
LN300409,APP100588,9367,2025-09-26 23:29:37.464149,36
LN300410,APP100362,22441,2025-09-03 13:41:10.185841,24
LN300411,APP100132,20142,2025-11-30 12:58:51.033304,48
LN300412,APP100576,13817,2025-09-26 22:13:29.202932,48
LN300413,APP100508,16109,2025-12-19 07:57:17.394789,24
LN300414,APP100532,23127,2025-09-27 00:11:59.655505,12
LN300415,APP100673,8923,2025-08-16 01:03:04.373522,24
LN300416,APP100504,23016,2025-12-11 17:53:40.474667,24
LN300417,APP100734,20291,2026-01-05 01:25:04.489741,36
LN300418,APP100238,7387,2025-10-06 02:21:03.689525,48
LN300419,APP100297,18037,2025-09-07 14:26:48.266385,36
LN300420,APP100198,12056,2025-10-23 15:53:34.754742,12
LN300421,APP100001,23207,2025-10-26 03:08:40.104360,48
LN300422,APP100868,23619,2026-01-08 20:23:55.444579,12
LN300423,APP100024,6895,2025-08-24 16:03:38.365143,12
LN300424,APP100994,11265,2026-01-15 17:32:58.222362,48
LN300425,APP100681,18944,2025-10-20 17:14:22.895885,36
LN300426,APP100650,1346,2025-10-08 06:27:02.239100,48
LN300427,APP100424,23046,2025-08-23 02:21:46.000758,24
LN300428,APP100605,1277,2025-12-08 10:43:49.765429,48
LN300429,APP100046,3226,2025-11-22 07:00:18.908059,24
LN300430,APP100956,1391,2026-01-24 12:03:17.337814,24
LN300431,APP100358,14475,2025-09-04 04:57:47.857092,24
LN300432,APP100217,4201,2025-08-21 09:46:01.750399,48
LN300433,APP100011,18211,2025-12-03 08:48:06.113957,36
LN300434,APP100773,4404,2025-08-08 23:25:19.178058,48
LN300435,APP100288,23462,2025-08-23 02:47:26.236038,12
LN300436,APP100260,15612,2026-01-01 16:53:32.764758,36
LN300437,APP100616,12518,2025-10-21 09:05:04.317611,36
LN300438,APP100802,8189,2025-08-29 12:01:30.052637,48
LN300439,APP100307,24765,2025-09-30 05:13:53.948427,48
LN300440,APP100518,10283,2026-01-08 02:22:55.272616,24
LN300441,APP100717,9254,2025-11-17 01:39:23.400910,12
LN300442,APP100657,7326,2025-12-21 06:38:21.831136,12
LN300443,APP100711,2115,2025-11-23 09:24:16.302579,24
LN300444,APP100569,1776,2025-11-18 12:30:28.970406,36
LN300445,APP100920,21296,2025-08-29 06:26:06.351512,36
LN300446,APP100855,4012,2026-01-23 12:07:11.560375,48
LN300447,APP100029,2863,2026-01-02 07:41:51.936120,12
LN300448,APP100179,20468,2025-08-13 21:52:14.345181,36
LN300449,APP100695,22515,2026-01-02 16:23:46.106075,48
