credit_check_id,application_id,check_time,result,score
CC200083,APP100083,2026-01-08 17:34:00,approved,583
CC200084,APP100084,2026-01-02 04:17:00,denied,737
CC200085,APP100085,2025-08-19 09:05:00,approved,631
CC200086,APP100086,2025-12-06 06:51:00,approved,563
CC200087,APP100087,2025-09-06 17:20:00,denied,465
CC200088,APP100088,2025-11-06 18:40:00,approved,375
CC200089,APP100089,2026-01-11 21:41:00,manual_review,583
CC200090,APP100090,2025-08-14 09:44:00,denied,363
CC200091,APP100091,2025-11-17 23:54:00,approved,691
CC200092,APP100092,2025-09-28 01:15:00,approved,697
CC200093,APP100093,2025-08-20 13:07:00,approved,640
CC200094,APP100094,2025-11-22 19:38:00,approved,361
CC200095,APP100095,2025-08-12 09:42:00,approved,564
CC200096,APP100096,2026-01-13 23:11:00,approved,571
CC200097,APP100097,2025-08-28 00:45:00,approved,482
CC200098,APP100098,2025-09-02 22:00:00,approved,751
CC200099,APP100099,2025-09-08 15:22:00,denied,371
CC200100,APP100100,2025-12-09 16:50:00,approved,803
CC200101,APP100101,2026-01-29 08:10:00,denied,505
CC200102,APP100102,2025-11-01 04:47:00,denied,702
CC200103,APP100103,2025-10-05 23:56:00,approved,482
CC200104,APP100104,2025-08-28 00:21:00,approved,803
CC200105,APP100105,2025-11-15 08:33:00,denied,411
CC200106,APP100106,2025-08-14 08:45:00,approved,447
CC200107,APP100107,2025-12-23 20:04:00,approved,741
CC200108,APP100108,2025-12-03 14:32:00,denied,523
CC200109,APP100109,2025-10-29 01:31:00,approved,408
CC200110,APP100110,2025-12-21 05:23:00,approved,752
CC200111,APP100111,2025-09-07 08:49:00,approved,565
CC200112,APP100112,2025-08-24 18:43:00,approved,405
CC200113,APP100113,2025-08-27 07:47:00,approved,335
CC200114,APP100114,2025-12-06 00:02:00,approved,374
CC200115,APP100115,2025-08-01 07:02:00,approved,372
CC200116,APP100116,2025-11-26 11:24:00,denied,556
CC200117,APP100117,2025-09-05 05:59:00,approved,756
CC200118,APP100118,2025-08-07 17:51:00,denied,319
CC200119,APP100119,2026-01-27 23:41:00,approved,809
CC200120,APP100120,2025-11-13 07:20:00,approved,452
CC200121,APP100121,2025-09-30 13:58:00,approved,300
CC200122,APP100122,2026-01-29 10:17:00,denied,338
CC200123,APP100123,2025-08-17 18:23:00,approved,699
CC200124,APP100124,2025-08-28 16:43:00,approved,572
CC200125,APP100125,2025-08-11 05:14:00,denied,455
CC200126,APP100126,2025-12-08 01:25:00,approved,637
CC200127,APP100127,2025-08-15 14:55:00,denied,700
CC200128,APP100128,2025-10-09 09:20:00,denied,303
CC200129,APP100129,2025-08-20 17:29:00,denied,827
CC200130,APP100130,2025-07-31 11:12:00,approved,802
CC200131,APP100131,2025-10-11 18:50:00,denied,789
CC200132,APP100132,2025-10-14 23:39:00,approved,746
CC200133,APP100133,2025-09-29 14:23:00,approved,713
CC200134,APP100134,2025-12-27 15:49:00,manual_review,371
CC200135,APP100135,2025-09-17 23:57:00,denied,531
CC200136,APP100136,2025-12-15 07:09:00,approved,303
CC200137,APP100137,2025-07-30 13:01:00,denied,693
CC200138,APP100138,2025-09-26 17:22:00,denied,793
CC200139,APP100139,2026-01-07 22:56:00,approved,424
CC200140,APP100140,2025-07-31 10:00:00,approved,848
CC200141,APP100141,2026-01-13 12:54:00,approved,667
CC200142,APP100142,2025-10-15 03:13:00,approved,641
CC200143,APP100143,2025-12-11 07:26:00,approved,610
CC200144,APP100144,2025-12-01 01:09:00,denied,710
CC200145,APP100145,2026-01-27 08:05:00,approved,356
CC200146,APP100146,2025-08-09 07:57:00,manual_review,392
CC200147,APP100147,2025-12-09 13:44:00,approved,674
CC200148,APP100148,2025-11-01 14:47:00,approved,847
CC200149,APP100149,2025-08-19 18:06:00,approved,648
CC200150,APP100150,2025-12-05 04:40:00,approved,382
CC200151,APP100151,2025-11-06 02:37:00,approved,770
CC200152,APP100152,2025-12-21 01:27:00,denied,596
CC200153,APP100153,2026-01-14 04:15:00,approved,507
CC200154,APP100154,2025-10-11 08:54:00,approved,480
CC200155,APP100155,2025-10-17 12:44:00,denied,340
CC200156,APP100156,2025-10-20 10:28:00,approved,693
CC200157,APP100157,2025-10-06 07:04:00,approved,495
CC200158,APP100158,2025-09-18 04:49:00,approved,606
CC200159,APP100159,2025-12-25 03:09:00,denied,699
CC200160,APP100160,2025-08-25 05:28:00,approved,409
CC200161,APP100161,2025-11-25 10:26:00,manual_review,667
CC200162,APP100162,2025-08-28 17:22:00,denied,798
CC200163,APP100163,2025-09-20 14:19:00,manual_review,386
CC200164,APP100164,2025-11-24 08:54:00,denied,748
CC200165,APP100165,2025-08-28 02:10:00,approved,494
CC200166,APP100166,2026-01-20 09:52:00,denied,443
CC200167,APP100167,2026-01-25 22:38:00,approved,336
CC200168,APP100168,2025-08-08 06:53:00,denied,497
CC200169,APP100169,2025-10-20 04:05:00,denied,325
CC200170,APP100170,2026-01-27 07:22:00,denied,544
CC200171,APP100171,2025-11-07 16:03:00,denied,800
CC200172,APP100172,2026-01-18 09:16:00,approved,698
CC200173,APP100173,2025-09-11 00:25:00,denied,364
CC200174,APP100174,2025-11-21 17:47:00,approved,615
CC200175,APP100175,2025-12-16 07:06:00,denied,811
CC200176,APP100176,2025-11-24 03:51:00,denied,846
CC200177,APP100177,2025-09-02 03:00:00,approved,760
CC200178,APP100178,2025-08-13 07:08:00,approved,316
CC200179,APP100179,2025-09-17 12:23:00,approved,337
CC200180,APP100180,2026-01-20 20:41:00,approved,647
CC200181,APP100181,2025-08-19 18:37:00,approved,357
CC200182,APP100182,2025-10-03 02:01:00,approved,645
CC200183,APP100183,2025-08-14 06:57:00,approved,343
CC200184,APP100184,2026-01-10 14:51:00,denied,715
CC200185,APP100185,2025-08-30 02:57:00,approved,421
CC200186,APP100186,2025-10-21 03:02:00,manual_review,516
CC200187,APP100187,2025-11-24 01:10:00,approved,835
CC200188,APP100188,2025-12-22 13:52:00,approved,769
CC200189,APP100189,2025-11-07 15:01:00,denied,849
CC200190,APP100190,2025-11-03 21:27:00,denied,452
CC200191,APP100191,2025-09-11 11:13:00,approved,538
CC200192,APP100192,2025-09-14 08:17:00,denied,373
CC200193,APP100193,2025-11-20 04:02:00,denied,337
CC200194,APP100194,2026-01-02 19:39:00,approved,444
CC200195,APP100195,2025-09-29 20:18:00,approved,800
CC200196,APP100196,2025-12-03 13:56:00,denied,319
CC200197,APP100197,2025-12-16 15:03:00,approved,782
CC200198,APP100198,2025-08-20 08:24:00,approved,346
CC200199,APP100199,2025-09-02 13:12:00,denied,548
CC200200,APP100200,2026-01-09 16:15:00,approved,433
CC200201,APP100201,2026-01-06 17:50:00,approved,314
CC200202,APP100202,2025-08-02 12:50:00,manual_review,476
CC200203,APP100203,2026-01-27 11:30:00,manual_review,351
CC200204,APP100204,2025-12-15 15:22:00,approved,614
CC200205,APP100205,2025-12-20 16:20:00,manual_review,399
CC200206,APP100206,2025-11-05 08:11:00,denied,767
CC200207,APP100207,2025-08-04 10:38:00,approved,474
CC200208,APP100208,2025-09-23 00:57:00,denied,365
CC200209,APP100209,2025-10-08 01:51:00,denied,408
CC200210,APP100210,2025-11-26 16:22:00,approved,416
CC200211,APP100211,2025-12-25 07:10:00,approved,809
CC200212,APP100212,2025-08-23 07:42:00,approved,525
CC200213,APP100213,2025-09-28 08:34:00,approved,364
CC200214,APP100214,2025-08-12 07:36:00,approved,507
CC200215,APP100215,2025-11-05 11:59:00,denied,736
CC200216,APP100216,2025-09-11 05:15:00,approved,645
CC200217,APP100217,2025-12-27 10:51:00,approved,711
CC200218,APP100218,2026-01-23 11:58:00,manual_review,632
CC200219,APP100219,2025-12-27 00:45:00,approved,423
CC200220,APP100220,2026-01-24 11:36:00,approved,440
CC200221,APP100221,2025-12-20 04:36:00,approved,629
CC200222,APP100222,2025-09-15 15:34:00,approved,518
CC200223,APP100223,2025-10-16 05:31:00,approved,346
CC200224,APP100224,2025-08-07 02:03:00,denied,477
CC200225,APP100225,2025-09-26 19:14:00,approved,643
CC200226,APP100226,2025-08-03 16:30:00,manual_review,364
CC200227,APP100227,2025-07-29 10:58:00,approved,423
CC200228,APP100228,2026-01-02 06:51:00,approved,580
CC200229,APP100229,2025-08-31 10:45:00,denied,444
CC200230,APP100230,2025-09-12 10:03:00,manual_review,725
CC200231,APP100231,2025-08-03 04:37:00,denied,472
CC200232,APP100232,2026-01-25 04:49:00,manual_review,678
CC200233,APP100233,2025-08-26 16:55:00,approved,468
CC200234,APP100234,2025-10-30 02:23:00,approved,749
CC200235,APP100235,2026-01-25 21:25:00,approved,549
CC200236,APP100236,2025-12-26 03:21:00,approved,341
CC200237,APP100237,2025-10-14 10:08:00,approved,436
CC200238,APP100238,2025-09-07 23:27:00,approved,402
CC200239,APP100239,2026-01-08 15:41:00,approved,685
CC200240,APP100240,2025-10-18 05:45:00,denied,461
CC200241,APP100241,2025-12-19 22:56:00,approved,316
CC200242,APP100242,2026-01-02 11:14:00,approved,798
CC200243,APP100243,2026-01-15 18:52:00,approved,382
CC200244,APP100244,2025-09-11 12:19:00,approved,306
CC200245,APP100245,2026-01-21 09:08:00,approved,307
CC200246,APP100246,2025-09-12 23:00:00,approved,483
CC200247,APP100247,2026-01-24 18:25:00,approved,391
CC200248,APP100248,2025-12-21 01:11:00,approved,590
CC200249,APP100249,2025-12-30 10:58:00,approved,726
CC200250,APP100250,2026-01-01 07:40:00,approved,787
CC200251,APP100251,2025-12-20 03:59:00,denied,429
CC200252,APP100252,2025-12-03 04:21:00,denied,511
CC200253,APP100253,2025-08-17 07:22:00,denied,446
CC200254,APP100254,2025-10-18 05:40:00,approved,577
CC200255,APP100255,2025-08-20 22:42:00,denied,835
CC200256,APP100256,2026-01-08 23:56:00,approved,761
CC200257,APP100257,2025-10-22 14:00:00,denied,721
CC200258,APP100258,2025-10-04 06:15:00,approved,544
CC200259,APP100259,2026-01-22 02:22:00,denied,478
CC200260,APP100260,2025-10-02 03:46:00,manual_review,338
CC200261,APP100261,2025-07-29 01:24:00,approved,484
CC200262,APP100262,2025-11-18 23:26:00,denied,811
CC200263,APP100263,2025-09-09 13:31:00,approved,390
CC200264,APP100264,2025-11-02 11:34:00,manual_review,608
CC200265,APP100265,2025-11-02 03:53:00,approved,656
CC200266,APP100266,2025-11-28 18:41:00,denied,728
CC200267,APP100267,2026-01-20 07:10:00,denied,304
CC200268,APP100268,2025-11-21 02:51:00,denied,541
CC200269,APP100269,2025-08-06 09:01:00,manual_review,496
CC200270,APP100270,2025-10-18 08:06:00,denied,420
CC200271,APP100271,2025-08-16 10:10:00,denied,842
CC200272,APP100272,2025-11-02 05:46:00,approved,397
CC200273,APP100273,2025-08-17 17:57:00,approved,670
CC200274,APP100274,2025-08-21 10:38:00,approved,819
CC200275,APP100275,2026-01-02 15:45:00,approved,524
CC200276,APP100276,2025-08-05 13:41:00,approved,775
CC200277,APP100277,2025-09-09 19:56:00,denied,513
CC200278,APP100278,2025-11-17 05:03:00,approved,583
CC200279,APP100279,2025-08-23 10:13:00,denied,354
CC200280,APP100280,2025-09-15 13:44:00,manual_review,498
CC200281,APP100281,2025-12-17 23:59:00,manual_review,415
CC200282,APP100282,2025-12-14 08:42:00,denied,452
CC200283,APP100283,2025-10-09 09:15:00,approved,785
CC200284,APP100284,2025-08-22 01:25:00,approved,809
CC200285,APP100285,2025-12-22 17:53:00,approved,480
CC200286,APP100286,2025-12-01 04:03:00,denied,463
CC200287,APP100287,2025-10-29 00:27:00,approved,344
CC200288,APP100288,2025-08-20 09:52:00,approved,355
CC200289,APP100289,2026-01-14 20:38:00,approved,672
CC200290,APP100290,2025-11-28 06:06:00,denied,591
CC200291,APP100291,2025-08-04 06:10:00,approved,514
CC200292,APP100292,2026-01-08 09:05:00,approved,745
CC200293,APP100293,2025-11-27 03:19:00,approved,557
CC200294,APP100294,2025-11-07 15:31:00,approved,642
CC200295,APP100295,2026-01-14 08:05:00,denied,764
CC200296,APP100296,2026-01-09 17:24:00,denied,344
CC200297,APP100297,2025-09-14 11:56:00,approved,406
CC200298,APP100298,2025-11-03 11:11:00,approved,353
CC200299,APP100299,2025-11-20 01:16:00,approved,850
CC200300,APP100300,2025-11-18 14:16:00,approved,480
CC200301,APP100301,2025-09-24 08:36:00,approved,461
CC200302,APP100302,2025-08-13 04:48:00,manual_review,329
CC200303,APP100303,2026-01-23 21:06:00,approved,796
CC200304,APP100304,2025-08-19 21:22:00,approved,827
CC200305,APP100305,2025-12-14 13:48:00,approved,418
CC200306,APP100306,2025-12-26 07:35:00,approved,372
CC200307,APP100307,2025-08-13 12:52:00,denied,540
CC200308,APP100308,2025-12-09 13:34:00,approved,755
CC200309,APP100309,2026-01-20 15:36:00,approved,633
CC200310,APP100310,2025-09-27 15:19:00,approved,729
CC200311,APP100311,2025-08-18 12:57:00,approved,503
CC200312,APP100312,2026-01-27 01:32:00,approved,633
CC200313,APP100313,2025-12-22 16:51:00,approved,535
CC200314,APP100314,2025-12-22 21:39:00,denied,412
CC200315,APP100315,2025-09-04 03:48:00,denied,633
CC200316,APP100316,2025-11-20 05:10:00,approved,533
CC200317,APP100317,2025-09-21 06:08:00,approved,400
CC200318,APP100318,2025-08-08 13:05:00,denied,542
CC200319,APP100319,2026-01-19 13:12:00,denied,722
CC200320,APP100320,2026-01-05 04:53:00,denied,504
CC200321,APP100321,2025-12-28 08:20:00,approved,684
CC200322,APP100322,2025-08-15 02:24:00,manual_review,525
CC200323,APP100323,2025-12-18 12:35:00,approved,375
CC200324,APP100324,2025-10-20 08:33:00,denied,782
CC200325,APP100325,2025-11-23 00:50:00,approved,796
CC200326,APP100326,2026-01-24 19:37:00,denied,355
CC200327,APP100327,2025-12-09 13:07:00,approved,746
CC200328,APP100328,2025-11-12 04:09:00,denied,448
CC200329,APP100329,2025-12-21 18:37:00,approved,521
CC200330,APP100330,2025-08-23 03:36:00,denied,765
CC200331,APP100331,2025-08-23 09:55:00,approved,482
CC200332,APP100332,2025-12-13 11:56:00,denied,696
CC200333,APP100333,2025-11-11 08:24:00,approved,682
CC200334,APP100334,2026-01-12 15:36:00,approved,439
CC200335,APP100335,2025-12-31 15:02:00,denied,768
CC200336,APP100336,2025-09-11 08:25:00,approved,498
CC200337,APP100337,2025-09-03 19:38:00,approved,667
CC200338,APP100338,2026-01-19 22:25:00,approved,576
CC200339,APP100339,2025-08-07 12:56:00,denied,507
CC200340,APP100340,2025-10-21 22:15:00,approved,643
CC200341,APP100341,2025-08-10 23:30:00,approved,430
CC200342,APP100342,2025-10-05 11:01:00,denied,332
CC200343,APP100343,2025-10-23 09:19:00,approved,361
CC200344,APP100344,2025-10-08 15:54:00,denied,587
CC200345,APP100345,2026-01-23 21:06:00,manual_review,439
CC200346,APP100346,2025-09-25 04:19:00,denied,413
CC200347,APP100347,2025-11-19 10:17:00,denied,776
CC200348,APP100348,2025-11-12 19:41:00,approved,769
CC200349,APP100349,2025-08-20 06:28:00,manual_review,728
CC200350,APP100350,2025-09-21 13:47:00,approved,475
CC200351,APP100351,2025-11-30 16:55:00,approved,651
CC200352,APP100352,2025-11-01 01:32:00,approved,525
CC200353,APP100353,2025-09-07 02:19:00,approved,602
CC200354,APP100354,2026-01-26 16:25:00,denied,460
CC200355,APP100355,2025-09-01 16:56:00,approved,474
CC200356,APP100356,2025-12-21 00:11:00,approved,535
CC200357,APP100357,2025-09-16 06:53:00,manual_review,388
CC200358,APP100358,2025-08-12 07:02:00,approved,721
CC200359,APP100359,2025-11-22 01:58:00,denied,834
CC200360,APP100360,2025-10-29 22:12:00,denied,800
CC200361,APP100361,2025-10-07 11:52:00,manual_review,521
CC200362,APP100362,2025-11-24 16:25:00,approved,784
CC200363,APP100363,2026-01-07 03:43:00,approved,773
CC200364,APP100364,2025-08-05 07:23:00,approved,585
CC200365,APP100365,2025-12-01 19:28:00,denied,314
CC200366,APP100366,2025-09-12 15:37:00,approved,738
CC200367,APP100367,2025-12-17 11:22:00,manual_review,552
CC200368,APP100368,2025-09-08 08:47:00,approved,553
CC200369,APP100369,2026-01-21 02:18:00,denied,635
CC200370,APP100370,2025-08-05 12:03:00,manual_review,744
CC200371,APP100371,2025-09-08 18:49:00,approved,527
CC200372,APP100372,2025-09-21 07:41:00,approved,452
CC200373,APP100373,2025-09-24 21:13:00,approved,305
CC200374,APP100374,2025-10-05 20:26:00,approved,727
CC200375,APP100375,2025-12-07 00:55:00,manual_review,345
CC200376,APP100376,2026-01-19 00:30:00,approved,341
CC200377,APP100377,2025-08-31 20:11:00,denied,781
CC200378,APP100378,2025-12-29 00:14:00,approved,816
CC200379,APP100379,2025-10-01 19:51:00,manual_review,334
CC200380,APP100380,2025-10-15 22:45:00,approved,735
CC200381,APP100381,2026-01-09 08:27:00,approved,843
CC200382,APP100382,2025-11-02 11:29:00,denied,703
CC200383,APP100383,2025-10-01 06:29:00,approved,790
CC200384,APP100384,2025-10-14 21:33:00,denied,400
CC200385,APP100385,2026-01-04 12:37:00,approved,763
CC200386,APP100386,2025-08-24 00:32:00,approved,807
CC200387,APP100387,2026-01-14 11:35:00,manual_review,546
CC200388,APP100388,2026-01-10 19:38:00,manual_review,385
CC200389,APP100389,2025-10-09 09:43:00,approved,312
CC200390,APP100390,2025-08-25 15:04:00,approved,716
CC200391,APP100391,2025-10-23 08:40:00,approved,523
CC200392,APP100392,2025-10-20 08:16:00,approved,435
CC200393,APP100393,2026-01-12 22:57:00,manual_review,667
CC200394,APP100394,2026-01-11 09:12:00,manual_review,602
CC200395,APP100395,2025-09-05 16:48:00,manual_review,544
CC200396,APP100396,2025-09-28 01:51:00,manual_review,392
CC200397,APP100397,2025-12-29 12:42:00,approved,316
CC200398,APP100398,2025-10-18 21:08:00,approved,791
CC200399,APP100399,2026-01-29 00:41:00,approved,612
CC200400,APP100400,2025-12-03 09:16:00,approved,465
CC200401,APP100401,2025-11-13 12:24:00,denied,770
CC200402,APP100402,2025-08-07 18:45:00,approved,324
CC200403,APP100403,2025-12-22 06:21:00,denied,765
CC200404,APP100404,2026-01-27 07:43:00,denied,774
CC200405,APP100405,2025-12-12 20:50:00,denied,441
CC200406,APP100406,2025-11-27 21:22:00,approved,715
CC200407,APP100407,2025-12-05 09:54:00,approved,489
CC200408,APP100408,2025-09-10 21:56:00,approved,679
CC200409,APP100409,2025-12-18 05:18:00,approved,775
CC200410,APP100410,2025-08-22 15:08:00,denied,301
CC200411,APP100411,2025-10-03 23:51:00,approved,372
CC200412,APP100412,2025-12-19 05:43:00,approved,694
CC200413,APP100413,2025-10-22 20:05:00,denied,640
CC200414,APP100414,2025-09-23 11:14:00,approved,843
CC200415,APP100415,2025-10-15 13:50:00,denied,333
CC200416,APP100416,2025-10-21 11:16:00,approved,603
CC200417,APP100417,2025-12-25 09:29:00,approved,736
CC200418,APP100418,2025-08-28 15:03:00,denied,576
CC200419,APP100419,2026-01-07 18:37:00,denied,512
CC200420,APP100420,2026-01-03 02:30:00,manual_review,382
CC200421,APP100421,2025-09-16 16:07:00,approved,643
CC200422,APP100422,2026-01-19 12:33:00,manual_review,356
CC200423,APP100423,2025-10-13 13:03:00,denied,827
CC200424,APP100424,2025-09-05 04:12:00,denied,672
CC200425,APP100425,2025-10-24 13:36:00,approved,352
CC200426,APP100426,2025-11-23 04:20:00,approved,413
CC200427,APP100427,2026-01-28 05:49:00,approved,692
CC200428,APP100428,2025-08-18 15:21:00,approved,674
CC200429,APP100429,2026-01-06 05:20:00,denied,776
CC200430,APP100430,2026-01-07 01:00:00,approved,341
CC200431,APP100431,2025-11-21 08:13:00,denied,674
CC200432,APP100432,2025-09-10 18:48:00,approved,675
CC200433,APP100433,2025-09-07 15:50:00,approved,479
CC200434,APP100434,2025-08-20 04:39:00,approved,368
CC200435,APP100435,2025-11-17 20:27:00,manual_review,509
CC200436,APP100436,2025-11-09 13:30:00,manual_review,441
CC200437,APP100437,2025-11-04 00:02:00,approved,642
CC200438,APP100438,2025-12-12 06:46:00,denied,544
CC200439,APP100439,2025-11-01 00:57:00,denied,416
CC200440,APP100440,2025-10-19 16:12:00,denied,789
CC200441,APP100441,2025-08-02 21:00:00,denied,514
CC200442,APP100442,2026-01-05 23:15:00,approved,530
CC200443,APP100443,2025-09-24 22:56:00,approved,628
CC200444,APP100444,2025-10-25 09:08:00,approved,661
CC200445,APP100445,2025-08-24 12:32:00,approved,573
CC200446,APP100446,2025-12-26 09:10:00,manual_review,815
CC200447,APP100447,2025-08-14 01:19:00,denied,733
CC200448,APP100448,2025-10-11 14:46:00,denied,583
CC200449,APP100449,2025-12-09 19:33:00,denied,355
CC200450,APP100450,2025-10-23 13:56:00,approved,364
CC200451,APP100451,2026-01-20 04:21:00,approved,681
CC200452,APP100452,2025-12-01 11:48:00,approved,653
CC200453,APP100453,2025-09-15 05:58:00,approved,763
CC200454,APP100454,2025-11-09 00:14:00,denied,797
CC200455,APP100455,2025-09-24 23:08:00,approved,813
CC200456,APP100456,2025-09-21 23:01:00,denied,839
CC200457,APP100457,2025-12-26 16:10:00,approved,425
CC200458,APP100458,2025-08-29 11:45:00,denied,781
CC200459,APP100459,2026-01-11 01:24:00,approved,844
CC200460,APP100460,2026-01-08 08:49:00,approved,845
CC200461,APP100461,2025-12-12 19:03:00,approved,599
CC200462,APP100462,2025-12-28 01:42:00,approved,762
CC200463,APP100463,2025-08-25 20:53:00,approved,676
CC200464,APP100464,2025-08-03 01:44:00,approved,367
CC200465,APP100465,2025-08-27 13:28:00,manual_review,492
CC200466,APP100466,2025-11-03 03:35:00,manual_review,768
CC200467,APP100467,2025-10-01 15:44:00,manual_review,389
CC200468,APP100468,2025-09-06 06:44:00,approved,382
CC200469,APP100469,2026-01-20 20:00:00,denied,700
CC200470,APP100470,2025-10-14 13:42:00,approved,483
CC200471,APP100471,2025-08-23 21:33:00,approved,595
CC200472,APP100472,2025-10-06 19:38:00,approved,378
CC200473,APP100473,2026-01-24 04:26:00,manual_review,411
CC200474,APP100474,2025-08-24 16:46:00,approved,468
CC200475,APP100475,2026-01-03 03:18:00,denied,582
CC200476,APP100476,2025-08-27 03:31:00,denied,414
CC200477,APP100477,2025-09-17 19:12:00,denied,451
CC200478,APP100478,2025-10-04 16:12:00,denied,808
CC200479,APP100479,2025-10-28 22:26:00,approved,454
CC200480,APP100480,2025-10-12 05:02:00,denied,509
CC200481,APP100481,2025-12-16 15:58:00,denied,833
CC200482,APP100482,2025-09-20 22:59:00,denied,323
CC200483,APP100483,2025-11-29 10:15:00,denied,600
CC200484,APP100484,2025-07-29 00:42:00,approved,726
CC200485,APP100485,2025-08-20 03:53:00,manual_review,435
CC200486,APP100486,2025-12-22 21:31:00,approved,785
CC200487,APP100487,2025-09-05 02:49:00,approved,655
CC200488,APP100488,2025-12-06 02:46:00,denied,730
CC200489,APP100489,2025-08-23 08:41:00,denied,754
CC200490,APP100490,2025-09-26 14:18:00,approved,321
CC200491,APP100491,2025-10-04 14:03:00,approved,598
CC200492,APP100492,2025-08-23 05:55:00,approved,493
CC200493,APP100493,2025-08-08 09:23:00,denied,364
