credit_check_id,application_id,check_time,result,score
CC200051,APP100091,2025-08-26 23:16:33.830095,approved,759
CC200052,APP100667,2026-01-28 09:56:40.225707,denied,481
CC200053,APP100587,2025-12-19 11:02:07.560816,approved,376
CC200054,APP100237,2025-10-01 23:24:42.340977,approved,491
CC200055,APP100547,2025-10-09 16:57:07.217633,denied,477
CC200056,APP100756,2025-11-13 20:07:48.034438,approved,826
CC200057,APP100740,2025-11-01 06:21:06.363247,denied,422
CC200058,APP100870,2025-12-11 14:15:47.467031,approved,686
CC200059,APP100959,2025-08-10 15:00:48.352587,denied,341
CC200060,APP100038,2025-08-14 14:10:20.737705,approved,738
CC200061,APP100935,2025-09-19 08:19:28.428790,denied,585
CC200062,APP100943,2025-12-28 16:14:28.923418,denied,570
CC200063,APP100179,2026-01-13 08:40:46.664238,denied,433
CC200064,APP100427,2025-10-01 01:11:19.018551,denied,464
CC200065,APP100903,2026-01-22 05:52:41.984145,approved,561
CC200066,APP100857,2025-09-17 21:03:31.175447,denied,305
CC200067,APP100180,2025-11-17 13:42:02.914898,denied,638
CC200068,APP100956,2025-09-02 19:01:23.709603,denied,777
CC200069,APP100941,2026-01-16 01:36:58.755695,denied,458
CC200070,APP100037,2025-11-11 18:47:17.099626,approved,340
CC200071,APP100856,2025-09-15 01:03:02.682170,approved,457
CC200072,APP100406,2025-10-11 21:54:23.432002,approved,630
CC200073,APP100806,2025-08-17 14:08:57.290747,approved,352
CC200074,APP100507,2025-08-11 07:39:23.205045,manual_review,608
CC200075,APP100190,2025-09-21 03:24:57.804664,approved,802
CC200076,APP100959,2026-01-19 06:01:13.059208,approved,666
CC200077,APP100766,2025-12-23 17:47:34.595518,manual_review,374
CC200078,APP100985,2026-01-21 00:49:42.555967,approved,625
CC200079,APP100893,2026-01-06 04:54:54.763954,manual_review,838
CC200080,APP100948,2025-12-25 14:51:31.305102,denied,525
CC200081,APP100296,2025-11-11 18:43:52.927196,approved,488
CC200082,APP100897,2025-12-03 17:33:04.536926,denied,833
CC200083,APP100038,2026-01-22 18:06:03.211473,approved,369
CC200084,APP100009,2025-11-09 14:57:09.195849,approved,817
CC200085,APP100305,2025-12-17 16:10:30.443205,approved,463
CC200086,APP100581,2025-12-15 09:00:07.296358,denied,725
CC200087,APP100617,2026-01-21 20:49:48.759355,denied,849
CC200088,APP100109,2025-10-21 10:16:28.790182,approved,713
CC200089,APP100950,2025-10-21 18:32:29.290226,approved,394
CC200090,APP100343,2025-11-13 23:25:33.239043,approved,657
CC200091,APP100291,2025-08-03 00:46:50.449086,approved,526
CC200092,APP100465,2025-08-19 09:26:26.948987,denied,518
CC200093,APP100656,2025-08-10 10:19:10.614288,approved,639
CC200094,APP100556,2025-11-22 14:15:01.792861,approved,639
CC200095,APP100536,2026-01-27 22:22:42.655231,denied,669
CC200096,APP100505,2025-11-30 13:14:51.728292,denied,600
CC200097,APP100910,2025-09-09 07:22:17.371235,approved,523
CC200098,APP100961,2025-09-25 02:16:00.281394,approved,843
CC200099,APP100137,2026-01-20 19:14:53.355612,denied,786
CC200100,APP100871,2025-11-01 00:52:57.443436,denied,309
CC200101,APP100516,2025-07-30 18:56:15.412599,approved,417
CC200102,APP100479,2025-12-29 02:53:37.789371,denied,654
CC200103,APP100279,2025-09-12 16:18:20.170594,denied,756
CC200104,APP100197,2025-08-15 02:43:46.716945,denied,546
CC200105,APP100828,2025-11-29 23:03:00.001831,approved,549
CC200106,APP100115,2025-12-27 01:51:56.983676,approved,340
CC200107,APP100338,2025-08-11 23:44:35.777316,approved,628
CC200108,APP100166,2026-01-16 09:02:44.862411,denied,690
CC200109,APP100748,2025-10-24 16:28:07.986930,denied,416
CC200110,APP100469,2025-10-02 01:13:24.535814,approved,695
CC200111,APP100663,2026-01-09 13:18:02.061629,manual_review,562
CC200112,APP100263,2025-09-16 12:14:19.159376,denied,589
CC200113,APP100735,2026-01-19 06:28:24.850647,denied,325
CC200114,APP100190,2025-12-01 16:36:06.747988,denied,829
CC200115,APP100014,2026-01-12 10:14:22.772006,denied,683
CC200116,APP100754,2025-10-28 19:34:51.913366,approved,826
CC200117,APP100345,2025-09-03 17:43:38.771906,manual_review,820
CC200118,APP100809,2025-12-11 07:39:17.107605,denied,756
CC200119,APP100302,2026-01-05 14:01:51.142696,approved,798
CC200120,APP100581,2025-09-05 01:08:03.985202,approved,344
CC200121,APP100690,2025-09-04 07:25:01.644992,approved,603
CC200122,APP100775,2025-09-12 22:39:18.130715,approved,497
CC200123,APP100197,2025-11-19 19:43:26.064433,approved,628
CC200124,APP100179,2025-08-26 16:52:35.149407,denied,826
CC200125,APP100625,2025-08-17 15:08:23.658380,denied,384
CC200126,APP100876,2026-01-14 07:33:02.808064,denied,398
CC200127,APP100654,2025-11-30 08:23:10.836437,denied,471
CC200128,APP100918,2025-11-28 01:40:50.627507,approved,850
CC200129,APP100415,2025-11-18 22:39:35.722144,denied,846
CC200130,APP100846,2025-12-16 14:54:08.794795,denied,307
CC200131,APP100437,2025-11-05 15:08:56.340697,approved,367
CC200132,APP100527,2025-08-05 18:38:02.283519,manual_review,515
CC200133,APP100335,2025-10-25 17:48:06.590102,approved,518
CC200134,APP100088,2025-11-20 04:52:03.247885,approved,734
CC200135,APP100410,2025-10-27 14:10:30.388591,manual_review,406
CC200136,APP100685,2026-01-26 07:21:20.269068,approved,510
CC200137,APP100097,2026-01-10 01:09:03.594318,manual_review,850
CC200138,APP100189,2026-01-04 20:28:59.441225,manual_review,745
CC200139,APP100143,2025-10-27 07:23:47.157700,denied,373
CC200140,APP100488,2026-01-26 03:05:12.907335,approved,457
CC200141,APP100331,2026-01-13 13:05:10.175402,denied,324
CC200142,APP100958,2025-09-18 13:39:26.668717,denied,770
CC200143,APP100254,2025-09-07 20:45:42.228290,approved,639
CC200144,APP100006,2025-11-12 02:33:12.466477,approved,338
CC200145,APP100267,2025-08-07 23:07:05.967880,approved,389
CC200146,APP100392,2025-12-23 01:34:33.444899,denied,375
CC200147,APP100241,2025-10-25 00:15:41.249948,denied,355
CC200148,APP100457,2025-11-05 12:01:52.491841,approved,482
CC200149,APP100771,2025-10-29 10:55:49.932225,denied,557
CC200150,APP100273,2025-10-09 10:39:14.152738,denied,372
CC200151,APP100976,2025-12-02 06:52:17.267081,denied,533
CC200152,APP100337,2025-08-30 03:55:06.236824,approved,564
CC200153,APP100309,2026-01-24 16:15:20.787000,approved,717
CC200154,APP100596,2025-12-04 11:26:52.845765,approved,697
CC200155,APP100740,2025-10-21 15:40:18.212322,approved,761
CC200156,APP100586,2025-12-02 19:33:13.624731,approved,714
CC200157,APP100011,2025-07-31 04:11:49.291957,approved,743
CC200158,APP100267,2025-09-05 18:40:57.126927,approved,623
CC200159,APP100669,2025-11-12 21:43:56.262048,approved,317
CC200160,APP100368,2025-09-26 21:07:34.531775,approved,698
CC200161,APP100709,2025-11-18 18:01:41.064721,approved,421
CC200162,APP100241,2025-09-14 18:50:18.946690,approved,847
CC200163,APP100063,2025-11-06 22:27:21.513868,denied,306
CC200164,APP100683,2025-09-10 15:12:23.390904,denied,364
CC200165,APP100121,2025-10-23 17:27:40.070466,approved,346
CC200166,APP100476,2025-11-18 19:22:44.884198,approved,374
CC200167,APP100314,2025-10-04 07:55:15.784876,approved,666
CC200168,APP100163,2025-10-28 18:34:06.216062,denied,814
CC200169,APP100415,2025-09-05 17:42:41.187602,approved,408
CC200170,APP100702,2025-12-04 22:20:49.056075,approved,596
CC200171,APP100514,2025-10-05 12:07:09.540007,approved,608
CC200172,APP100945,2026-01-02 04:42:14.404520,approved,388
CC200173,APP100916,2025-09-18 10:50:38.446026,denied,588
CC200174,APP100909,2025-08-31 02:23:27.002610,denied,748
CC200175,APP100720,2025-08-22 03:06:38.013330,denied,690
CC200176,APP100788,2025-11-11 23:08:32.251857,denied,704
CC200177,APP100318,2025-09-09 01:21:02.756846,approved,331
CC200178,APP100706,2025-08-16 09:01:29.193082,approved,785
CC200179,APP100120,2025-09-16 16:05:42.921894,denied,460
CC200180,APP100654,2025-09-10 09:18:56.316465,approved,846
CC200181,APP100938,2025-10-16 12:40:40.827516,approved,525
CC200182,APP100963,2025-10-07 01:58:51.657363,approved,439
CC200183,APP100302,2025-08-24 20:02:45.366902,denied,700
CC200184,APP100376,2026-01-21 11:35:49.984862,manual_review,602
CC200185,APP100629,2025-08-25 12:24:15.195184,denied,447
CC200186,APP100226,2025-12-24 05:49:53.344698,approved,605
CC200187,APP100224,2025-08-30 11:53:51.841424,approved,682
CC200188,APP100980,2025-10-28 22:13:26.400396,denied,311
CC200189,APP100136,2026-01-28 04:24:02.799515,approved,444
CC200190,APP100489,2026-01-01 06:54:21.119010,approved,426
CC200191,APP100156,2025-11-01 03:06:10.084496,denied,342
CC200192,APP100465,2025-12-08 13:59:39.894651,approved,305
CC200193,APP100765,2025-12-20 12:01:48.894385,approved,703
CC200194,APP100620,2025-09-22 04:57:03.414203,denied,850
CC200195,APP100382,2025-11-09 10:24:12.255655,approved,387
CC200196,APP100425,2025-11-10 11:33:26.052518,denied,612
CC200197,APP100718,2025-10-10 07:20:34.075063,approved,515
CC200198,APP100562,2025-12-03 01:26:19.194152,denied,652
CC200199,APP100934,2025-08-09 01:07:14.318505,denied,516
CC200200,APP100482,2025-12-25 17:49:14.137023,approved,722
CC200201,APP100775,2025-10-24 16:23:53.152580,manual_review,824
CC200202,APP100550,2025-11-21 21:28:17.507249,approved,445
CC200203,APP100821,2025-10-19 18:33:31.971549,denied,464
CC200204,APP100680,2025-09-28 13:50:35.786689,denied,488
CC200205,APP100845,2025-10-03 10:00:29.825926,approved,526
CC200206,APP100223,2025-11-09 02:30:20.713463,denied,558
CC200207,APP100780,2026-01-16 11:01:32.327885,approved,498
CC200208,APP100253,2025-09-14 10:04:07.209112,approved,417
CC200209,APP100696,2025-08-01 15:35:34.199658,denied,485
CC200210,APP100772,2025-08-20 07:23:05.108572,denied,355
CC200211,APP100610,2026-01-04 14:17:58.800587,denied,772
CC200212,APP100894,2026-01-22 05:07:21.838849,approved,374
CC200213,APP100806,2025-09-03 14:35:56.459661,approved,597
CC200214,APP100083,2025-11-11 23:08:59.727128,approved,368
CC200215,APP100538,2025-11-25 10:33:44.220919,denied,556
CC200216,APP100457,2025-08-30 02:45:48.594893,approved,400
CC200217,APP100540,2025-12-19 13:50:41.917943,denied,502
CC200218,APP100720,2025-10-02 08:09:41.448723,approved,798
CC200219,APP100370,2025-11-29 20:49:10.495527,approved,638
CC200220,APP100079,2025-10-26 16:46:20.549453,approved,665
CC200221,APP100939,2025-12-11 12:29:58.356923,approved,431
CC200222,APP100577,2026-01-08 16:37:00.823420,denied,540
CC200223,APP100114,2025-10-07 02:48:34.304368,approved,402
CC200224,APP100063,2025-09-19 17:17:17.210653,approved,591
CC200225,APP100848,2025-11-22 05:38:27.719430,approved,371
CC200226,APP100560,2025-08-24 15:39:00.942609,approved,498
CC200227,APP100924,2025-08-28 20:00:48.832855,manual_review,625
CC200228,APP100517,2025-12-24 14:52:44.067772,approved,797
CC200229,APP100207,2025-09-29 01:54:24.397039,approved,761
CC200230,APP100586,2025-11-22 03:42:12.136201,approved,636
CC200231,APP100549,2025-11-11 04:21:05.494416,approved,613
CC200232,APP100153,2026-01-01 04:44:44.911974,manual_review,456
CC200233,APP100168,2025-08-11 03:03:19.617220,manual_review,673
CC200234,APP100335,2025-08-27 19:23:23.075484,approved,623
CC200235,APP100874,2025-09-08 23:48:37.513213,approved,738
CC200236,APP100532,2025-09-25 07:20:03.535179,denied,472
CC200237,APP100452,2025-09-20 14:37:46.754184,denied,304
CC200238,APP100119,2025-09-16 05:09:29.081105,approved,620
CC200239,APP100696,2025-11-24 14:44:57.114864,approved,552
CC200240,APP100210,2025-09-16 21:49:53.816043,denied,526
CC200241,APP100734,2025-10-18 20:40:16.607472,approved,746
CC200242,APP100597,2026-01-03 18:09:12.354427,approved,583
CC200243,APP100500,2025-10-03 19:44:09.364365,approved,668
CC200244,APP100093,2025-11-13 23:50:15.791607,approved,437
CC200245,APP100920,2026-01-22 15:45:46.659399,manual_review,639
CC200246,APP100522,2025-10-13 04:10:32.494145,manual_review,791
CC200247,APP100456,2025-08-31 20:02:29.238866,approved,773
CC200248,APP100828,2025-08-02 06:00:51.925211,approved,756
CC200249,APP100056,2025-12-09 21:50:34.767476,approved,667
CC200250,APP100464,2025-11-27 19:29:29.656043,denied,612
CC200251,APP100135,2026-01-18 00:58:16.614064,denied,798
CC200252,APP100525,2025-12-04 22:16:39.489324,denied,411
CC200253,APP100425,2025-08-12 17:33:57.176850,approved,479
CC200254,APP100467,2025-08-28 17:04:35.809014,approved,383
CC200255,APP100577,2025-08-16 22:53:20.871151,manual_review,587
CC200256,APP100059,2025-08-09 17:42:26.051740,approved,443
CC200257,APP100572,2026-01-06 16:17:57.667207,approved,501
CC200258,APP100473,2025-11-06 21:53:00.285726,manual_review,569
CC200259,APP100688,2025-08-02 20:25:38.846731,approved,378
CC200260,APP100826,2025-10-10 01:12:26.250037,denied,377
CC200261,APP100315,2025-12-16 18:13:26.325631,approved,319
CC200262,APP100740,2025-08-13 07:38:14.299229,denied,819
CC200263,APP100022,2025-09-15 06:59:21.116379,denied,331
CC200264,APP100405,2025-08-26 13:41:29.697334,approved,714
CC200265,APP100260,2025-11-26 11:44:27.942718,approved,517
CC200266,APP100836,2026-01-07 22:14:28.810672,approved,337
CC200267,APP100003,2025-09-23 22:10:50.901876,approved,566
CC200268,APP100763,2025-09-12 12:30:10.905465,approved,783
CC200269,APP100223,2025-09-19 06:55:04.932251,approved,452
CC200270,APP100592,2025-11-21 06:32:19.331913,approved,674
CC200271,APP100074,2025-08-22 03:43:10.993902,denied,701
CC200272,APP100046,2025-12-30 06:53:40.241727,approved,528
CC200273,APP100433,2025-08-03 06:10:14.987913,approved,597
CC200274,APP100352,2025-11-28 02:13:58.733406,denied,437
CC200275,APP100717,2026-01-03 07:23:19.311711,denied,775
CC200276,APP100065,2025-09-26 20:05:20.451678,denied,813
CC200277,APP100554,2025-10-24 14:41:57.605043,approved,822
CC200278,APP100061,2026-01-24 09:31:06.616788,denied,392
CC200279,APP100957,2025-11-05 11:13:10.764150,approved,706
CC200280,APP100915,2025-09-17 02:58:55.604409,approved,672
CC200281,APP100070,2025-10-18 20:26:06.796857,approved,814
CC200282,APP100956,2026-01-23 09:29:55.104982,approved,310
CC200283,APP100483,2025-12-04 08:42:09.447917,manual_review,544
CC200284,APP100032,2025-08-30 13:47:37.687742,denied,469
CC200285,APP100293,2025-11-15 22:55:54.559424,approved,826
CC200286,APP100418,2025-11-22 02:42:21.095938,approved,443
CC200287,APP100184,2025-11-22 23:55:07.026443,approved,756
CC200288,APP100787,2025-11-09 18:33:19.776100,denied,463
CC200289,APP100138,2025-11-02 07:35:54.585706,approved,483
CC200290,APP100784,2025-11-23 16:09:24.286705,approved,449
CC200291,APP100656,2025-09-23 23:27:51.929825,denied,795
CC200292,APP100746,2025-09-30 21:05:42.768689,denied,667
CC200293,APP100661,2025-11-05 07:10:27.938470,denied,341
CC200294,APP100986,2025-12-24 01:35:22.184680,approved,524
CC200295,APP100430,2025-10-18 07:15:18.393934,denied,799
CC200296,APP100383,2025-10-04 07:17:56.939007,approved,537
CC200297,APP100912,2025-09-14 19:18:28.461704,denied,364
CC200298,APP100391,2025-09-22 20:34:40.782615,approved,570
CC200299,APP100459,2025-07-29 00:24:28.086048,approved,678
CC200300,APP100890,2025-12-26 00:43:01.736164,approved,539
CC200301,APP100939,2026-01-01 00:31:54.093712,manual_review,343
CC200302,APP100928,2025-09-30 06:35:44.860473,approved,511
CC200303,APP100386,2025-10-23 07:58:41.413287,manual_review,830
CC200304,APP100384,2025-07-30 12:43:42.097417,approved,669
CC200305,APP100082,2026-01-14 15:56:32.480181,denied,697
CC200306,APP100699,2026-01-19 05:45:51.740675,denied,780
CC200307,APP100987,2025-10-24 18:43:41.459209,denied,765
CC200308,APP100677,2025-07-30 16:19:46.415025,approved,347
CC200309,APP100895,2025-10-16 04:48:08.436229,approved,340
CC200310,APP100552,2025-09-20 21:32:46.532467,manual_review,631
CC200311,APP100136,2025-09-09 13:02:49.840010,approved,405
CC200312,APP100669,2025-07-30 07:52:28.638428,denied,833
CC200313,APP100880,2025-10-05 18:00:40.891476,approved,580
CC200314,APP100356,2025-10-12 18:13:32.152066,approved,569
CC200315,APP100121,2025-11-09 03:24:28.971909,denied,478
CC200316,APP100182,2025-10-09 15:13:30.660970,approved,685
CC200317,APP100550,2025-08-28 00:59:53.128963,approved,687
CC200318,APP100402,2025-12-11 15:06:44.797394,approved,674
CC200319,APP100541,2025-10-08 17:01:04.654818,approved,379
CC200320,APP100130,2025-10-06 14:49:45.099027,approved,829
CC200321,APP100745,2025-09-15 09:19:15.226934,denied,557
CC200322,APP100228,2025-10-14 16:36:32.811265,denied,685
CC200323,APP100854,2025-09-11 01:54:17.909167,denied,528
CC200324,APP100003,2025-12-16 16:12:03.983912,approved,828
CC200325,APP100774,2026-01-12 10:21:31.124116,approved,715
CC200326,APP100023,2025-12-24 14:15:03.372941,approved,661
CC200327,APP100305,2025-12-01 23:22:17.480322,approved,653
CC200328,APP100474,2025-09-19 09:07:58.764857,approved,798
CC200329,APP100689,2025-12-12 16:45:54.560344,denied,793
CC200330,APP100736,2025-12-24 19:41:56.379917,denied,306
CC200331,APP100557,2025-10-12 23:23:00.667257,approved,813
CC200332,APP100434,2026-01-02 00:58:35.815070,approved,442
CC200333,APP100544,2025-08-31 13:30:36.368912,manual_review,750
CC200334,APP100388,2025-09-20 06:51:10.230013,manual_review,469
CC200335,APP100843,2025-11-23 04:31:05.539316,denied,535
CC200336,APP100235,2025-11-19 15:53:35.130457,denied,378
CC200337,APP100253,2025-09-17 01:44:39.552268,approved,826
CC200338,APP100471,2025-11-20 14:04:50.497309,denied,587
CC200339,APP100354,2025-09-01 13:16:41.441788,approved,516
CC200340,APP100158,2025-08-01 13:39:00.267274,manual_review,453
CC200341,APP100282,2025-08-07 03:10:30.831374,approved,491
CC200342,APP100193,2025-11-04 10:25:51.043843,approved,461
CC200343,APP100959,2025-09-01 05:06:01.560215,denied,670
CC200344,APP100896,2025-08-16 19:38:23.013266,denied,421
CC200345,APP100742,2025-09-16 12:45:56.544618,approved,535
CC200346,APP100783,2025-12-07 14:18:19.010898,approved,724
CC200347,APP100115,2025-12-09 18:54:17.363147,denied,638
CC200348,APP100032,2025-09-09 20:05:28.172305,approved,416
CC200349,APP100828,2025-08-25 17:25:09.088925,denied,793
CC200350,APP100676,2025-10-27 19:38:50.304885,approved,790
CC200351,APP100429,2025-09-29 21:53:13.785662,approved,790
CC200352,APP100629,2025-09-24 07:55:21.510684,manual_review,515
CC200353,APP100784,2025-12-23 02:25:32.686139,approved,465
CC200354,APP100958,2026-01-28 15:00:23.681762,manual_review,720
CC200355,APP100904,2025-10-22 07:37:50.185813,manual_review,322
CC200356,APP100910,2025-12-21 14:55:53.537504,approved,549
CC200357,APP100016,2025-09-27 18:22:40.891117,approved,344
CC200358,APP100246,2025-12-31 05:06:01.647244,approved,430
CC200359,APP100211,2026-01-20 02:27:36.317848,approved,464
CC200360,APP100068,2025-08-08 07:27:55.183964,denied,437
CC200361,APP100103,2025-12-18 17:16:59.713343,approved,824
CC200362,APP100608,2025-08-11 03:14:05.323243,denied,340
CC200363,APP100034,2025-10-23 12:10:05.395656,approved,450
CC200364,APP100457,2025-09-02 08:43:16.196028,denied,357
CC200365,APP100612,2025-12-30 20:14:14.983959,approved,470
CC200366,APP100688,2025-12-26 08:58:45.109856,approved,564
CC200367,APP100720,2025-12-28 09:33:39.748656,denied,484
CC200368,APP100893,2025-08-20 10:34:56.035619,approved,829
CC200369,APP100049,2025-12-17 08:07:52.616924,approved,715
CC200370,APP100250,2025-09-12 19:25:04.022400,approved,319
CC200371,APP100758,2025-12-17 21:43:51.854335,denied,590
CC200372,APP100045,2025-10-18 12:06:55.873811,approved,387
CC200373,APP100411,2025-12-11 17:19:32.013971,approved,521
CC200374,APP100449,2025-08-04 03:58:53.211268,denied,759
CC200375,APP100239,2025-10-21 19:02:44.698340,manual_review,782
CC200376,APP100552,2025-12-17 20:43:05.497541,approved,793
CC200377,APP100222,2025-11-01 21:21:01.275023,denied,474
CC200378,APP100772,2026-01-25 17:01:24.959306,approved,524
CC200379,APP100884,2025-10-23 23:59:51.384057,approved,720
CC200380,APP100794,2025-12-01 09:14:57.427352,approved,446
CC200381,APP100057,2025-09-24 10:16:29.850309,manual_review,486
CC200382,APP100143,2025-09-26 10:38:49.345226,approved,823
CC200383,APP100515,2025-11-21 18:23:21.646468,denied,570
CC200384,APP100296,2025-08-05 18:17:34.811759,approved,471
CC200385,APP100239,2026-01-17 11:39:02.875536,approved,650
CC200386,APP100835,2025-11-01 20:24:37.198381,approved,764
CC200387,APP100938,2025-09-13 14:37:44.620751,approved,370
CC200388,APP100749,2025-11-23 11:42:15.743439,approved,535
CC200389,APP100589,2025-09-03 13:33:48.808942,approved,687
CC200390,APP100326,2026-01-08 07:17:11.212110,denied,694
CC200391,APP100591,2026-01-03 21:54:44.107021,approved,435
CC200392,APP100612,2025-09-07 01:45:10.468179,approved,411
CC200393,APP100791,2025-08-18 18:41:31.474826,denied,316
CC200394,APP100688,2025-11-22 10:55:33.576320,approved,507
CC200395,APP100838,2025-09-26 17:03:05.620948,denied,835
CC200396,APP100328,2025-08-28 19:03:48.002036,approved,816
CC200397,APP100242,2025-09-17 19:15:28.056926,denied,729
CC200398,APP100309,2025-08-20 00:22:21.353950,denied,453
CC200399,APP100897,2025-12-21 04:51:32.160026,approved,398
CC200400,APP100146,2025-07-30 15:26:03.276986,denied,481
CC200401,APP100676,2025-08-05 17:26:33.783350,approved,787
CC200402,APP100533,2025-12-20 03:49:35.979415,denied,339
CC200403,APP100226,2025-10-24 10:47:43.142681,manual_review,844
CC200404,APP100423,2025-11-15 16:52:24.405031,approved,815
CC200405,APP100307,2025-10-05 08:05:47.389729,approved,420
CC200406,APP100281,2025-08-14 11:08:35.701953,approved,395
CC200407,APP100062,2025-08-27 00:23:46.977243,denied,793
CC200408,APP100570,2025-08-14 19:37:45.317911,approved,433
CC200409,APP100971,2025-11-19 19:56:08.501503,manual_review,301
CC200410,APP100605,2026-01-16 06:37:41.636763,denied,741
CC200411,APP100900,2026-01-28 10:37:59.601991,approved,834
CC200412,APP100752,2025-11-21 00:35:03.732737,approved,730
CC200413,APP100933,2025-08-08 23:58:01.132274,approved,679
CC200414,APP100179,2025-11-24 14:26:33.876950,approved,344
CC200415,APP100641,2025-12-05 01:03:54.238830,denied,842
CC200416,APP100695,2025-12-21 15:06:53.766420,approved,739
CC200417,APP100437,2025-08-21 03:39:14.590979,approved,534
CC200418,APP100569,2025-09-09 19:29:28.211497,denied,793
CC200419,APP100507,2026-01-25 15:04:47.782619,approved,690
CC200420,APP100048,2025-12-21 02:17:20.481629,approved,658
CC200421,APP100995,2025-12-15 05:34:34.544846,approved,400
CC200422,APP100352,2025-12-24 05:12:00.226823,denied,735
CC200423,APP100964,2025-10-17 17:22:57.554380,manual_review,437
CC200424,APP100658,2025-09-02 12:08:05.138180,approved,560
CC200425,APP100687,2025-12-02 19:43:40.486564,approved,788
CC200426,APP100390,2025-10-02 21:40:03.604288,manual_review,538
CC200427,APP100804,2025-08-22 18:58:38.205582,approved,385
CC200428,APP100537,2026-01-10 08:29:45.612587,manual_review,590
CC200429,APP100326,2025-10-26 07:05:39.192164,approved,718
CC200430,APP100713,2025-10-17 12:00:00.066215,denied,563
CC200431,APP100426,2025-09-21 05:27:34.768379,denied,493
CC200432,APP100418,2025-12-04 06:07:07.731771,approved,305
CC200433,APP100152,2025-09-01 22:03:00.333885,denied,307
CC200434,APP100307,2025-09-01 08:08:37.086141,denied,835
CC200435,APP100385,2025-09-30 23:17:14.001161,approved,420
CC200436,APP100188,2025-12-10 18:17:20.555167,manual_review,832
CC200437,APP100772,2025-09-17 15:49:58.180736,approved,307
CC200438,APP100550,2025-12-28 23:14:23.295895,manual_review,684
CC200439,APP100484,2026-01-13 06:19:01.893846,approved,510
CC200440,APP100246,2025-11-08 00:45:42.082896,denied,623
CC200441,APP100869,2025-08-10 16:09:32.371642,approved,718
CC200442,APP100230,2025-08-26 12:35:33.040250,approved,670
CC200443,APP100307,2025-09-21 09:41:25.698864,approved,409
CC200444,APP100878,2025-09-15 10:57:01.337192,approved,458
CC200445,APP100724,2025-10-04 13:10:10.970875,manual_review,736
CC200446,APP100147,2025-07-29 03:10:43.549127,approved,559
